Node	Time	CapacityUpPrice
1	1	2.0
1	2	2.0
1	3	2.0
1	4	2.0
1	5	2.0
1	6	2.0
1	7	2.0
1	8	2.0
1	9	1.75
1	10	1.75
1	11	1.75
1	12	1.75
1	13	1.75
1	14	1.75
1	15	1.75
1	16	2.0
1	17	2.0
1	18	2.0
1	19	2.0
1	20	2.0
1	21	2.0
1	22	2.0
1	23	2.0
1	24	4.5
2	1	3.0
2	2	3.0
2	3	3.0
2	4	3.0
2	5	6.0
2	6	16.0
2	7	43.0
2	8	44.5
2	9	30.29
2	10	18.5
2	11	8.5
2	12	8.0
2	13	6.0
2	14	6.0
2	15	5.5
2	16	6.5
2	17	8.5
2	18	23.5
2	19	23.0
2	20	44.0
2	21	43.0
2	22	16.0
2	23	8.0
2	24	3.0
3	1	2.0
3	2	2.0
3	3	2.0
3	4	2.0
3	5	3.0
3	6	23.4
3	7	24.3
3	8	30.6
3	9	22.5
3	10	17.1
3	11	11.7
3	12	9.69
3	13	6.0
3	14	4.5
3	15	4.5
3	16	11.7
3	17	11.7
3	18	19.8
3	19	25.2
3	20	22.5
3	21	25.2
3	22	22.5
3	23	4.0
3	24	4.0
4	1	2.8
4	2	2.8
4	3	2.8
4	4	2.8
4	5	4.2
4	6	57.4
4	7	126.0
4	8	133.0
4	9	75.0
4	10	57.4
4	11	15.4
4	12	11.2
4	13	6.0
4	14	5.6
4	15	5.6
4	16	16.8
4	17	40.6
4	18	75.0
4	19	149.0
4	20	163.8
4	21	159.6
4	22	100.8
4	23	56.0
4	24	2.0
5	1	1.7
5	2	1.7
5	3	1.7
5	4	1.7
5	5	3.9
5	6	9.0
5	7	13.0
5	8	16.0
5	9	9.0
5	10	8.0
5	11	6.0
5	12	5.0
5	13	3.5
5	14	3.0
5	15	3.0
5	16	5.0
5	17	7.0
5	18	7.0
5	19	10.0
5	20	10.0
5	21	10.31
5	22	10.0
5	23	6.0
5	24	2.4
6	1	33.0
6	2	6.0
6	3	6.0
6	4	6.0
6	5	6.0
6	6	6.0
6	7	69.0
6	8	86.0
6	9	91.0
6	10	52.0
6	11	45.0
6	12	66.0
6	13	44.0
6	14	32.0
6	15	34.0
6	16	29.0
6	17	54.0
6	18	64.0
6	19	68.0
6	20	90.0
6	21	82.09
6	22	69.0
6	23	63.74
6	24	31.0
