Node	Time	Res_CapacityDownVolume
1	1	280.0
1	2	280.0
1	3	280.0
1	4	280.0
1	5	280.0
1	6	280.0
1	7	277.0
1	8	277.0
1	9	277.0
1	10	227.0
1	11	327.0
1	12	328.0
1	13	328.0
1	14	328.0
1	15	328.0
1	16	245.0
1	17	233.0
1	18	200.0
1	19	250.0
1	20	250.0
1	21	280.0
1	22	280.0
1	23	280.0
1	24	255.0
2	1	436.0
2	2	436.0
2	3	436.0
2	4	436.0
2	5	436.0
2	6	400.0
2	7	250.0
2	8	250.0
2	9	250.0
2	10	250.0
2	11	310.0
2	12	496.0
2	13	496.0
2	14	496.0
2	15	436.0
2	16	210.0
2	17	200.0
2	18	200.0
2	19	300.0
2	20	300.0
2	21	300.0
2	22	300.0
2	23	350.0
2	24	398.0
3	1	355.0
3	2	355.0
3	3	355.0
3	4	355.0
3	5	355.0
3	6	350.0
3	7	250.0
3	8	250.0
3	9	250.0
3	10	250.0
3	11	300.0
3	12	415.0
3	13	415.0
3	14	415.0
3	15	415.0
3	16	200.0
3	17	200.0
3	18	200.0
3	19	300.0
3	20	300.0
3	21	300.0
3	22	300.0
3	23	350.0
3	24	365.0
4	1	460.0
4	2	530.0
4	3	530.0
4	4	510.0
4	5	449.0
4	6	400.0
4	7	250.0
4	8	250.0
4	9	124.0
4	10	124.0
4	11	224.0
4	12	520.0
4	13	533.0
4	14	533.0
4	15	524.0
4	16	124.0
4	17	74.0
4	18	74.0
4	19	174.0
4	20	300.0
4	21	300.0
4	22	300.0
4	23	346.0
4	24	450.0
5	1	454.0
5	2	454.0
5	3	454.0
5	4	454.0
5	5	450.0
5	6	400.0
5	7	250.0
5	8	250.0
5	9	250.0
5	10	250.0
5	11	310.0
5	12	454.0
5	13	454.0
5	14	424.0
5	15	424.0
5	16	210.0
5	17	200.0
5	18	200.0
5	19	300.0
5	20	300.0
5	21	300.0
5	22	300.0
5	23	350.0
5	24	433.0
6	1	247.0
6	2	247.0
6	3	247.0
6	4	247.0
6	5	247.0
6	6	247.0
6	7	150.0
6	8	150.0
6	9	128.0
6	10	98.0
6	11	98.0
6	12	177.0
6	13	207.0
6	14	207.0
6	15	207.0
6	16	207.0
6	17	150.0
6	18	75.0
6	19	27.0
6	20	150.0
6	21	207.0
6	22	227.0
6	23	227.0
6	24	227.0
7	1	330.0
7	2	330.0
7	3	330.0
7	4	330.0
7	5	330.0
7	6	330.0
7	7	250.0
7	8	250.0
7	9	250.0
7	10	224.0
7	11	183.0
7	12	383.0
7	13	390.0
7	14	390.0
7	15	383.0
7	16	84.0
7	17	60.0
7	18	200.0
7	19	300.0
7	20	300.0
7	21	300.0
7	22	300.0
7	23	330.0
7	24	305.0
8	1	369.0
8	2	369.0
8	3	369.0
8	4	369.0
8	5	369.0
8	6	369.0
8	7	369.0
8	8	369.0
8	9	369.0
8	10	369.0
8	11	369.0
8	12	369.0
8	13	369.0
8	14	369.0
8	15	369.0
8	16	369.0
8	17	369.0
8	18	260.0
8	19	250.0
8	20	250.0
8	21	300.0
8	22	350.0
8	23	350.0
8	24	299.0
9	1	427.0
9	2	430.0
9	3	422.0
9	4	422.0
9	5	450.0
9	6	400.0
9	7	250.0
9	8	250.0
9	9	250.0
9	10	250.0
9	11	300.0
9	12	472.0
9	13	489.0
9	14	489.0
9	15	387.0
9	16	200.0
9	17	200.0
9	18	200.0
9	19	300.0
9	20	300.0
9	21	300.0
9	22	300.0
9	23	350.0
9	24	378.0
10	1	523.0
10	2	533.0
10	3	533.0
10	4	523.0
10	5	522.0
10	6	523.0
10	7	533.0
10	8	533.0
10	9	398.0
10	10	348.0
10	11	348.0
10	12	395.0
10	13	390.0
10	14	390.0
10	15	485.0
10	16	523.0
10	17	480.0
10	18	218.0
10	19	250.0
10	20	250.0
10	21	300.0
10	22	350.0
10	23	350.0
10	24	450.0
11	1	208.0
11	2	208.0
11	3	208.0
11	4	208.0
11	5	208.0
11	6	208.0
11	7	208.0
11	8	208.0
11	9	208.0
11	10	200.0
11	11	200.0
11	12	200.0
11	13	200.0
11	14	200.0
11	15	150.0
11	16	150.0
11	17	150.0
11	18	150.0
11	19	200.0
11	20	200.0
11	21	200.0
11	22	208.0
11	23	208.0
11	24	369.0
12	1	431.0
12	2	431.0
12	3	431.0
12	4	431.0
12	5	431.0
12	6	297.0
12	7	200.0
12	8	250.0
12	9	103.0
12	10	91.0
12	11	194.0
12	12	381.0
12	13	431.0
12	14	431.0
12	15	381.0
12	16	143.0
12	17	93.0
12	18	93.0
12	19	193.0
12	20	193.0
12	21	193.0
12	22	193.0
12	23	252.0
12	24	384.0
13	1	25.0
13	2	25.0
13	3	25.0
13	4	31.0
13	5	31.0
13	6	31.0
13	7	31.0
13	8	31.0
13	9	31.0
13	10	31.0
13	11	31.0
13	12	31.0
13	13	31.0
13	14	31.0
13	15	31.0
13	16	31.0
13	17	31.0
13	18	31.0
13	19	31.0
13	20	25.0
13	21	25.0
13	22	25.0
13	23	25.0
13	24	25.0
14	1	256.0
14	2	281.0
14	3	281.0
14	4	281.0
14	5	281.0
14	6	281.0
14	7	281.0
14	8	250.0
14	9	235.0
14	10	224.0
14	11	237.0
14	12	281.0
14	13	281.0
14	14	281.0
14	15	281.0
14	16	281.0
14	17	200.0
14	18	156.0
14	19	200.0
14	20	256.0
14	21	256.0
14	22	256.0
14	23	256.0
14	24	237.0
