Node	Time	ActivationUpPrice
3	1	30.21
3	2	15.39
3	3	7.01
3	4	8.7
3	5	4.98
3	6	4.91
3	7	4.11
3	8	0.97
3	9	0.0
3	10	1.56
3	11	10.4
3	12	10.42
3	13	3.0
3	14	-5.0
3	15	-4.36
3	16	4.0
3	17	26.28
3	18	39.0
3	19	39.0
3	20	42.73
3	21	44.99
3	22	37.62
3	23	33.99
3	24	33.52
4	1	27.77
4	2	24.5
4	3	19.39
4	4	19.63
4	5	19.79
4	6	20.46
4	7	20.97
4	8	21.88
4	9	22.48
4	10	21.99
4	11	21.55
4	12	20.99
4	13	17.8
4	14	17.92
4	15	20.24
4	16	20.63
4	17	20.98
4	18	21.79
4	19	22.54
4	20	22.23
4	21	21.77
4	22	21.63
4	23	25.63
4	24	25.0
5	1	47.16
5	2	46.88
5	3	46.99
5	4	47.16
5	5	47.91
5	6	46.94
5	7	49.47
5	8	49.89
5	9	48.37
5	10	39.85
5	11	23.86
5	12	0.6
5	13	0.43
5	14	12.07
5	15	37.97
5	16	47.91
5	17	60.0
5	18	61.0
5	19	61.0
5	20	61.0
5	21	53.5
5	22	53.5
5	23	53.5
5	24	57.0
6	1	35.75
6	2	24.46
6	3	12.49
6	4	12.49
6	5	20.6
6	6	50.0
6	7	50.0
6	8	50.0
6	9	45.0
6	10	38.91
6	11	39.09
6	12	38.78
6	13	39.02
6	14	39.68
6	15	41.47
6	16	42.44
6	17	45.61
6	18	47.54
6	19	48.93
6	20	58.6
6	21	59.81
6	22	58.6
6	23	54.52
6	24	45.54
7	1	32.02
7	2	32.02
7	3	32.01
7	4	32.02
7	5	32.24
7	6	32.46
7	7	38.5
7	8	42.0
7	9	37.5
7	10	33.03
7	11	32.51
7	12	32.24
7	13	32.02
7	14	32.02
7	15	43.5
7	16	43.0
7	17	34.18
7	18	33.34
7	19	44.0
7	20	45.0
7	21	55.0
7	22	34.18
7	23	33.63
7	24	32.22
8	1	79.0
8	2	80.0
8	3	80.0
8	4	76.0
8	5	77.35
8	6	80.0
8	7	171.0
8	8	132.0
8	9	96.0
