Node	Time	CapacityUpPrice
1	1	2.0
1	2	2.0
1	3	2.0
1	4	2.0
1	5	2.1
1	6	11.0
1	7	15.0
1	8	16.22
1	9	13.0
1	10	9.5
1	11	8.0
1	12	8.0
1	13	4.5
1	14	3.5
1	15	2.5
1	16	4.0
1	17	6.0
1	18	13.0
1	19	13.0
1	20	13.0
1	21	13.0
1	22	13.0
1	23	3.0
1	24	2.0
2	1	7.0
2	2	5.5
2	3	5.0
2	4	5.0
2	5	5.5
2	6	9.0
2	7	16.5
2	8	39.5
2	9	47.0
2	10	43.5
2	11	28.5
2	12	21.0
2	13	18.5
2	14	18.24
2	15	19.0
2	16	20.5
2	17	30.5
2	18	43.0
2	19	42.5
2	20	42.0
2	21	34.0
2	22	16.0
2	23	10.0
2	24	7.5
3	1	2.0
3	2	2.0
3	3	2.0
3	4	2.0
3	5	2.0
3	6	11.0
3	7	8.99
3	8	9.0
3	9	6.0
3	10	10.0
3	11	5.0
3	12	4.0
3	13	2.99
3	14	2.0
3	15	2.0
3	16	3.0
3	17	5.0
3	18	3.5
3	19	4.0
3	20	4.0
3	21	4.0
3	22	3.0
3	23	2.0
3	24	2.0
4	1	2.0
4	2	2.0
4	3	2.0
4	4	2.0
4	5	6.0
4	6	16.0
4	7	44.0
4	8	52.0
4	9	52.0
4	10	16.0
4	11	24.0
4	12	9.0
4	13	8.0
4	14	8.0
4	15	8.0
4	16	8.0
4	17	11.0
4	18	42.0
4	19	44.0
4	20	42.0
4	21	42.0
4	22	43.0
4	23	10.0
4	24	5.0
5	1	3.0
5	2	3.0
5	3	3.0
5	4	3.0
5	5	3.0
5	6	3.0
5	7	7.0
5	8	43.0
5	9	48.0
5	10	38.0
5	11	17.5
5	12	13.5
5	13	11.0
5	14	10.5
5	15	10.5
5	16	11.5
5	17	27.5
5	18	50.5
5	19	50.5
5	20	52.5
5	21	10.0
5	22	6.0
5	23	5.0
5	24	3.0
6	1	4.0
6	2	4.0
6	3	4.0
6	4	4.0
6	5	4.0
6	6	6.0
6	7	8.0
6	8	10.0
6	9	11.0
6	10	11.0
6	11	12.0
6	12	11.0
6	13	10.0
6	14	11.0
6	15	15.0
6	16	33.0
6	17	44.0
6	18	43.0
6	19	41.0
6	20	38.0
6	21	30.0
6	22	13.0
6	23	7.0
6	24	6.0
