Node	Time	CapacityUpPrice
1	1	2.0
1	2	2.0
1	3	2.0
1	4	2.0
1	5	2.0
1	6	2.0
1	7	2.0
1	8	3.0
1	9	3.0
1	10	3.0
1	11	2.5
1	12	2.5
1	13	2.5
1	14	2.5
1	15	5.0
1	16	5.0
1	17	5.0
1	18	8.0
1	19	5.5
1	20	4.0
1	21	3.0
1	22	2.0
1	23	2.0
1	24	2.0
2	1	2.0
2	2	2.0
2	3	2.0
2	4	2.0
2	5	2.0
2	6	3.0
2	7	7.5
2	8	20.9
2	9	21.5
2	10	20.0
2	11	18.0
2	12	13.0
2	13	11.0
2	14	12.0
2	15	12.0
2	16	14.0
2	17	17.0
2	18	32.0
2	19	30.5
2	20	25.0
2	21	11.0
2	22	7.0
2	23	5.0
2	24	3.5
3	1	2.0
3	2	2.0
3	3	2.0
3	4	2.0
3	5	7.0
3	6	20.0
3	7	34.0
3	8	36.0
3	9	34.0
3	10	28.0
3	11	23.0
3	12	11.0
3	13	6.0
3	14	5.0
3	15	6.0
3	16	5.0
3	17	5.0
3	18	11.04
3	19	36.0
3	20	36.0
3	21	34.0
3	22	28.0
3	23	19.0
3	24	2.0
4	1	4.0
4	2	4.0
4	3	4.0
4	4	4.0
4	5	4.0
4	6	7.5
4	7	22.5
4	8	28.0
4	9	28.5
4	10	18.0
4	11	12.0
4	12	8.5
4	13	8.5
4	14	6.5
4	15	8.5
4	16	14.0
4	17	35.5
4	18	25.62
4	19	27.0
4	20	12.5
4	21	6.0
4	22	5.0
4	23	4.0
4	24	6.5
5	1	10.0
5	2	8.0
5	3	6.0
5	4	7.0
5	5	31.0
5	6	72.0
5	7	105.41
5	8	116.9
5	9	102.0
5	10	98.0
5	11	89.0
5	12	82.0
5	13	86.0
5	14	90.0
5	15	95.0
5	16	105.0
5	17	114.0
5	18	108.0
5	19	100.0
5	20	110.0
5	21	79.7
5	22	60.0
5	23	28.0
5	24	6.0
6	1	3.0
6	2	1.8
6	3	1.8
6	4	1.8
6	5	1.8
6	6	2.0
6	7	6.0
6	8	10.5
6	9	11.9
6	10	12.6
6	11	11.9
6	12	11.9
6	13	11.9
6	14	11.2
6	15	9.8
6	16	10.5
6	17	13.0
6	18	12.6
6	19	11.2
6	20	10.5
6	21	9.8
6	22	9.1
6	23	8.4
6	24	6.0
