Node	Time	Res_CapacityUpVolume
1	1	50.0
1	2	50.0
1	3	50.0
1	4	50.0
1	5	50.0
1	6	40.0
1	7	40.0
1	8	50.0
1	9	50.0
1	10	50.0
1	11	50.0
1	12	50.0
1	13	50.0
1	14	50.0
1	15	60.0
1	16	60.0
1	17	50.0
1	18	40.0
1	19	40.0
1	20	40.0
1	21	50.0
1	22	50.0
1	23	50.0
1	24	50.0
2	1	10.0
2	2	10.0
2	3	10.0
2	4	10.0
2	5	10.0
2	6	10.0
2	7	15.0
2	8	50.0
2	9	46.0
2	10	66.0
2	11	60.0
2	12	30.0
2	13	30.0
2	14	50.0
2	15	40.0
2	16	50.0
2	17	60.0
2	18	109.0
2	19	70.0
2	20	65.0
2	21	25.0
2	22	10.0
2	23	10.0
2	24	10.0
3	1	70.0
3	2	70.0
3	3	70.0
3	4	70.0
3	5	95.0
3	6	95.0
3	7	95.0
3	8	95.0
3	9	95.0
3	10	95.0
3	11	95.0
3	12	95.0
3	13	95.0
3	14	80.0
3	15	80.0
3	16	80.0
3	17	80.0
3	18	95.0
3	19	95.0
3	20	95.0
3	21	105.0
3	22	105.0
3	23	105.0
3	24	251.0
4	1	105.0
4	2	105.0
4	3	90.0
4	4	90.0
4	5	20.0
4	6	25.0
4	7	110.0
4	8	110.0
4	9	110.0
4	10	110.0
4	11	110.0
4	12	110.0
4	13	110.0
4	14	110.0
4	15	110.0
4	16	110.0
4	17	110.0
4	18	110.0
4	19	110.0
4	20	40.0
4	21	25.0
4	22	20.0
4	23	20.0
4	24	105.0
5	1	45.0
5	2	45.0
5	3	45.0
5	4	45.0
5	5	156.0
5	6	221.0
5	7	275.0
5	8	250.0
5	9	250.0
5	10	250.0
5	11	250.0
5	12	275.0
5	13	275.0
5	14	275.0
5	15	275.0
5	16	275.0
5	17	275.0
5	18	301.0
5	19	308.0
5	20	275.0
5	21	275.0
5	22	275.0
5	23	221.0
5	24	88.0
6	1	165.0
6	2	0.0
6	3	0.0
6	4	0.0
6	5	0.0
6	6	106.0
6	7	165.0
6	8	190.0
6	9	190.0
6	10	190.0
6	11	190.0
6	12	190.0
6	13	190.0
6	14	190.0
6	15	190.0
6	16	190.0
6	17	190.0
6	18	180.0
6	19	180.0
6	20	180.0
6	21	180.0
6	22	155.0
6	23	155.0
6	24	155.0
7	1	40.0
7	2	40.0
7	3	40.0
7	4	40.0
7	5	50.0
7	6	55.0
7	7	55.0
7	8	55.0
7	9	55.0
7	10	50.0
7	11	50.0
7	12	50.0
7	13	50.0
7	14	50.0
7	15	50.0
7	16	55.0
7	17	55.0
7	18	55.0
7	19	55.0
7	20	55.0
7	21	55.0
7	22	50.0
7	23	50.0
7	24	30.0
8	1	15.0
8	2	15.0
8	3	15.0
8	4	15.0
8	5	40.0
8	6	40.0
8	7	104.0
8	8	104.0
8	9	104.0
8	10	104.0
8	11	40.0
8	12	40.0
8	13	40.0
8	14	15.0
8	15	0.0
8	16	0.0
8	17	15.0
8	18	104.0
8	19	102.0
8	20	102.0
8	21	72.0
8	22	40.0
8	23	40.0
8	24	0.0
9	1	0.0
9	2	0.0
9	3	0.0
9	4	0.0
9	5	43.0
9	6	68.0
9	7	68.0
9	8	68.0
9	9	68.0
9	10	68.0
9	11	68.0
9	12	68.0
9	13	43.0
9	14	43.0
9	15	43.0
9	16	43.0
9	17	53.0
9	18	63.0
9	19	68.0
9	20	68.0
9	21	68.0
9	22	68.0
9	23	43.0
9	24	30.0
10	1	300.0
10	2	300.0
10	3	300.0
10	4	300.0
10	5	310.0
10	6	260.0
10	7	260.0
10	8	260.0
10	9	260.0
10	10	260.0
10	11	260.0
10	12	201.0
10	13	245.0
10	14	240.0
10	15	240.0
10	16	141.0
10	17	260.0
10	18	260.0
10	19	260.0
10	20	260.0
10	21	260.0
10	22	260.0
10	23	240.0
10	24	90.0
11	1	138.0
11	2	138.0
11	3	128.0
11	4	128.0
11	5	128.0
11	6	128.0
11	7	228.0
11	8	238.0
11	9	238.0
11	10	238.0
11	11	238.0
11	12	238.0
11	13	238.0
11	14	238.0
11	15	238.0
11	16	292.0
11	17	292.0
11	18	292.0
11	19	292.0
11	20	292.0
11	21	292.0
11	22	252.0
11	23	252.0
11	24	153.0
12	1	0.0
12	2	0.0
12	3	0.0
12	4	0.0
12	5	98.0
12	6	240.0
12	7	315.0
12	8	315.0
12	9	315.0
12	10	261.0
12	11	98.0
12	12	98.0
12	13	73.0
12	14	73.0
12	15	73.0
12	16	73.0
12	17	240.0
12	18	315.0
12	19	315.0
12	20	315.0
12	21	261.0
12	22	98.0
12	23	98.0
12	24	0.0
13	1	112.0
13	2	102.0
13	3	112.0
13	4	102.0
13	5	112.0
13	6	112.0
13	7	179.0
13	8	233.0
13	9	233.0
13	10	233.0
13	11	233.0
13	12	233.0
13	13	122.0
13	14	122.0
13	15	87.0
13	16	87.0
13	17	151.0
13	18	198.0
13	19	233.0
13	20	233.0
13	21	233.0
13	22	179.0
13	23	179.0
13	24	112.0
14	1	35.0
14	2	35.0
14	3	35.0
14	4	35.0
14	5	35.0
14	6	35.0
14	7	35.0
14	8	65.0
14	9	65.0
14	10	40.0
14	11	40.0
14	12	40.0
14	13	40.0
14	14	65.0
14	15	65.0
14	16	108.0
14	17	108.0
14	18	108.0
14	19	108.0
14	20	108.0
14	21	108.0
14	22	108.0
14	23	65.0
14	24	35.0
