Node	Time	ActivationDownPrice
3	1	31.0
3	2	36.66
3	3	36.55
3	4	36.47
3	5	37.0
3	6	38.87
3	7	46.5
3	8	69.36
3	9	40.0
3	10	33.5
3	11	33.5
3	12	33.0
3	13	25.0
3	14	13.41
3	15	13.41
3	16	31.5
3	17	32.0
3	18	32.0
3	19	34.0
3	20	42.65
3	21	42.03
3	22	42.1
3	23	32.0
3	24	32.06
4	1	48.0
4	2	50.0
4	3	50.0
4	4	50.0
4	5	49.603
4	6	47.5
4	7	48.5
4	8	52.0
4	9	49.5
4	10	50.0
4	11	50.0
4	12	50.0
4	13	50.0
4	14	50.5
4	15	50.5
4	16	49.0
4	17	52.0
4	18	52.0
4	19	52.22
4	20	52.5
4	21	60.5
4	22	59.99
4	23	51.5
4	24	54.0
5	1	42.53
5	2	41.69
5	3	41.53
5	4	41.16
5	5	44.58
5	6	48.99
5	7	122.61
5	8	136.89
5	9	52.5
5	10	56.95
5	11	49.77
5	12	47.0
5	13	45.55
5	14	40.0
5	15	39.0
5	16	39.5
5	17	49.18
5	18	79.98
5	19	123.05
5	20	44.0
5	21	44.0
5	22	42.59
5	23	41.99
5	24	40.08
6	1	48.0
6	2	49.0
6	3	48.5
6	4	47.0
6	5	47.0
6	6	49.0
6	7	50.5
6	8	54.0
6	9	55.5
6	10	69.76
6	11	61.12
6	12	57.09
6	13	49.0
6	14	46.5
6	15	56.24
6	16	58.27
6	17	62.37
6	18	68.7
6	19	66.24
6	20	59.16
6	21	57.52
6	22	57.48
6	23	57.56
6	24	56.78
7	1	8.0
7	2	1.0
7	3	1.0
7	4	0.0
7	5	3.0
7	6	10.0
7	7	28.5
7	8	39.0
7	9	31.45
7	10	18.47
7	11	8.0
7	12	4.0
7	13	0.0
7	14	1.51
7	15	6.55
7	16	7.0
7	17	24.0
7	18	24.0
7	19	30.0
7	20	41.99
7	21	41.92
7	22	37.87
7	23	18.1
7	24	8.0
8	1	0.0
8	2	38.08
8	3	38.04
8	4	37.94
8	5	37.56
8	6	2.0
8	7	38.04
8	8	39.15
8	9	38.86
8	10	38.43
8	11	37.17
8	12	32.19
8	13	29.96
8	14	28.0
8	15	30.0
8	16	30.0
8	17	34.5
8	18	37.13
8	19	37.0
8	20	37.93
8	21	37.52
8	22	37.33
8	23	36.71
8	24	32.41
9	1	-4.0
9	2	-4.0
9	3	-4.0
9	4	-5.0
9	5	-5.0
9	6	-5.0
9	7	0.0
9	8	33.36
9	9	33.63
9	10	33.03
9	11	32.51
9	12	32.24
9	13	32.02
9	14	32.02
9	15	32.49
9	16	34.26
9	17	34.18
9	18	33.34
9	19	33.57
9	20	33.66
9	21	33.82
9	22	17.0
9	23	17.0
9	24	21.5
10	1	31.0
10	2	36.66
10	3	36.55
10	4	36.47
10	5	37.0
10	6	38.87
10	7	46.5
10	8	69.36
10	9	40.0
10	10	33.5
10	11	33.5
10	12	33.0
10	13	25.0
10	14	13.41
10	15	13.41
10	16	31.5
10	17	32.0
10	18	32.0
10	19	34.0
10	20	42.65
10	21	42.03
10	22	42.1
10	23	32.0
10	24	32.06
11	1	60.5
11	2	53.0
11	3	53.0
11	4	53.0
11	5	53.0
11	6	58.0
11	7	79.95
11	8	83.84
11	9	80.0
11	10	80.0
11	11	80.0
11	12	90.26
11	13	83.86
11	14	82.15
11	15	84.5
11	16	81.0
11	17	78.5
11	18	80.46
11	19	80.46
11	20	110.66
11	21	103.15
11	22	92.95
11	23	89.49
11	24	85.73
12	1	59.0
12	2	55.0
12	3	55.0
12	4	54.0
12	5	53.0
12	6	55.0
12	7	64.23
12	8	73.49
12	9	86.18
12	10	72.79
12	11	67.06
12	12	63.87
12	13	60.53
12	14	60.26
12	15	63.1
12	16	68.65
12	17	63.0
12	18	60.37
12	19	63.0
12	20	64.0
12	21	64.0
12	22	69.78
12	23	66.2
12	24	63.07
13	1	27.82
13	2	27.59
13	3	26.64
13	4	28.46
13	5	29.67
13	6	29.35
13	7	27.69
13	8	23.0
13	9	23.0
13	10	23.5
13	11	25.0
13	12	27.0
13	13	32.59
13	14	32.46
13	15	31.22
13	16	32.48
13	17	32.44
13	18	32.46
13	19	31.36
13	20	31.1
13	21	29.37
13	22	24.08
13	23	20.62
13	24	21.94
14	1	88.83
14	2	78.0
14	3	71.0
14	4	71.0
14	5	71.0
14	6	70.0
14	7	65.0
14	8	105.0
14	9	150.0
14	10	150.0
14	11	150.0
14	12	211.11
14	13	105.0
14	14	105.0
14	15	105.0
14	16	105.0
14	17	105.0
14	18	105.0
14	19	105.0
14	20	105.0
14	21	105.0
14	22	105.0
14	23	98.6
14	24	92.87
