Node	Time	Res_CapacityDownVolume
1	1	230.0
1	2	230.0
1	3	230.0
1	4	230.0
1	5	230.0
1	6	267.0
1	7	250.0
1	8	250.0
1	9	250.0
1	10	250.0
1	11	290.0
1	12	290.0
1	13	290.0
1	14	290.0
1	15	290.0
1	16	200.0
1	17	200.0
1	18	200.0
1	19	230.0
1	20	230.0
1	21	230.0
1	22	230.0
1	23	230.0
1	24	230.0
2	1	272.0
2	2	272.0
2	3	272.0
2	4	272.0
2	5	272.0
2	6	272.0
2	7	272.0
2	8	272.0
2	9	272.0
2	10	250.0
2	11	272.0
2	12	272.0
2	13	272.0
2	14	272.0
2	15	239.0
2	16	205.0
2	17	215.0
2	18	200.0
2	19	239.0
2	20	239.0
2	21	239.0
2	22	239.0
2	23	239.0
2	24	336.0
3	1	348.0
3	2	348.0
3	3	348.0
3	4	348.0
3	5	348.0
3	6	348.0
3	7	250.0
3	8	200.0
3	9	200.0
3	10	200.0
3	11	310.0
3	12	348.0
3	13	348.0
3	14	348.0
3	15	348.0
3	16	210.0
3	17	150.0
3	18	200.0
3	19	300.0
3	20	300.0
3	21	300.0
3	22	300.0
3	23	348.0
3	24	348.0
4	1	50.0
4	2	50.0
4	3	100.0
4	4	100.0
4	5	100.0
4	6	100.0
4	7	100.0
4	8	150.0
4	9	100.0
4	10	100.0
4	11	100.0
4	12	100.0
4	13	100.0
4	14	100.0
4	15	100.0
4	16	150.0
4	17	150.0
4	18	100.0
4	19	50.0
4	20	50.0
4	21	50.0
4	22	50.0
4	23	50.0
4	24	50.0
5	1	417.0
5	2	417.0
5	3	417.0
5	4	417.0
5	5	417.0
5	6	360.0
5	7	250.0
5	8	210.0
5	9	160.0
5	10	250.0
5	11	300.0
5	12	443.0
5	13	443.0
5	14	443.0
5	15	363.0
5	16	200.0
5	17	200.0
5	18	160.0
5	19	260.0
5	20	260.0
5	21	260.0
5	22	260.0
5	23	350.0
5	24	353.0
6	1	0.0
6	2	0.0
6	3	0.0
6	4	0.0
6	5	0.0
6	6	0.0
6	7	0.0
6	8	0.0
6	9	29.0
6	10	0.0
6	11	0.0
6	12	0.0
6	13	0.0
6	14	0.0
6	15	0.0
6	16	0.0
6	17	25.0
6	18	31.0
6	19	0.0
6	20	0.0
6	21	0.0
6	22	0.0
6	23	0.0
6	24	0.0
7	1	140.0
7	2	140.0
7	3	140.0
7	4	140.0
7	5	140.0
7	6	140.0
7	7	140.0
7	8	140.0
7	9	140.0
7	10	133.0
7	11	140.0
7	12	140.0
7	13	140.0
7	14	140.0
7	15	140.0
7	16	140.0
7	17	135.0
7	18	140.0
7	19	140.0
7	20	140.0
7	21	140.0
7	22	140.0
7	23	140.0
7	24	140.0
8	1	420.0
8	2	420.0
8	3	420.0
8	4	420.0
8	5	436.0
8	6	400.0
8	7	250.0
8	8	250.0
8	9	180.0
8	10	180.0
8	11	300.0
8	12	483.0
8	13	483.0
8	14	483.0
8	15	483.0
8	16	200.0
8	17	200.0
8	18	200.0
8	19	300.0
8	20	230.0
8	21	249.0
8	22	249.0
8	23	350.0
8	24	450.0
9	1	270.0
9	2	270.0
9	3	270.0
9	4	270.0
9	5	290.0
9	6	250.0
9	7	250.0
9	8	250.0
9	9	250.0
9	10	270.0
9	11	270.0
9	12	270.0
9	13	270.0
9	14	270.0
9	15	216.0
9	16	200.0
9	17	200.0
9	18	290.0
9	19	290.0
9	20	290.0
9	21	290.0
9	22	270.0
9	23	270.0
9	24	280.0
10	1	348.0
10	2	348.0
10	3	348.0
10	4	348.0
10	5	348.0
10	6	348.0
10	7	250.0
10	8	200.0
10	9	200.0
10	10	200.0
10	11	310.0
10	12	348.0
10	13	348.0
10	14	348.0
10	15	348.0
10	16	210.0
10	17	150.0
10	18	200.0
10	19	300.0
10	20	300.0
10	21	300.0
10	22	300.0
10	23	348.0
10	24	348.0
11	1	161.0
11	2	161.0
11	3	161.0
11	4	161.0
11	5	161.0
11	6	131.0
11	7	119.0
11	8	119.0
11	9	107.0
11	10	57.0
11	11	104.0
11	12	104.0
11	13	104.0
11	14	131.0
11	15	54.0
11	16	109.0
11	17	54.0
11	18	0.0
11	19	50.0
11	20	50.0
11	21	50.0
11	22	100.0
11	23	161.0
11	24	176.0
12	1	0.0
12	2	0.0
12	3	0.0
12	4	10.0
12	5	10.0
12	6	10.0
12	7	10.0
12	8	10.0
12	9	20.0
12	10	10.0
12	11	10.0
12	12	10.0
12	13	10.0
12	14	10.0
12	15	10.0
12	16	10.0
12	17	20.0
12	18	10.0
12	19	10.0
12	20	0.0
12	21	10.0
12	22	0.0
12	23	0.0
12	24	0.0
13	1	175.0
13	2	175.0
13	3	175.0
13	4	175.0
13	5	175.0
13	6	175.0
13	7	175.0
13	8	87.0
13	9	87.0
13	10	175.0
13	11	163.0
13	12	163.0
13	13	163.0
13	14	163.0
13	15	163.0
13	16	113.0
13	17	113.0
13	18	113.0
13	19	128.0
13	20	163.0
13	21	50.0
13	22	87.0
13	23	87.0
13	24	159.0
14	1	209.0
14	2	209.0
14	3	209.0
14	4	209.0
14	5	209.0
14	6	209.0
14	7	209.0
14	8	151.0
14	9	151.0
14	10	151.0
14	11	151.0
14	12	151.0
14	13	151.0
14	14	151.0
14	15	151.0
14	16	151.0
14	17	151.0
14	18	121.0
14	19	121.0
14	20	121.0
14	21	121.0
14	22	178.0
14	23	178.0
14	24	252.0
