Node	Time	ActivationUpPrice
3	1	37.0
3	2	36.66
3	3	36.55
3	4	36.47
3	5	37.0
3	6	38.87
3	7	46.5
3	8	69.36
3	9	60.45
3	10	54.83
3	11	58.65
3	12	52.07
3	13	42.08
3	14	36.02
3	15	37.08
3	16	42.01
3	17	40.7
3	18	42.08
3	19	42.63
3	20	42.65
3	21	42.03
3	22	42.1
3	23	38.89
3	24	32.06
4	1	56.11
4	2	55.66
4	3	55.45
4	4	55.69
4	5	58.82
4	6	58.5
4	7	61.63
4	8	62.17
4	9	62.35
4	10	59.95
4	11	59.91
4	12	59.88
4	13	59.96
4	14	59.67
4	15	59.33
4	16	59.25
4	17	62.8
4	18	62.76
4	19	62.22
4	20	62.9
4	21	61.08
4	22	59.99
4	23	59.72
4	24	61.82
5	1	42.53
5	2	41.69
5	3	41.53
5	4	41.16
5	5	44.58
5	6	58.0
5	7	122.61
5	8	136.89
5	9	112.66
5	10	56.95
5	11	49.77
5	12	47.0
5	13	45.55
5	14	44.57
5	15	42.14
5	16	43.72
5	17	49.18
5	18	79.98
5	19	123.05
5	20	48.94
5	21	46.14
5	22	42.59
5	23	41.99
5	24	40.08
6	1	55.07
6	2	54.06
6	3	53.52
6	4	51.53
6	5	54.5
6	6	54.95
6	7	59.09
6	8	88.4
6	9	93.09
6	10	69.76
6	11	63.0
6	12	62.0
6	13	57.0
6	14	54.96
6	15	65.5
6	16	67.5
6	17	66.5
6	18	68.7
6	19	66.5
6	20	63.33
6	21	69.5
6	22	69.0
6	23	65.0
6	24	62.0
7	1	11.27
7	2	10.3
7	3	8.05
7	4	12.16
7	5	30.42
7	6	39.82
7	7	49.63
7	8	46.9
7	9	31.45
7	10	20.32
7	11	8.69
7	12	4.97
7	13	0.08
7	14	1.51
7	15	6.55
7	16	22.02
7	17	34.92
7	18	39.05
7	19	41.92
7	20	41.99
7	21	41.92
7	22	37.87
7	23	33.93
7	24	29.78
8	1	38.33
8	2	38.08
8	3	38.04
8	4	37.94
8	5	37.56
8	6	37.24
8	7	47.0
8	8	47.0
8	9	47.0
8	10	47.0
8	11	45.5
8	12	37.0
8	13	37.0
8	14	37.0
8	15	36.83
8	16	37.12
8	17	37.62
8	18	37.13
8	19	41.0
8	20	47.5
8	21	48.5
8	22	47.5
8	23	47.5
8	24	32.41
9	1	32.02
9	2	32.02
9	3	32.01
9	4	32.02
9	5	32.24
9	6	32.46
9	7	38.5
9	8	42.0
9	9	37.5
9	10	33.03
9	11	32.51
9	12	32.24
9	13	32.02
9	14	32.02
9	15	43.5
9	16	43.0
9	17	34.18
9	18	33.34
9	19	44.0
9	20	45.0
9	21	55.0
9	22	34.18
9	23	33.63
9	24	32.22
10	1	37.0
10	2	36.66
10	3	36.55
10	4	36.47
10	5	37.0
10	6	38.87
10	7	46.5
10	8	69.36
10	9	60.45
10	10	54.83
10	11	58.65
10	12	52.07
10	13	42.08
10	14	36.02
10	15	37.08
10	16	42.01
10	17	40.7
10	18	42.08
10	19	42.63
10	20	42.65
10	21	42.03
10	22	42.1
10	23	38.89
10	24	32.06
11	1	69.65
11	2	67.08
11	3	65.98
11	4	64.03
11	5	64.93
11	6	70.57
11	7	86.0
11	8	89.0
11	9	96.42
11	10	97.39
11	11	94.88
11	12	93.46
11	13	87.32
11	14	82.15
11	15	89.0
11	16	89.44
11	17	99.92
11	18	109.08
11	19	115.57
11	20	110.66
11	21	113.98
11	22	106.0
11	23	95.0
11	24	85.73
12	1	64.38
12	2	63.22
12	3	61.1
12	4	58.96
12	5	58.82
12	6	60.88
12	7	64.23
12	8	78.0
12	9	87.0
12	10	72.79
12	11	75.0
12	12	73.0
12	13	69.0
12	14	60.26
12	15	63.1
12	16	68.65
12	17	75.78
12	18	92.06
12	19	96.78
12	20	88.21
12	21	75.71
12	22	69.78
12	23	66.2
12	24	63.07
13	1	32.0
13	2	31.0
13	3	30.0
13	4	30.0
13	5	30.0
13	6	29.35
13	7	27.69
13	8	32.08
13	9	34.98
13	10	37.62
13	11	38.67
13	12	36.7
13	13	35.0
13	14	36.0
13	15	39.0
13	16	45.0
13	17	45.0
13	18	45.0
13	19	42.0
13	20	40.0
13	21	32.0
13	22	24.08
13	23	20.62
13	24	21.94
14	1	88.83
14	2	83.09
14	3	80.0
14	4	80.17
14	5	82.49
14	6	88.14
14	7	109.79
14	8	165.01
14	9	299.01
14	10	249.12
14	11	255.86
14	12	211.511
14	13	203.28
14	14	196.98
14	15	197.86
14	16	299.94
14	17	449.64
14	18	526.25
14	19	349.95
14	20	181.91
14	21	149.6
14	22	112.82
14	23	100.1
14	24	92.87
