Node	Time	Res_CapacityUpVolume
1	1	70.0
1	2	70.0
1	3	70.0
1	4	70.0
1	5	95.0
1	6	95.0
1	7	95.0
1	8	95.0
1	9	95.0
1	10	95.0
1	11	95.0
1	12	70.0
1	13	70.0
1	14	70.0
1	15	70.0
1	16	95.0
1	17	95.0
1	18	95.0
1	19	106.0
1	20	106.0
1	21	95.0
1	22	95.0
1	23	95.0
1	24	95.0
2	1	25.0
2	2	35.0
2	3	35.0
2	4	35.0
2	5	35.0
2	6	10.0
2	7	10.0
2	8	95.0
2	9	107.0
2	10	132.0
2	11	105.0
2	12	132.0
2	13	35.0
2	14	65.0
2	15	89.0
2	16	160.0
2	17	122.0
2	18	122.0
2	19	122.0
2	20	131.0
2	21	122.0
2	22	25.0
2	23	25.0
2	24	68.0
3	1	150.0
3	2	150.0
3	3	150.0
3	4	150.0
3	5	165.0
3	6	165.0
3	7	149.0
3	8	149.0
3	9	149.0
3	10	149.0
3	11	149.0
3	12	149.0
3	13	134.0
3	14	134.0
3	15	134.0
3	16	134.0
3	17	149.0
3	18	165.0
3	19	165.0
3	20	165.0
3	21	165.0
3	22	165.0
3	23	165.0
3	24	165.0
4	1	105.0
4	2	105.0
4	3	90.0
4	4	90.0
4	5	20.0
4	6	25.0
4	7	110.0
4	8	110.0
4	9	110.0
4	10	110.0
4	11	110.0
4	12	110.0
4	13	110.0
4	14	110.0
4	15	110.0
4	16	110.0
4	17	110.0
4	18	110.0
4	19	110.0
4	20	40.0
4	21	25.0
4	22	20.0
4	23	20.0
4	24	105.0
5	1	0.0
5	2	0.0
5	3	0.0
5	4	0.0
5	5	0.0
5	6	0.0
5	7	204.0
5	8	259.0
5	9	176.0
5	10	85.0
5	11	27.0
5	12	0.0
5	13	0.0
5	14	0.0
5	15	0.0
5	16	0.0
5	17	0.0
5	18	139.0
5	19	139.0
5	20	85.0
5	21	85.0
5	22	85.0
5	23	0.0
5	24	0.0
6	1	108.0
6	2	108.0
6	3	108.0
6	4	108.0
6	5	108.0
6	6	128.0
6	7	75.0
6	8	85.0
6	9	85.0
6	10	85.0
6	11	75.0
6	12	75.0
6	13	75.0
6	14	75.0
6	15	75.0
6	16	75.0
6	17	75.0
6	18	85.0
6	19	85.0
6	20	85.0
6	21	75.0
6	22	143.0
6	23	143.0
6	24	108.0
7	1	0.0
7	2	0.0
7	3	0.0
7	4	0.0
7	5	15.0
7	6	20.0
7	7	20.0
7	8	20.0
7	9	20.0
7	10	20.0
7	11	20.0
7	12	20.0
7	13	20.0
7	14	0.0
7	15	0.0
7	16	0.0
7	17	5.0
7	18	20.0
7	19	20.0
7	20	20.0
7	21	20.0
7	22	20.0
7	23	20.0
7	24	0.0
8	1	155.0
8	2	155.0
8	3	155.0
8	4	155.0
8	5	155.0
8	6	240.0
8	7	240.0
8	8	240.0
8	9	240.0
8	10	240.0
8	11	206.0
8	12	193.0
8	13	135.0
8	14	133.0
8	15	109.0
8	16	160.0
8	17	239.0
8	18	240.0
8	19	240.0
8	20	240.0
8	21	240.0
8	22	240.0
8	23	240.0
8	24	89.0
9	1	76.0
9	2	75.0
9	3	76.0
9	4	76.0
9	5	114.0
9	6	115.0
9	7	116.0
9	8	116.0
9	9	116.0
9	10	109.0
9	11	106.0
9	12	60.0
9	13	60.0
9	14	60.0
9	15	60.0
9	16	76.0
9	17	110.0
9	18	115.0
9	19	116.0
9	20	111.0
9	21	105.0
9	22	75.0
9	23	75.0
9	24	116.0
10	1	150.0
10	2	150.0
10	3	150.0
10	4	150.0
10	5	165.0
10	6	165.0
10	7	149.0
10	8	149.0
10	9	149.0
10	10	149.0
10	11	149.0
10	12	149.0
10	13	134.0
10	14	134.0
10	15	134.0
10	16	134.0
10	17	149.0
10	18	165.0
10	19	165.0
10	20	165.0
10	21	165.0
10	22	165.0
10	23	165.0
10	24	165.0
11	1	28.0
11	2	18.0
11	3	18.0
11	4	18.0
11	5	18.0
11	6	165.0
11	7	165.0
11	8	165.0
11	9	165.0
11	10	165.0
11	11	165.0
11	12	165.0
11	13	165.0
11	14	165.0
11	15	165.0
11	16	165.0
11	17	165.0
11	18	165.0
11	19	165.0
11	20	155.0
11	21	155.0
11	22	155.0
11	23	155.0
11	24	160.0
12	1	25.0
12	2	35.0
12	3	55.0
12	4	55.0
12	5	55.0
12	6	10.0
12	7	15.0
12	8	109.0
12	9	109.0
12	10	109.0
12	11	60.0
12	12	60.0
12	13	99.0
12	14	99.0
12	15	60.0
12	16	29.0
12	17	60.0
12	18	60.0
12	19	54.0
12	20	35.0
12	21	15.0
12	22	5.0
12	23	0.0
12	24	0.0
13	1	180.0
13	2	10.0
13	3	10.0
13	4	10.0
13	5	10.0
13	6	155.0
13	7	180.0
13	8	190.0
13	9	190.0
13	10	190.0
13	11	190.0
13	12	190.0
13	13	180.0
13	14	180.0
13	15	180.0
13	16	180.0
13	17	190.0
13	18	190.0
13	19	190.0
13	20	180.0
13	21	155.0
13	22	155.0
13	23	155.0
13	24	155.0
14	1	142.0
14	2	132.0
14	3	112.0
14	4	152.0
14	5	170.0
14	6	170.0
14	7	195.0
14	8	252.0
14	9	252.0
14	10	252.0
14	11	252.0
14	12	252.0
14	13	252.0
14	14	252.0
14	15	252.0
14	16	252.0
14	17	252.0
14	18	282.0
14	19	282.0
14	20	282.0
14	21	244.0
14	22	190.0
14	23	200.0
14	24	196.0
