Node	Time	CapacityUpPrice
1	1	2.0
1	2	2.0
1	3	2.0
1	4	2.0
1	5	6.0
1	6	13.0
1	7	19.0
1	8	25.0
1	9	15.5
1	10	12.5
1	11	9.0
1	12	7.5
1	13	5.0
1	14	5.0
1	15	6.0
1	16	10.0
1	17	13.5
1	18	22.0
1	19	31.0
1	20	30.0
1	21	27.0
1	22	24.5
1	23	15.5
1	24	4.5
2	1	5.0
2	2	4.8
2	3	5.0
2	4	5.0
2	5	5.0
2	6	8.8
2	7	10.4
2	8	14.0
2	9	19.2
2	10	29.6
2	11	27.0
2	12	27.2
2	13	25.6
2	14	29.0
2	15	47.2
2	16	65.6
2	17	72.0
2	18	72.0
2	19	79.41
2	20	78.0
2	21	58.0
2	22	44.8
2	23	19.2
2	24	14.0
3	1	2.0
3	2	2.0
3	3	2.0
3	4	2.0
3	5	7.0
3	6	22.0
3	7	59.0
3	8	59.0
3	9	59.0
3	10	27.39
3	11	25.25
3	12	26.25
3	13	12.0
3	14	10.0
3	15	10.0
3	16	15.0
3	17	26.0
3	18	28.0
3	19	38.0
3	20	36.0
3	21	37.0
3	22	24.0
3	23	10.0
3	24	3.0
4	1	4.0
4	2	4.0
4	3	4.0
4	4	4.0
4	5	4.0
4	6	7.5
4	7	22.5
4	8	28.0
4	9	28.5
4	10	18.0
4	11	12.0
4	12	8.5
4	13	8.5
4	14	6.5
4	15	8.5
4	16	14.0
4	17	35.5
4	18	25.62
4	19	27.0
4	20	12.5
4	21	6.0
4	22	5.0
4	23	4.0
4	24	6.5
5	1	3.5
5	2	3.5
5	3	3.5
5	4	3.5
5	5	5.0
5	6	15.0
5	7	80.0
5	8	80.0
5	9	60.0
5	10	22.0
5	11	12.0
5	12	13.0
5	13	5.0
5	14	4.5
5	15	4.5
5	16	6.0
5	17	12.0
5	18	27.0
5	19	37.0
5	20	20.0
5	21	14.04
5	22	12.0
5	23	9.0
5	24	2.0
6	1	2.0
6	2	2.0
6	3	2.0
6	4	2.0
6	5	3.0
6	6	5.0
6	7	13.0
6	8	29.26
6	9	33.0
6	10	22.72
6	11	17.0
6	12	14.0
6	13	9.5
6	14	11.0
6	15	11.0
6	16	16.0
6	17	17.5
6	18	33.0
6	19	27.5
6	20	29.5
6	21	18.5
6	22	10.0
6	23	6.5
6	24	4.0
