Node	Time	Res_CapacityUpVolume
1	1	73.0
1	2	73.0
1	3	73.0
1	4	73.0
1	5	73.0
1	6	73.0
1	7	73.0
1	8	73.0
1	9	70.0
1	10	50.0
1	11	73.0
1	12	50.0
1	13	73.0
1	14	73.0
1	15	73.0
1	16	73.0
1	17	73.0
1	18	73.0
1	19	88.0
1	20	88.0
1	21	88.0
1	22	88.0
1	23	88.0
1	24	0.0
2	1	42.0
2	2	50.0
2	3	50.0
2	4	50.0
2	5	50.0
2	6	42.0
2	7	50.0
2	8	50.0
2	9	50.0
2	10	50.0
2	11	50.0
2	12	50.0
2	13	50.0
2	14	50.0
2	15	50.0
2	16	20.0
2	17	30.0
2	18	60.0
2	19	60.0
2	20	40.0
2	21	20.0
2	22	20.0
2	23	20.0
2	24	20.0
3	1	152.0
3	2	152.0
3	3	152.0
3	4	152.0
3	5	152.0
3	6	215.0
3	7	215.0
3	8	202.0
3	9	52.0
3	10	10.0
3	11	10.0
3	12	10.0
3	13	10.0
3	14	52.0
3	15	52.0
3	16	102.0
3	17	102.0
3	18	215.0
3	19	215.0
3	20	231.0
3	21	231.0
3	22	231.0
3	23	215.0
3	24	140.0
4	1	0.0
4	2	0.0
4	3	0.0
4	4	0.0
4	5	0.0
4	6	0.0
4	7	228.0
4	8	228.0
4	9	228.0
4	10	158.0
4	11	25.0
4	12	25.0
4	13	25.0
4	14	25.0
4	15	25.0
4	16	25.0
4	17	25.0
4	18	227.0
4	19	228.0
4	20	228.0
4	21	190.0
4	22	143.0
4	23	0.0
4	24	25.0
5	1	0.0
5	2	0.0
5	3	0.0
5	4	0.0
5	5	15.0
5	6	95.0
5	7	148.0
5	8	148.0
5	9	148.0
5	10	95.0
5	11	20.0
5	12	20.0
5	13	75.0
5	14	0.0
5	15	0.0
5	16	0.0
5	17	20.0
5	18	148.0
5	19	148.0
5	20	148.0
5	21	148.0
5	22	148.0
5	23	87.0
5	24	0.0
6	1	0.0
6	2	0.0
6	3	0.0
6	4	0.0
6	5	79.0
6	6	139.0
6	7	97.0
6	8	97.0
6	9	139.0
6	10	85.0
6	11	25.0
6	12	25.0
6	13	0.0
6	14	0.0
6	15	0.0
6	16	0.0
6	17	25.0
6	18	85.0
6	19	85.0
6	20	139.0
6	21	139.0
6	22	25.0
6	23	25.0
6	24	0.0
7	1	0.0
7	2	0.0
7	3	0.0
7	4	0.0
7	5	25.0
7	6	83.0
7	7	228.0
7	8	228.0
7	9	223.0
7	10	181.0
7	11	25.0
7	12	0.0
7	13	0.0
7	14	0.0
7	15	0.0
7	16	25.0
7	17	25.0
7	18	228.0
7	19	228.0
7	20	228.0
7	21	228.0
7	22	79.0
7	23	25.0
7	24	25.0
8	1	30.0
8	2	30.0
8	3	30.0
8	4	30.0
8	5	30.0
8	6	30.0
8	7	30.0
8	8	30.0
8	9	30.0
8	10	30.0
8	11	30.0
8	12	30.0
8	13	30.0
8	14	30.0
8	15	30.0
8	16	30.0
8	17	30.0
8	18	30.0
8	19	30.0
8	20	30.0
8	21	30.0
8	22	30.0
8	23	30.0
8	24	30.0
9	1	143.0
9	2	143.0
9	3	143.0
9	4	143.0
9	5	20.0
9	6	95.0
9	7	148.0
9	8	81.0
9	9	20.0
9	10	95.0
9	11	148.0
9	12	133.0
9	13	133.0
9	14	128.0
9	15	133.0
9	16	148.0
9	17	148.0
9	18	148.0
9	19	148.0
9	20	148.0
9	21	95.0
9	22	20.0
9	23	30.0
9	24	171.0
10	1	96.0
10	2	96.0
10	3	96.0
10	4	96.0
