Node	Time	Res_CapacityUpVolume
1	1	131.0
1	2	131.0
1	3	131.0
1	4	131.0
1	5	131.0
1	6	146.0
1	7	146.0
1	8	146.0
1	9	146.0
1	10	146.0
1	11	146.0
1	12	146.0
1	13	131.0
1	14	131.0
1	15	131.0
1	16	131.0
1	17	146.0
1	18	146.0
1	19	146.0
1	20	146.0
1	21	146.0
1	22	146.0
1	23	136.0
1	24	190.0
2	1	76.0
2	2	51.0
2	3	51.0
2	4	51.0
2	5	51.0
2	6	51.0
2	7	51.0
2	8	244.0
2	9	244.0
2	10	244.0
2	11	244.0
2	12	244.0
2	13	244.0
2	14	244.0
2	15	244.0
2	16	244.0
2	17	244.0
2	18	244.0
2	19	244.0
2	20	244.0
2	21	244.0
2	22	219.0
2	23	162.0
2	24	162.0
3	1	183.0
3	2	183.0
3	3	183.0
3	4	183.0
3	5	183.0
3	6	198.0
3	7	198.0
3	8	198.0
3	9	198.0
3	10	198.0
3	11	198.0
3	12	198.0
3	13	198.0
3	14	183.0
3	15	183.0
3	16	183.0
3	17	183.0
3	18	198.0
3	19	198.0
3	20	198.0
3	21	198.0
3	22	198.0
3	23	183.0
3	24	183.0
4	1	0.0
4	2	0.0
4	3	0.0
4	4	0.0
4	5	25.0
4	6	25.0
4	7	85.0
4	8	85.0
4	9	85.0
4	10	25.0
4	11	25.0
4	12	25.0
4	13	0.0
4	14	0.0
4	15	0.0
4	16	0.0
4	17	25.0
4	18	85.0
4	19	85.0
4	20	85.0
4	21	85.0
4	22	85.0
4	23	25.0
4	24	25.0
5	1	153.0
5	2	153.0
5	3	128.0
5	4	128.0
5	5	128.0
5	6	128.0
5	7	250.0
5	8	250.0
5	9	250.0
5	10	250.0
5	11	250.0
5	12	250.0
5	13	250.0
5	14	250.0
5	15	250.0
5	16	250.0
5	17	250.0
5	18	250.0
5	19	250.0
5	20	250.0
5	21	225.0
5	22	225.0
5	23	171.0
5	24	163.0
6	1	50.0
6	2	0.0
6	3	50.0
6	4	0.0
6	5	0.0
6	6	0.0
6	7	10.0
6	8	100.0
6	9	100.0
6	10	40.0
6	11	10.0
6	12	0.0
6	13	0.0
6	14	0.0
6	15	0.0
6	16	0.0
6	17	10.0
6	18	89.0
6	19	100.0
6	20	99.0
6	21	30.0
6	22	0.0
6	23	0.0
6	24	0.0
7	1	195.0
7	2	195.0
7	3	195.0
7	4	195.0
7	5	195.0
7	6	195.0
7	7	195.0
7	8	195.0
7	9	195.0
7	10	195.0
7	11	195.0
7	12	195.0
7	13	195.0
7	14	195.0
7	15	195.0
7	16	195.0
7	17	195.0
7	18	195.0
7	19	195.0
7	20	195.0
7	21	195.0
7	22	195.0
7	23	195.0
7	24	195.0
8	1	105.0
8	2	105.0
8	3	90.0
8	4	90.0
8	5	48.0
8	6	25.0
8	7	110.0
8	8	110.0
8	9	110.0
8	10	110.0
8	11	110.0
8	12	110.0
8	13	110.0
8	14	110.0
8	15	110.0
8	16	110.0
8	17	110.0
8	18	110.0
8	19	110.0
8	20	110.0
8	21	75.0
8	22	25.0
8	23	25.0
8	24	95.0
9	1	130.0
9	2	160.0
9	3	160.0
9	4	170.0
9	5	185.0
9	6	195.0
9	7	195.0
9	8	195.0
9	9	195.0
9	10	195.0
9	11	195.0
9	12	195.0
9	13	195.0
9	14	170.0
9	15	170.0
9	16	170.0
9	17	170.0
9	18	195.0
9	19	195.0
9	20	195.0
9	21	195.0
9	22	195.0
9	23	195.0
9	24	195.0
10	1	143.0
10	2	143.0
10	3	143.0
10	4	143.0
10	5	148.0
10	6	148.0
10	7	148.0
10	8	148.0
10	9	148.0
10	10	148.0
10	11	148.0
10	12	133.0
10	13	133.0
10	14	128.0
10	15	133.0
10	16	148.0
10	17	148.0
10	18	148.0
10	19	148.0
10	20	148.0
10	21	148.0
10	22	148.0
10	23	143.0
10	24	143.0
11	1	35.0
11	2	35.0
11	3	35.0
11	4	35.0
11	5	35.0
11	6	51.0
11	7	51.0
11	8	51.0
11	9	55.0
11	10	55.0
11	11	10.0
11	12	23.0
11	13	10.0
11	14	10.0
11	15	89.0
11	16	89.0
11	17	89.0
11	18	89.0
11	19	89.0
11	20	64.0
11	21	35.0
11	22	35.0
11	23	35.0
11	24	35.0
12	1	0.0
12	2	0.0
12	3	0.0
12	4	0.0
12	5	25.0
12	6	134.0
12	7	134.0
12	8	134.0
12	9	25.0
12	10	25.0
12	11	25.0
12	12	0.0
12	13	0.0
12	14	0.0
12	15	0.0
12	16	25.0
12	17	134.0
12	18	134.0
12	19	106.0
12	20	25.0
12	21	25.0
12	22	25.0
12	23	25.0
12	24	25.0
13	1	35.0
13	2	35.0
13	3	21.0
13	4	26.0
13	5	57.0
13	6	64.0
13	7	89.0
13	8	132.0
13	9	248.0
13	10	121.0
13	11	248.0
13	12	248.0
13	13	248.0
13	14	248.0
13	15	126.0
13	16	248.0
13	17	230.0
13	18	225.0
13	19	25.0
13	20	25.0
13	21	0.0
13	22	0.0
13	23	0.0
13	24	25.0
14	1	20.0
14	2	20.0
14	3	20.0
14	4	20.0
14	5	30.0
14	6	90.0
14	7	225.0
14	8	225.0
14	9	215.0
14	10	133.0
14	11	95.0
14	12	60.0
14	13	60.0
14	14	60.0
14	15	60.0
14	16	70.0
14	17	106.0
14	18	160.0
14	19	216.0
14	20	196.0
14	21	169.0
14	22	169.0
14	23	144.0
14	24	25.0
