Node	Time	CapacityUpPrice
1	1	1.8
1	2	1.8
1	3	1.8
1	4	1.8
1	5	1.8
1	6	1.8
1	7	1.8
1	8	1.8
1	9	1.8
1	10	2.0
1	11	2.0
1	12	2.0
1	13	2.0
1	14	1.8
1	15	1.8
1	16	1.8
1	17	1.8
1	18	2.0
1	19	2.0
1	20	2.0
1	21	2.0
1	22	2.0
1	23	2.0
1	24	2.0
2	1	2.0
2	2	2.0
2	3	2.0
2	4	2.0
2	5	2.0
2	6	2.0
2	7	2.9
2	8	4.0
2	9	4.5
2	10	6.0
2	11	6.0
2	12	5.0
2	13	4.0
2	14	3.5
2	15	5.0
2	16	6.0
2	17	6.0
2	18	6.0
2	19	6.0
2	20	6.0
2	21	3.0
2	22	2.99
2	23	3.0
2	24	2.0
3	1	2.0
3	2	2.0
3	3	2.0
3	4	2.0
3	5	3.0
3	6	15.0
3	7	34.0
3	8	35.0
3	9	27.0
3	10	14.0
3	11	9.0
3	12	9.0
3	13	4.0
3	14	4.0
3	15	4.0
3	16	6.0
3	17	13.0
3	18	25.13
3	19	30.0
3	20	34.0
3	21	20.0
3	22	20.0
3	23	3.0
3	24	5.0
4	1	2.0
4	2	2.0
4	3	2.5
4	4	2.5
4	5	6.0
4	6	12.0
4	7	41.0
4	8	43.0
4	9	22.0
4	10	11.0
4	11	13.0
4	12	6.0
4	13	4.0
4	14	4.0
4	15	4.0
4	16	6.0
4	17	7.0
4	18	24.51
4	19	27.0
4	20	27.0
4	21	26.0
4	22	20.0
4	23	13.0
4	24	5.0
5	1	2.0
5	2	2.0
5	3	2.0
5	4	2.0
5	5	2.0
5	6	2.0
5	7	3.0
5	8	6.0
5	9	7.0
5	10	6.0
5	11	5.0
5	12	5.0
5	13	4.0
5	14	4.0
5	15	4.0
5	16	4.0
5	17	5.0
5	18	6.0
5	19	6.0
5	20	5.0
5	21	5.0
5	22	4.0
5	23	3.0
5	24	3.0
6	1	4.0
6	2	4.0
6	3	4.0
6	4	4.0
6	5	10.0
6	6	47.0
6	7	188.0
6	8	222.0
6	9	206.0
6	10	124.0
6	11	114.0
6	12	115.0
6	13	111.0
6	14	127.0
6	15	144.0
6	16	216.0
6	17	230.0
6	18	216.0
6	19	143.0
6	20	122.0
6	21	78.0
6	22	29.0
6	23	12.0
6	24	10.5
