Node	Time	ActivationDownPrice
3	1	-0.03
3	2	-0.06
3	3	-0.07
3	4	-0.05
3	5	0.09
3	6	1.95
3	7	3.68
3	8	-1.0
3	9	6.6
3	10	-2.0
3	11	-3.0
3	12	-4.0
3	13	-6.0
3	14	-6.0
3	15	-4.0
3	16	3.6
3	17	-1.0
3	18	0.0
3	19	0.5
3	20	-1.0
3	21	-2.0
3	22	-3.0
3	23	-6.0
3	24	-6.0
4	1	-1.0
4	2	-1.0
4	3	-1.0
4	4	-0.5
4	5	2.97
4	6	5.63
4	7	6.98
4	8	9.89
4	9	11.38
4	10	9.42
4	11	1.0
4	12	-0.5
4	13	-0.5
4	14	0.0
4	15	0.0
4	16	4.42
4	17	4.95
4	18	4.91
4	19	4.12
4	20	3.17
4	21	-1.0
4	22	-1.0
4	23	0.0
4	24	-0.01
5	1	59.0
5	2	58.0
5	3	58.0
5	4	55.0
5	5	55.0
5	6	59.0
5	7	61.5
5	8	95.06
5	9	87.39
5	10	60.0
5	11	50.0
5	12	45.0
5	13	45.0
5	14	40.0
5	15	40.0
5	16	40.0
5	17	46.0
5	18	53.0
5	19	61.0
5	20	58.0
5	21	59.0
5	22	53.0
5	23	47.0
5	24	50.0
6	1	71.41
6	2	71.23
6	3	65.5
6	4	65.0
6	5	68.89
6	6	74.08
6	7	84.25
6	8	110.0
6	9	80.15
6	10	80.55
6	11	97.79
6	12	91.87
6	13	89.38
6	14	90.98
6	15	77.0
6	16	77.0
6	17	77.0
6	18	105.53
6	19	97.0
6	20	86.06
6	21	83.2
6	22	80.61
6	23	75.6
6	24	65.98
7	1	8.0
7	2	8.0
7	3	6.5
7	4	6.5
7	5	7.0
7	6	13.0
7	7	15.83
7	8	17.99
7	9	18.93
7	10	16.33
7	11	4.0
7	12	-1.0
7	13	-1.5
7	14	-0.5
7	15	0.0
7	16	11.0
7	17	15.42
7	18	15.39
7	19	15.25
7	20	15.01
7	21	0.0
7	22	-1.0
7	23	-1.0
7	24	-1.0
8	1	-2.0
8	2	-2.0
8	3	-2.0
8	4	-2.0
8	5	-7.0
8	6	-4.0
8	7	-2.0
8	8	8.04
8	9	6.71
8	10	9.82
8	11	3.0
8	12	-4.0
8	13	-3.0
8	14	-3.0
8	15	-3.0
8	16	0.0
8	17	1.5
8	18	19.92
8	19	21.95
8	20	10.0
8	21	8.04
8	22	-2.5
8	23	-1.0
8	24	3.78
9	1	29.21
9	2	-10.0
9	3	-30.0
9	4	-30.0
9	5	-20.0
9	6	-3.0
9	7	30.01
9	8	29.5
9	9	29.38
9	10	25.94
9	11	6.36
9	12	2.48
9	13	0.01
9	14	0.02
9	15	7.68
9	16	29.03
9	17	29.86
9	18	31.78
9	19	33.97
9	20	33.97
9	21	32.5
9	22	32.49
9	23	31.17
9	24	32.49
10	1	3.89
10	2	3.8
10	3	3.79
10	4	3.99
10	5	4.14
10	6	2.5
10	7	2.0
10	8	2.0
10	9	3.5
10	10	7.71
10	11	2.0
10	12	2.0
10	13	2.0
10	14	1.0
10	15	1.0
10	16	6.0
10	17	6.57
10	18	3.0
10	19	2.5
10	20	5.06
10	21	3.59
10	22	1.0
10	23	1.0
10	24	-2.0
11	1	0.08
11	2	-1.0
11	3	0.0
11	4	8.0
11	5	25.25
11	6	33.35
11	7	38.03
11	8	41.32
11	9	41.51
11	10	38.65
11	11	29.0
11	12	29.0
11	13	29.0
11	14	28.5
11	15	28.5
11	16	40.0
11	17	49.92
11	18	52.83
11	19	54.88
11	20	47.77
11	21	44.99
11	22	41.89
11	23	36.36
11	24	40.03
12	1	47.5
12	2	42.44
12	3	43.51
12	4	44.43
12	5	48.22
12	6	50.86
12	7	51.85
12	8	53.83
12	9	54.26
12	10	53.68
12	11	53.03
12	12	52.34
12	13	52.38
12	14	51.93
12	15	51.9
12	16	52.28
12	17	53.42
12	18	54.93
12	19	55.07
12	20	55.06
12	21	55.03
12	22	54.93
12	23	54.79
12	24	54.32
13	1	35.0
13	2	33.0
13	3	32.0
13	4	33.0
13	5	32.0
13	6	32.0
13	7	40.0
13	8	53.28
13	9	52.49
13	10	49.53
13	11	40.0
13	12	38.5
13	13	36.0
13	14	36.0
13	15	36.0
13	16	36.0
13	17	39.5
13	18	41.0
13	19	53.47
13	20	47.73
13	21	41.5
13	22	37.0
13	23	35.0
13	24	37.5
14	1	50.0
14	2	50.0
14	3	50.0
14	4	51.0
14	5	51.0
14	6	51.0
14	7	56.5
14	8	57.5
14	9	55.86
14	10	54.0
14	11	49.0
14	12	48.5
14	13	48.5
14	14	47.0
14	15	48.5
14	16	53.26
14	17	60.42
14	18	72.33
14	19	72.33
14	20	62.78
14	21	60.89
14	22	59.24
14	23	58.24
14	24	49.0
