Node	Time	CapacityUpPrice
1	1	2.5
1	2	2.5
1	3	2.5
1	4	2.5
1	5	7.0
1	6	19.0
1	7	44.83
1	8	46.11
1	9	11.5
1	10	16.5
1	11	15.0
1	12	11.5
1	13	8.0
1	14	7.0
1	15	7.0
1	16	13.0
1	17	13.0
1	18	19.0
1	19	39.5
1	20	45.5
1	21	40.5
1	22	19.5
1	23	15.5
1	24	6.0
2	1	3.0
2	2	3.0
2	3	3.0
2	4	3.0
2	5	3.0
2	6	5.0
2	7	5.0
2	8	5.0
2	9	6.0
2	10	6.0
2	11	5.5
2	12	4.5
2	13	4.0
2	14	6.0
2	15	7.0
2	16	7.0
2	17	7.5
2	18	7.0
2	19	6.0
2	20	5.0
2	21	5.0
2	22	5.0
2	23	4.0
2	24	3.0
3	1	1.3
3	2	1.3
3	3	1.3
3	4	0.9
3	5	2.0
3	6	14.4
3	7	17.1
3	8	18.9
3	9	18.0
3	10	17.1
3	11	16.2
3	12	12.6
3	13	10.8
3	14	9.9
3	15	2.0
3	16	3.0
3	17	6.3
3	18	10.74
3	19	16.2
3	20	15.3
3	21	10.8
3	22	9.9
3	23	6.0
3	24	2.7
4	1	2.0
4	2	2.0
4	3	2.0
4	4	2.0
4	5	9.5
4	6	30.0
4	7	40.0
4	8	44.0
4	9	39.0
4	10	39.0
4	11	14.0
4	12	11.0
4	13	6.0
4	14	6.0
4	15	6.0
4	16	9.0
4	17	18.0
4	18	36.91
4	19	44.0
4	20	40.0
4	21	44.0
4	22	30.0
4	23	19.0
4	24	6.0
5	1	3.0
5	2	3.0
5	3	3.0
5	4	3.0
5	5	3.0
5	6	3.5
5	7	13.42
5	8	33.5
5	9	29.5
5	10	19.63
5	11	11.76
5	12	7.5
5	13	5.5
5	14	6.0
5	15	5.5
5	16	6.0
5	17	7.0
5	18	22.5
5	19	41.0
5	20	35.0
5	21	16.0
5	22	5.0
5	23	3.5
5	24	3.0
6	1	3.0
6	2	3.0
6	3	3.0
6	4	3.0
6	5	3.0
6	6	9.0
6	7	9.0
6	8	9.0
6	9	10.0
6	10	10.0
6	11	7.0
6	12	9.0
6	13	6.0
6	14	7.0
6	15	15.0
6	16	18.0
6	17	17.0
6	18	24.49
6	19	21.86
6	20	15.0
6	21	12.0
6	22	11.0
6	23	5.0
6	24	5.0
