Node	Time	Res_CapacityUpVolume
1	1	0.0
1	2	0.0
1	3	0.0
1	4	0.0
1	5	25.0
1	6	181.0
1	7	181.0
1	8	181.0
1	9	181.0
1	10	181.0
1	11	25.0
1	12	25.0
1	13	0.0
1	14	0.0
1	15	0.0
1	16	0.0
1	17	181.0
1	18	181.0
1	19	181.0
1	20	181.0
1	21	181.0
1	22	181.0
1	23	25.0
1	24	25.0
2	1	35.0
2	2	35.0
2	3	35.0
2	4	35.0
2	5	35.0
2	6	35.0
2	7	35.0
2	8	65.0
2	9	65.0
2	10	40.0
2	11	40.0
2	12	40.0
2	13	40.0
2	14	65.0
2	15	65.0
2	16	108.0
2	17	108.0
2	18	108.0
2	19	108.0
2	20	108.0
2	21	108.0
2	22	108.0
2	23	65.0
2	24	35.0
3	1	0.0
3	2	0.0
3	3	0.0
3	4	0.0
3	5	30.0
3	6	55.0
3	7	55.0
3	8	55.0
3	9	55.0
3	10	55.0
3	11	55.0
3	12	55.0
3	13	55.0
3	14	30.0
3	15	30.0
3	16	14.0
3	17	30.0
3	18	55.0
3	19	55.0
3	20	55.0
3	21	55.0
3	22	55.0
3	23	55.0
3	24	30.0
4	1	30.0
4	2	30.0
4	3	30.0
4	4	30.0
4	5	55.0
4	6	55.0
4	7	55.0
4	8	55.0
4	9	55.0
4	10	55.0
4	11	55.0
4	12	55.0
4	13	30.0
4	14	30.0
4	15	30.0
4	16	30.0
4	17	55.0
4	18	55.0
4	19	55.0
4	20	55.0
4	21	55.0
4	22	55.0
4	23	55.0
4	24	25.0
5	1	60.0
5	2	60.0
5	3	60.0
5	4	60.0
5	5	50.0
5	6	50.0
5	7	65.0
5	8	105.0
5	9	105.0
5	10	75.0
5	11	65.0
5	12	65.0
5	13	60.0
5	14	71.0
5	15	60.0
5	16	60.0
5	17	65.0
5	18	105.0
5	19	115.0
5	20	115.0
5	21	85.0
5	22	60.0
5	23	60.0
5	24	60.0
6	1	35.0
6	2	35.0
6	3	35.0
6	4	35.0
6	5	35.0
6	6	51.0
6	7	51.0
6	8	51.0
6	9	55.0
6	10	55.0
6	11	10.0
6	12	23.0
6	13	10.0
6	14	10.0
6	15	89.0
6	16	89.0
6	17	89.0
6	18	89.0
6	19	89.0
6	20	64.0
6	21	35.0
6	22	35.0
6	23	35.0
6	24	35.0
7	1	0.0
7	2	0.0
7	3	0.0
7	4	0.0
7	5	25.0
7	6	139.0
7	7	85.0
7	8	85.0
7	9	85.0
7	10	85.0
7	11	85.0
7	12	85.0
7	13	60.0
7	14	0.0
7	15	0.0
7	16	0.0
7	17	25.0
7	18	25.0
7	19	67.0
7	20	85.0
7	21	25.0
7	22	25.0
7	23	25.0
7	24	0.0
8	1	0.0
8	2	0.0
8	3	0.0
8	4	0.0
8	5	25.0
8	6	25.0
8	7	85.0
8	8	85.0
8	9	85.0
8	10	25.0
8	11	25.0
8	12	25.0
8	13	0.0
8	14	0.0
8	15	0.0
8	16	0.0
8	17	25.0
8	18	85.0
8	19	85.0
8	20	85.0
8	21	85.0
8	22	85.0
8	23	25.0
8	24	25.0
9	1	0.0
9	2	0.0
9	3	0.0
9	4	0.0
9	5	0.0
9	6	0.0
9	7	0.0
9	8	0.0
9	9	0.0
9	10	0.0
9	11	0.0
9	12	0.0
9	13	0.0
9	14	0.0
9	15	0.0
9	16	0.0
9	17	0.0
9	18	0.0
9	19	0.0
9	20	0.0
9	21	0.0
9	22	0.0
9	23	0.0
9	24	76.0
10	1	93.0
10	2	93.0
10	3	93.0
10	4	93.0
10	5	118.0
10	6	118.0
10	7	118.0
10	8	118.0
10	9	118.0
10	10	118.0
10	11	118.0
10	12	118.0
10	13	93.0
10	14	93.0
10	15	93.0
10	16	93.0
10	17	118.0
10	18	118.0
10	19	118.0
10	20	118.0
10	21	118.0
10	22	118.0
10	23	118.0
10	24	187.0
11	1	20.0
11	2	20.0
11	3	20.0
11	4	20.0
11	5	45.0
11	6	75.0
11	7	55.0
11	8	55.0
11	9	55.0
11	10	55.0
11	11	25.0
11	12	45.0
11	13	20.0
11	14	20.0
11	15	18.0
11	16	10.0
11	17	45.0
11	18	75.0
11	19	75.0
11	20	75.0
11	21	75.0
11	22	45.0
11	23	45.0
11	24	25.0
12	1	35.0
12	2	35.0
12	3	21.0
12	4	26.0
12	5	57.0
12	6	64.0
12	7	89.0
12	8	132.0
12	9	248.0
12	10	121.0
12	11	248.0
12	12	248.0
12	13	248.0
12	14	248.0
12	15	126.0
12	16	248.0
12	17	230.0
12	18	225.0
12	19	25.0
12	20	25.0
12	21	0.0
12	22	0.0
12	23	0.0
12	24	25.0
13	1	0.0
13	2	0.0
13	3	0.0
13	4	0.0
13	5	25.0
13	6	134.0
13	7	134.0
13	8	134.0
13	9	25.0
13	10	25.0
13	11	25.0
13	12	0.0
13	13	0.0
13	14	0.0
13	15	0.0
13	16	25.0
13	17	134.0
13	18	134.0
13	19	106.0
13	20	25.0
13	21	25.0
13	22	25.0
13	23	25.0
13	24	25.0
14	1	10.0
14	2	10.0
14	3	10.0
14	4	10.0
14	5	10.0
14	6	10.0
14	7	15.0
14	8	55.0
14	9	25.0
14	10	45.0
14	11	45.0
14	12	26.0
14	13	15.0
14	14	15.0
14	15	15.0
14	16	15.0
14	17	35.0
14	18	35.0
14	19	28.0
14	20	35.0
14	21	15.0
14	22	15.0
14	23	5.0
14	24	10.0
