Node	Time	ActivationUpPrice
3	1	-0.03
3	2	-0.06
3	3	-0.07
3	4	-0.05
3	5	0.09
3	6	1.95
3	7	3.68
3	8	6.05
3	9	9.97
3	10	4.41
3	11	4.1
3	12	3.96
3	13	1.18
3	14	2.28
3	15	3.08
3	16	3.6
3	17	4.18
3	18	4.58
3	19	4.21
3	20	3.31
3	21	2.52
3	22	1.11
3	23	0.15
3	24	-0.04
4	1	0.97
4	2	0.99
4	3	1.01
4	4	3.5
4	5	3.5
4	6	5.63
4	7	6.98
4	8	9.89
4	9	11.38
4	10	9.42
4	11	5.35
4	12	4.93
4	13	4.9
4	14	4.25
4	15	4.27
4	16	4.42
4	17	4.95
4	18	4.91
4	19	4.12
4	20	3.17
4	21	1.98
4	22	0.93
4	23	0.03
4	24	-0.01
5	1	66.11
5	2	64.89
5	3	64.87
5	4	64.01
5	5	64.24
5	6	65.03
5	7	76.0
5	8	96.0
5	9	89.0
5	10	74.0
5	11	59.37
5	12	55.78
5	13	54.17
5	14	52.8
5	15	51.98
5	16	52.72
5	17	58.11
5	18	63.2
5	19	75.94
5	20	77.44
5	21	68.85
5	22	63.29
5	23	63.02
5	24	59.89
6	1	83.7
6	2	86.5
6	3	80.0
6	4	69.12
6	5	68.89
6	6	74.08
6	7	85.0
6	8	110.0
6	9	133.15
6	10	113.55
6	11	117.0
6	12	115.0
6	13	213.411
6	14	90.98
6	15	94.9
6	16	94.38
6	17	115.0
6	18	115.0
6	19	97.0
6	20	86.06
6	21	83.2
6	22	85.0
6	23	80.0
6	24	76.0
7	1	13.62
7	2	13.06
7	3	12.74
7	4	12.93
7	5	13.05
7	6	14.42
7	7	16.5
7	8	29.0
7	9	29.0
7	10	29.0
7	11	16.0
7	12	14.01
7	13	12.48
7	14	14.53
7	15	15.01
7	16	15.06
7	17	17.0
7	18	17.0
7	19	17.0
7	20	17.0
7	21	14.98
7	22	14.74
7	23	14.01
7	24	5.18
8	1	0.07
8	2	0.0
8	3	0.0
8	4	0.45
8	5	2.24
8	6	3.52
8	7	6.66
8	8	8.04
8	9	6.71
8	10	9.82
8	11	8.5
8	12	4.97
8	13	5.42
8	14	5.66
8	15	6.04
8	16	7.22
8	17	9.03
8	18	19.92
8	19	21.95
8	20	10.0
8	21	8.04
8	22	6.03
8	23	4.98
8	24	3.78
9	1	29.21
9	2	28.93
9	3	28.82
9	4	28.85
9	5	28.89
9	6	29.72
9	7	30.01
9	8	33.98
9	9	29.38
9	10	32.0
9	11	32.0
9	12	2.48
9	13	0.01
9	14	0.02
9	15	7.68
9	16	38.0
9	17	37.0
9	18	44.0
9	19	56.0
9	20	56.0
9	21	50.0
9	22	44.0
9	23	40.0
9	24	32.49
10	1	9.0
10	2	9.0
10	3	9.0
10	4	9.0
10	5	4.14
10	6	5.18
10	7	7.48
10	8	8.91
10	9	8.97
10	10	7.71
10	11	6.97
10	12	7.39
10	13	5.78
10	14	5.33
10	15	5.1
10	16	6.15
10	17	6.57
10	18	7.0
10	19	6.54
10	20	5.06
10	21	3.59
10	22	3.25
10	23	3.05
10	24	1.18
11	1	0.08
11	2	0.05
11	3	0.02
11	4	8.0
11	5	25.25
11	6	33.35
11	7	38.03
11	8	41.32
11	9	41.51
11	10	38.65
11	11	36.04
11	12	36.0
11	13	36.03
11	14	36.01
11	15	39.71
11	16	43.56
11	17	53.0
11	18	53.0
11	19	55.0
11	20	54.88
11	21	54.0
11	22	46.9
11	23	36.36
11	24	43.0
12	1	56.0
12	2	52.5
12	3	52.5
12	4	52.5
12	5	48.22
12	6	50.86
12	7	51.85
12	8	64.0
12	9	64.0
12	10	62.0
12	11	53.03
12	12	52.34
12	13	52.38
12	14	51.93
12	15	51.9
12	16	52.28
12	17	53.42
12	18	65.0
12	19	65.0
12	20	55.06
12	21	55.03
12	22	54.93
12	23	54.79
12	24	54.32
13	1	35.25
13	2	35.17
13	3	35.46
13	4	38.4
13	5	41.46
13	6	44.22
13	7	49.93
13	8	53.28
13	9	52.49
13	10	49.53
13	11	46.33
13	12	45.35
13	13	44.39
13	14	44.4
13	15	45.03
13	16	46.27
13	17	48.63
13	18	51.34
13	19	53.47
13	20	47.73
13	21	44.96
13	22	44.1
13	23	42.37
13	24	43.67
14	1	58.49
14	2	58.81
14	3	58.7
14	4	58.8
14	5	58.99
14	6	59.88
14	7	60.92
14	8	93.58
14	9	99.78
14	10	82.2
14	11	63.72
14	12	59.92
14	13	59.25
14	14	59.21
14	15	59.6
14	16	59.87
14	17	60.42
14	18	72.33
14	19	72.33
14	20	62.78
14	21	60.89
14	22	59.24
14	23	58.24
14	24	57.87
