Node	Time	ActivationDownPrice
3	1	10.04
3	2	8.02
3	3	7.03
3	4	7.04
3	5	10.53
3	6	17.91
3	7	49.42
3	8	28.0
3	9	18.0
3	10	18.0
3	11	18.0
3	12	12.99
3	13	12.0
3	14	0.0
3	15	2.0
3	16	18.0
3	17	42.08
3	18	47.81
3	19	49.93
3	20	49.27
3	21	19.28
3	22	18.52
3	23	15.02
3	24	16.02
4	1	-2.0
4	2	1.6
4	3	1.01
4	4	1.25
4	5	-2.0
4	6	-2.0
4	7	4.32
4	8	5.73
4	9	4.06
4	10	1.22
4	11	0.01
4	12	-0.07
4	13	-0.8
4	14	-1.76
4	15	-0.81
4	16	0.32
4	17	2.64
4	18	-2.0
4	19	-2.5
4	20	-3.89
4	21	-2.0
4	22	0.5
4	23	4.92
4	24	2.11
5	1	52.63
5	2	51.95
5	3	51.11
5	4	50.6
5	5	46.0
5	6	45.0
5	7	46.0
5	8	48.0
5	9	49.0
5	10	46.0
5	11	46.0
5	12	44.0
5	13	43.0
5	14	26.11
5	15	41.0
5	16	43.038
5	17	48.0
5	18	50.0
5	19	53.0
5	20	50.0
5	21	55.99
5	22	55.14
5	23	54.45
5	24	52.46
6	1	11.04
6	2	9.07
6	3	6.76
6	4	5.0
6	5	1.0
6	6	5.0
6	7	28.91
6	8	36.0
6	9	33.0
6	10	26.5
6	11	32.5
6	12	32.5
6	13	34.0
6	14	35.0
6	15	35.0
6	16	35.0
6	17	32.0
6	18	32.0
6	19	32.0
6	20	30.0
6	21	30.0
6	22	30.5
6	23	23.0
6	24	23.0
7	1	32.0
7	2	34.42
7	3	34.83
7	4	14.79
7	5	14.0
7	6	38.44
7	7	41.12
7	8	41.2
7	9	38.86
7	10	35.51
7	11	37.4
7	12	33.52
7	13	27.0
7	14	22.28
7	15	22.28
7	16	30.16
7	17	42.86
7	18	50.69
7	19	55.01
7	20	36.0
7	21	36.0
7	22	32.0
7	23	32.0
7	24	31.0
8	1	32.0
8	2	33.0
8	3	30.29
8	4	31.68
8	5	35.0
8	6	39.58
8	7	72.05
8	8	107.41
8	9	82.1
8	10	60.18
8	11	46.95
8	12	40.56
8	13	34.0
8	14	31.5
8	15	31.5
8	16	33.0
8	17	37.0
8	18	104.71
8	19	134.97
8	20	47.98
8	21	41.02
8	22	39.64
8	23	36.72
8	24	35.52
9	1	-0.03
9	2	-0.06
9	3	-0.07
9	4	-0.05
9	5	0.09
9	6	1.95
9	7	3.68
9	8	-1.0
9	9	6.6
9	10	-2.0
9	11	-3.0
9	12	-4.0
9	13	-6.0
9	14	-6.0
9	15	-4.0
9	16	3.6
9	17	-1.0
9	18	0.0
9	19	0.5
9	20	-1.0
9	21	-2.0
9	22	-3.0
9	23	-6.0
9	24	-6.0
10	1	-0.06
10	2	-0.15
10	3	-0.22
10	4	-0.2
10	5	-0.08
10	6	0.01
10	7	2.01
10	8	-1.0
10	9	-4.0
10	10	-4.0
10	11	-3.0
10	12	-3.0
10	13	-1.0
10	14	-3.0
10	15	-3.0
10	16	0.22
10	17	3.03
10	18	3.12
10	19	3.04
10	20	0.0
10	21	0.0
10	22	-3.0
10	23	-3.0
10	24	1.01
11	1	86.52
11	2	84.07
11	3	84.04
11	4	83.42
11	5	83.63
11	6	82.45
11	7	82.74
11	8	96.89
11	9	136.9
11	10	126.35
11	11	114.88
11	12	105.97
11	13	98.82
11	14	91.49
11	15	109.41
11	16	119.96
11	17	122.06
11	18	139.19
11	19	135.66
11	20	128.06
11	21	116.28
11	22	100.52
11	23	89.46
11	24	85.04
12	1	-2.0
12	2	-2.0
12	3	-2.5
12	4	-2.5
12	5	-2.5
12	6	-2.5
12	7	-1.5
12	8	0.5
12	9	-1.0
12	10	-2.26
12	11	-2.0
12	12	-2.5
12	13	-2.5
12	14	-2.0
12	15	-2.0
12	16	0.5
12	17	0.5
12	18	26.98
12	19	29.14
12	20	32.98
12	21	32.19
12	22	22.05
12	23	11.98
12	24	9.42
13	1	58.94
13	2	57.98
13	3	48.0
13	4	48.0
13	5	55.74
13	6	56.46
13	7	57.66
13	8	59.0
13	9	50.0
13	10	50.0
13	11	45.0
13	12	46.0
13	13	45.99
13	14	44.61
13	15	40.96
13	16	42.47
13	17	46.46
13	18	52.46
13	19	55.13
13	20	50.0
13	21	44.0
13	22	40.22
13	23	42.0
13	24	45.0
14	1	38.0
14	2	33.56
14	3	32.03
14	4	32.29
14	5	20.0
14	6	20.0
14	7	49.18
14	8	62.04
14	9	65.67
14	10	66.8
14	11	71.08
14	12	73.54
14	13	78.16
14	14	78.87
14	15	79.24
14	16	79.96
14	17	81.46
14	18	80.92
14	19	74.95
14	20	66.77
14	21	64.92
14	22	64.43
14	23	62.61
14	24	59.16
