Node	Time	CapacityUpPrice
1	1	2.0
1	2	2.0
1	3	2.0
1	4	2.0
1	5	6.0
1	6	13.0
1	7	32.0
1	8	34.0
1	9	26.0
1	10	17.0
1	11	10.0
1	12	7.0
1	13	4.0
1	14	4.0
1	15	4.0
1	16	7.0
1	17	11.0
1	18	20.0
1	19	34.0
1	20	38.0
1	21	30.0
1	22	24.0
1	23	23.0
1	24	4.0
2	1	6.0
2	2	2.3
2	3	2.3
2	4	2.3
2	5	2.3
2	6	3.0
2	7	10.0
2	8	25.2
2	9	12.0
2	10	12.0
2	11	13.0
2	12	22.2
2	13	13.0
2	14	10.0
2	15	10.0
2	16	10.0
2	17	12.0
2	18	35.0
2	19	40.11
2	20	37.2
2	21	28.2
2	22	19.2
2	23	20.0
2	24	10.0
3	1	2.0
3	2	2.0
3	3	2.0
3	4	2.0
3	5	6.0
3	6	16.0
3	7	44.0
3	8	52.0
3	9	52.0
3	10	16.0
3	11	24.0
3	12	9.0
3	13	8.0
3	14	8.0
3	15	8.0
3	16	8.0
3	17	11.0
3	18	42.0
3	19	44.0
3	20	42.0
3	21	42.0
3	22	43.0
3	23	10.0
3	24	5.0
4	1	1.9
4	2	2.0
4	3	1.9
4	4	2.0
4	5	2.0
4	6	7.28
4	7	15.5
4	8	15.0
4	9	8.5
4	10	4.0
4	11	2.5
4	12	2.0
4	13	2.0
4	14	2.0
4	15	2.0
4	16	2.0
4	17	2.0
4	18	3.0
4	19	11.0
4	20	10.24
4	21	15.0
4	22	2.0
4	23	2.0
4	24	2.0
5	1	4.0
5	2	3.5
5	3	3.5
5	4	3.5
5	5	3.5
5	6	4.0
5	7	6.5
5	8	17.0
5	9	23.0
5	10	21.0
5	11	12.0
5	12	11.0
5	13	7.0
5	14	7.0
5	15	7.0
5	16	9.0
5	17	14.0
5	18	15.5
5	19	17.0
5	20	13.27
5	21	11.0
5	22	5.0
5	23	4.0
5	24	3.5
6	1	5.0
6	2	2.0
6	3	2.0
6	4	2.0
6	5	2.0
6	6	3.0
6	7	9.0
6	8	9.0
6	9	16.0
6	10	7.0
6	11	7.0
6	12	6.0
6	13	6.0
6	14	3.0
6	15	3.0
6	16	3.0
6	17	6.0
6	18	9.0
6	19	11.0
6	20	17.0
6	21	17.0
6	22	15.0
6	23	12.0
6	24	5.0
