Node	Time	ActivationUpPrice
3	1	10.04
3	2	8.02
3	3	7.03
3	4	7.04
3	5	10.53
3	6	17.91
3	7	49.42
3	8	53.39
3	9	48.08
3	10	42.6
3	11	19.99
3	12	12.99
3	13	12.02
3	14	12.68
3	15	14.87
3	16	23.0
3	17	44.0
3	18	47.81
3	19	49.93
3	20	49.27
3	21	19.28
3	22	18.52
3	23	15.02
3	24	16.02
4	1	2.04
4	2	1.6
4	3	1.01
4	4	1.25
4	5	0.8
4	6	2.18
4	7	11.0
4	8	12.5
4	9	10.0
4	10	1.22
4	11	6.0
4	12	5.5
4	13	5.5
4	14	-1.76
4	15	-0.81
4	16	5.0
4	17	7.5
4	18	5.83
4	19	5.0
4	20	4.96
4	21	6.11
4	22	6.13
4	23	4.92
4	24	4.0
5	1	52.63
5	2	51.95
5	3	51.11
5	4	50.6
5	5	51.97
5	6	53.07
5	7	54.96
5	8	56.24
5	9	57.92
5	10	56.22
5	11	53.98
5	12	51.33
5	13	51.2
5	14	50.47
5	15	52.07
5	16	54.26
5	17	55.26
5	18	58.37
5	19	59.64
5	20	58.25
5	21	55.99
5	22	55.14
5	23	54.45
5	24	52.46
6	1	11.04
6	2	9.07
6	3	6.76
6	4	7.54
6	5	9.13
6	6	14.19
6	7	33.0
6	8	40.94
6	9	44.99
6	10	44.88
6	11	42.43
6	12	41.48
6	13	42.11
6	14	43.76
6	15	43.77
6	16	43.6
6	17	43.84
6	18	44.55
6	19	43.77
6	20	43.59
6	21	42.64
6	22	42.56
6	23	42.07
6	24	41.61
7	1	35.11
7	2	34.42
7	3	34.83
7	4	33.29
7	5	34.19
7	6	45.0
7	7	44.23
7	8	45.0
7	9	47.0
7	10	50.0
7	11	50.0
7	12	47.0
7	13	39.18
7	14	38.84
7	15	39.16
7	16	42.0
7	17	42.86
7	18	50.69
7	19	57.0
7	20	57.5
7	21	55.93
7	22	47.0
7	23	44.4
7	24	36.69
8	1	35.19
8	2	35.05
8	3	34.99
8	4	34.4
8	5	35.0
8	6	39.58
8	7	72.05
8	8	107.41
8	9	82.1
8	10	60.18
8	11	46.95
8	12	40.56
8	13	38.79
8	14	40.35
8	15	44.82
8	16	52.34
8	17	80.1
8	18	104.71
8	19	134.97
8	20	47.98
8	21	42.85
8	22	42.5
8	23	47.39
8	24	45.0
9	1	-0.03
9	2	-0.06
9	3	-0.07
9	4	-0.05
9	5	0.09
9	6	1.95
9	7	3.68
9	8	6.05
9	9	9.97
9	10	4.41
9	11	4.1
9	12	3.96
9	13	1.18
9	14	2.28
9	15	3.08
9	16	3.6
9	17	4.18
9	18	4.58
9	19	4.21
9	20	3.31
9	21	2.52
9	22	1.11
9	23	0.15
9	24	-0.04
10	1	10.0
10	2	7.0
10	3	7.0
10	4	2.5
10	5	2.5
10	6	5.0
10	7	6.5
10	8	2.43
10	9	2.17
10	10	2.08
10	11	1.19
10	12	0.04
10	13	-0.07
10	14	-0.16
10	15	2.5
10	16	10.0
10	17	9.0
10	18	9.0
10	19	9.0
10	20	3.0
10	21	2.03
10	22	1.07
10	23	1.97
10	24	1.01
11	1	90.0
11	2	90.0
11	3	90.0
11	4	90.0
11	5	90.0
11	6	90.0
11	7	90.0
11	8	111.0
11	9	200.0
11	10	469.35
11	11	157.0
11	12	125.0
11	13	120.0
11	14	105.0
11	15	109.41
11	16	123.0
11	17	125.0
11	18	141.0
11	19	136.0
11	20	130.0
11	21	129.0
11	22	110.16
11	23	101.0
11	24	85.04
12	1	1.23
12	2	1.19
12	3	1.0
12	4	1.02
12	5	1.15
12	6	2.23
12	7	3.16
12	8	6.24
12	9	17.08
12	10	8.67
12	11	6.35
12	12	6.19
12	13	10.99
12	14	12.17
12	15	11.95
12	16	8.39
12	17	27.06
12	18	26.98
12	19	29.14
12	20	32.98
12	21	32.19
12	22	22.05
12	23	11.98
12	24	9.42
13	1	58.94
13	2	57.98
13	3	57.66
13	4	58.0
13	5	58.0
13	6	58.0
13	7	58.0
13	8	59.0
13	9	57.73
13	10	56.28
13	11	54.03
13	12	49.91
13	13	56.0
13	14	59.0
13	15	51.0
13	16	52.0
13	17	58.14
13	18	55.0
13	19	55.13
13	20	56.92
13	21	54.84
13	22	51.52
13	23	45.0
13	24	45.0
14	1	38.0
14	2	33.56
14	3	32.03
14	4	32.29
14	5	36.7
14	6	41.72
14	7	49.18
14	8	62.04
14	9	65.67
14	10	73.0
14	11	84.5
14	12	85.0
14	13	90.16
14	14	90.87
14	15	82.0
14	16	88.0
14	17	88.0
14	18	88.08
14	19	80.11
14	20	66.77
14	21	70.0
14	22	70.0
14	23	72.5
14	24	69.0
