Node	Time	ActivationDownPrice
3	1	28.0
3	2	26.6
3	3	23.81
3	4	23.81
3	5	27.93
3	6	26.5
3	7	18.0
3	8	38.09
3	9	33.28
3	10	20.36
3	11	16.0
3	12	16.0
3	13	16.21
3	14	15.07
3	15	27.87
3	16	29.89
3	17	32.41
3	18	32.51
3	19	32.08
3	20	31.67
3	21	32.16
3	22	3.0
3	23	-1.5
3	24	0.0
4	1	19.0
4	2	20.15
4	3	20.03
4	4	20.17
4	5	19.0
4	6	13.4
4	7	20.0
4	8	21.0
4	9	23.0
4	10	23.46
4	11	23.96
4	12	23.97
4	13	16.0
4	14	2.0
4	15	2.0
4	16	18.0
4	17	19.0
4	18	20.5
4	19	24.94
4	20	24.98
4	21	24.97
4	22	23.59
4	23	22.75
4	24	26.4
5	1	26.8
5	2	26.5
5	3	25.5
5	4	27.78
5	5	27.37
5	6	19.5
5	7	18.5
5	8	21.0
5	9	28.0
5	10	30.02
5	11	31.64
5	12	30.69
5	13	23.95
5	14	12.28
5	15	24.95
5	16	19.0
5	17	19.0
5	18	16.0
5	19	16.0
5	20	18.0
5	21	20.0
5	22	20.0
5	23	28.0
5	24	22.5
6	1	22.83
6	2	21.54
6	3	21.07
6	4	21.0
6	5	20.82
6	6	20.09
6	7	20.84
6	8	23.16
6	9	28.07
6	10	21.49
6	11	0.74
6	12	-0.02
6	13	-1.26
6	14	-2.71
6	15	-0.01
6	16	18.85
6	17	21.95
6	18	22.01
6	19	28.63
6	20	28.88
6	21	25.79
6	22	21.33
6	23	21.66
6	24	26.09
7	1	68.98
7	2	68.03
7	3	68.53
7	4	68.66
7	5	69.56
7	6	67.67
7	7	67.35
7	8	61.0
7	9	59.02
7	10	50.98
7	11	44.01
7	12	43.42
7	13	42.64
7	14	43.05
7	15	45.12
7	16	52.72
7	17	61.47
7	18	63.77
7	19	69.67
7	20	68.3
7	21	65.2
7	22	60.0
7	23	56.0
7	24	48.0
8	1	29.25
8	2	29.03
8	3	29.02
8	4	28.82
8	5	28.73
8	6	29.02
8	7	25.0
8	8	27.0
8	9	32.46
8	10	29.39
8	11	21.26
8	12	15.84
8	13	13.59
8	14	14.05
8	15	19.11
8	16	23.82
8	17	29.3
8	18	32.01
8	19	31.9
8	20	31.81
8	21	31.72
8	22	31.74
8	23	32.01
8	24	29.94
9	1	35.5
9	2	32.0
9	3	30.0
9	4	27.0
9	5	22.79
9	6	31.0
9	7	44.4
9	8	49.21
9	9	38.0
9	10	37.5
9	11	33.0
9	12	21.0
9	13	21.0
9	14	0.0
9	15	3.71
9	16	5.0
9	17	9.0
9	18	33.0
9	19	33.0
9	20	43.0
9	21	40.0
9	22	34.0
9	23	30.0
9	24	33.23
10	1	35.17
10	2	35.0
10	3	34.82
10	4	34.79
10	5	31.5
10	6	31.5
10	7	37.16
10	8	37.95
10	9	37.91
10	10	36.21
10	11	35.58
10	12	35.33
10	13	34.59
10	14	33.92
10	15	32.59
10	16	33.44
10	17	35.15
10	18	35.09
10	19	35.82
10	20	37.54
10	21	36.98
10	22	37.76
10	23	36.18
10	24	36.12
11	1	35.05
11	2	35.08
11	3	34.0
11	4	33.0
11	5	33.0
11	6	39.53
11	7	48.91
11	8	92.99
11	9	75.38
11	10	59.97
11	11	42.89
11	12	42.48
11	13	39.83
11	14	39.26
11	15	38.5
11	16	37.72
11	17	39.02
11	18	39.66
11	19	39.65
11	20	39.18
11	21	37.24
11	22	32.5
11	23	31.0
11	24	31.5
12	1	22.83
12	2	21.54
12	3	21.07
12	4	21.0
12	5	20.82
12	6	20.09
12	7	20.84
12	8	23.16
12	9	28.07
12	10	21.49
12	11	0.74
12	12	-0.02
12	13	-1.26
12	14	-2.71
12	15	-0.01
12	16	18.85
12	17	21.95
12	18	22.01
