Node	Time	ActivationUpPrice
3	1	1.06
3	2	1.01
3	3	1.01
3	4	1.01
3	5	1.11
3	6	2.23
3	7	17.0
3	8	23.97
3	9	30.0
3	10	22.49
3	11	7.86
3	12	5.5
3	13	0.0
3	14	-0.07
3	15	-0.01
3	16	1.4
3	17	3.96
3	18	8.58
3	19	7.4
3	20	5.38
3	21	5.37
3	22	5.74
3	23	5.21
3	24	3.18
4	1	43.57
4	2	42.0
4	3	40.82
4	4	39.98
4	5	40.0
4	6	41.29
4	7	54.0
4	8	64.09
4	9	61.87
4	10	42.16
4	11	25.74
4	12	20.09
4	13	4.98
4	14	0.81
4	15	0.43
4	16	27.32
4	17	39.4
4	18	43.54
4	19	45.55
4	20	48.09
4	21	49.0
4	22	49.0
4	23	49.0
4	24	50.0
5	1	44.0
5	2	44.0
5	3	42.0
5	4	40.0
5	5	40.0
5	6	33.0
5	7	31.58
5	8	45.0
5	9	54.0
5	10	50.0
5	11	50.0
5	12	45.0
5	13	45.0
5	14	45.0
5	15	53.0
5	16	55.0
5	17	57.0
5	18	70.0
5	19	46.0
5	20	45.0
5	21	45.0
5	22	43.0
5	23	43.0
5	24	40.0
6	1	6.21
6	2	6.03
6	3	5.67
6	4	5.64
6	5	5.62
6	6	5.64
6	7	6.07
6	8	8.0
6	9	8.33
6	10	10.0
6	11	10.0
6	12	6.57
6	13	6.33
6	14	6.0
6	15	6.37
6	16	6.47
6	17	10.0
6	18	10.0
6	19	17.87
6	20	17.46
6	21	11.21
6	22	11.03
6	23	9.93
6	24	10.0
7	1	41.05
7	2	40.81
7	3	40.54
7	4	40.46
7	5	40.42
7	6	49.81
7	7	111.57
7	8	100.68
7	9	67.87
7	10	51.3
7	11	45.67
7	12	40.94
7	13	39.46
7	14	38.73
7	15	41.4
7	16	44.39
7	17	44.9
7	18	46.21
7	19	46.81
7	20	47.71
7	21	45.91
7	22	44.73
7	23	46.0
7	24	45.0
8	1	35.11
8	2	34.42
8	3	34.83
8	4	33.29
8	5	34.19
8	6	45.0
8	7	44.23
8	8	45.0
8	9	47.0
8	10	50.0
8	11	50.0
8	12	47.0
8	13	39.18
8	14	38.84
8	15	39.16
8	16	42.0
8	17	42.86
8	18	50.69
8	19	57.0
8	20	57.5
8	21	55.93
8	22	47.0
8	23	44.4
8	24	36.69
9	1	-0.02
9	2	-0.33
9	3	-1.0
9	4	-0.92
9	5	-0.43
9	6	-0.05
9	7	-0.01
9	8	-0.06
9	9	1.0
9	10	1.0
9	11	1.0
9	12	-15.5
9	13	-20.01
9	14	-19.83
9	15	-10.15
9	16	2.0
9	17	1.0
9	18	1.01
9	19	1.01
9	20	1.15
9	21	5.0
9	22	5.0
9	23	0.99
9	24	1.0
10	1	62.44
10	2	62.69
10	3	63.03
10	4	63.81
10	5	63.03
10	6	67.9
10	7	150.34
10	8	127.13
10	9	97.89
10	10	87.02
10	11	74.58
10	12	64.15
10	13	64.71
10	14	62.63
10	15	61.49
10	16	63.15
10	17	64.97
10	18	66.47
10	19	77.04
10	20	74.98
10	21	69.05
10	22	63.98
10	23	61.09
10	24	61.23
11	1	67.0
11	2	58.39
11	3	59.0
11	4	59.0
11	5	59.0
11	6	59.0
11	7	62.7
11	8	74.0
11	9	74.0
11	10	74.0
11	11	74.0
11	12	74.0
11	13	66.397
11	14	71.0
11	15	73.0
11	16	78.0
11	17	84.0
11	18	91.0
11	19	91.0
11	20	91.0
11	21	85.0
11	22	69.2
11	23	75.0
11	24	73.78
12	1	34.72
12	2	35.09
12	3	35.88
12	4	35.91
12	5	36.76
12	6	41.32
12	7	46.44
12	8	49.0
12	9	46.44
12	10	54.0
12	11	55.0
12	12	47.0
12	13	41.59
12	14	40.13
12	15	39.97
12	16	40.97
12	17	43.94
12	18	43.72
12	19	43.58
12	20	43.12
12	21	43.09
12	22	42.77
12	23	42.11
12	24	37.93
13	1	59.0
13	2	59.0
13	3	61.0
13	4	61.0
13	5	61.0
13	6	59.34
13	7	103.19
13	8	169.73
13	9	232.44
13	10	197.18
13	11	166.09
13	12	155.15
13	13	105.24
13	14	129.55
13	15	102.98
13	16	105.24
13	17	104.28
13	18	90.32
13	19	85.99
13	20	65.81
13	21	72.56
13	22	74.7
13	23	86.52
13	24	58.74
14	1	37.34
14	2	37.04
14	3	36.8
14	4	36.92
14	5	36.97
14	6	37.55
14	7	49.0
14	8	108.0
14	9	174.0
14	10	147.83
14	11	142.24
14	12	120.77
14	13	101.69
14	14	60.72
14	15	69.79
14	16	60.77
14	17	70.26
14	18	59.25
14	19	62.58
14	20	48.26
14	21	50.0
14	22	51.0
14	23	50.0
14	24	37.52
