Node	Time	Spot_Price
3	1	35.0
3	2	34.93
3	3	34.93
3	4	34.91
3	5	34.91
3	6	35.18
3	7	35.62
3	8	35.98
3	9	35.97
3	10	35.93
3	11	35.99
3	12	35.87
3	13	35.7
3	14	35.62
3	15	35.59
3	16	35.79
3	17	35.51
3	18	35.51
3	19	35.42
3	20	35.27
3	21	35.19
3	22	34.94
3	23	34.72
3	24	32.76
4	1	36.84
4	2	36.5
4	3	36.22
4	4	36.09
4	5	36.12
4	6	36.41
4	7	41.2
4	8	69.31
4	9	60.02
4	10	53.79
4	11	53.72
4	12	53.74
4	13	45.86
4	14	41.98
4	15	40.73
4	16	41.05
4	17	41.75
4	18	41.99
4	19	41.96
4	20	41.72
4	21	41.0
4	22	40.52
4	23	37.97
4	24	39.22
5	1	86.53
5	2	83.3
5	3	81.25
5	4	79.84
5	5	79.98
5	6	81.8
5	7	86.66
5	8	111.86
5	9	136.38
5	10	130.78
5	11	118.22
5	12	111.41
5	13	103.67
5	14	99.88
5	15	101.3
5	16	106.81
5	17	116.52
5	18	123.8
5	19	122.35
5	20	116.01
5	21	104.03
5	22	88.77
5	23	82.83
5	24	80.1
6	1	40.54
6	2	40.39
6	3	40.37
6	4	40.33
6	5	40.84
6	6	42.0
6	7	47.94
6	8	68.85
6	9	82.37
6	10	51.45
6	11	47.8
6	12	42.96
6	13	42.0
6	14	41.99
6	15	42.03
6	16	42.9
6	17	42.06
6	18	42.52
6	19	42.99
6	20	42.58
6	21	42.0
6	22	41.71
6	23	41.13
6	24	40.27
7	1	28.0
7	2	26.6
7	3	27.31
7	4	27.46
7	5	27.93
7	6	31.36
7	7	36.45
7	8	38.09
7	9	33.28
7	10	31.32
7	11	29.67
7	12	21.98
7	13	16.21
7	14	15.07
7	15	27.87
7	16	29.89
7	17	32.41
7	18	32.51
7	19	32.08
7	20	31.67
7	21	32.16
7	22	32.18
7	23	30.82
7	24	32.53
8	1	33.93
8	2	33.44
8	3	33.22
8	4	33.12
8	5	33.25
8	6	38.29
8	7	45.69
8	8	47.09
8	9	45.25
8	10	42.91
8	11	33.6
8	12	25.11
8	13	20.12
8	14	25.0
8	15	35.51
8	16	44.33
8	17	42.52
8	18	45.5
8	19	45.56
8	20	43.12
8	21	45.48
8	22	43.32
8	23	38.25
8	24	39.12
9	1	19.92
9	2	19.08
9	3	18.92
9	4	18.8
9	5	18.92
9	6	19.17
9	7	20.07
9	8	20.85
9	9	20.8
9	10	20.22
9	11	19.56
9	12	19.51
9	13	19.11
9	14	19.12
9	15	19.23
9	16	19.29
9	17	20.4
9	18	20.74
9	19	20.93
9	20	21.06
9	21	20.58
9	22	20.3
9	23	19.55
9	24	20.04
10	1	21.94
10	2	21.78
10	3	21.77
10	4	21.72
10	5	23.58
10	6	24.99
10	7	25.96
10	8	27.32
10	9	27.62
10	10	27.92
10	11	27.67
10	12	27.6
10	13	27.01
10	14	26.51
10	15	25.88
10	16	26.0
10	17	26.0
10	18	26.65
10	19	26.0
10	20	25.75
10	21	25.2
10	22	24.58
10	23	24.48
10	24	21.62
11	1	29.98
11	2	19.46
11	3	16.99
11	4	16.99
11	5	16.99
11	6	17.0
11	7	26.21
11	8	42.25
11	9	42.59
11	10	44.0
11	11	36.65
11	12	19.43
11	13	17.0
11	14	20.27
11	15	44.27
11	16	49.14
11	17	54.16
11	18	56.02
11	19	57.71
11	20	58.4
11	21	58.63
11	22	58.05
11	23	57.78
11	24	57.39
12	1	55.98
12	2	55.0
12	3	53.87
12	4	50.3
12	5	51.75
12	6	54.93
12	7	55.12
12	8	65.1
12	9	79.23
12	10	71.54
12	11	64.59
12	12	62.52
12	13	56.61
12	14	56.33
12	15	58.98
12	16	59.35
12	17	62.45
12	18	74.61
12	19	82.67
12	20	78.5
12	21	69.98
12	22	63.65
12	23	59.95
12	24	58.88
13	1	37.07
13	2	32.73
13	3	31.18
13	4	30.39
13	5	31.63
13	6	41.14
13	7	46.46
13	8	61.73
13	9	69.51
13	10	74.8
13	11	96.95
13	12	64.65
13	13	62.0
13	14	54.92
13	15	61.01
13	16	63.01
13	17	75.26
13	18	138.1
13	19	131.72
13	20	124.0
13	21	109.49
13	22	102.15
13	23	90.6
13	24	51.21
14	1	53.96
14	2	50.25
14	3	46.98
14	4	44.72
14	5	45.8
14	6	46.89
14	7	57.75
14	8	94.68
14	9	182.56
14	10	158.94
14	11	138.51
14	12	120.06
14	13	115.35
14	14	114.31
14	15	122.5
14	16	122.34
14	17	88.63
14	18	95.5
14	19	96.26
14	20	53.16
14	21	51.57
14	22	51.8
14	23	47.74
14	24	44.27
