Node	Time	Res_CapacityDownVolume
1	1	441.0
1	2	441.0
1	3	441.0
1	4	441.0
1	5	441.0
1	6	400.0
1	7	250.0
1	8	250.0
1	9	250.0
1	10	250.0
1	11	250.0
1	12	334.0
1	13	349.0
1	14	375.0
1	15	334.0
1	16	150.0
1	17	200.0
1	18	200.0
1	19	300.0
1	20	300.0
1	21	300.0
1	22	300.0
1	23	350.0
1	24	450.0
2	1	176.0
2	2	176.0
2	3	176.0
2	4	176.0
2	5	176.0
2	6	176.0
2	7	176.0
2	8	176.0
2	9	176.0
2	10	176.0
2	11	176.0
2	12	176.0
2	13	176.0
2	14	176.0
2	15	150.0
2	16	150.0
2	17	150.0
2	18	150.0
2	19	176.0
2	20	70.0
2	21	70.0
2	22	120.0
2	23	176.0
2	24	181.0
3	1	230.0
3	2	230.0
3	3	230.0
3	4	230.0
3	5	230.0
3	6	230.0
3	7	250.0
3	8	250.0
3	9	250.0
3	10	250.0
3	11	290.0
3	12	290.0
3	13	290.0
3	14	290.0
3	15	290.0
3	16	200.0
3	17	200.0
3	18	200.0
3	19	230.0
3	20	230.0
3	21	230.0
3	22	230.0
3	23	230.0
3	24	230.0
4	1	453.0
4	2	523.0
4	3	523.0
4	4	503.0
4	5	453.0
4	6	400.0
4	7	250.0
4	8	200.0
4	9	250.0
4	10	250.0
4	11	300.0
4	12	523.0
4	13	523.0
4	14	523.0
4	15	523.0
4	16	200.0
4	17	200.0
4	18	200.0
4	19	300.0
4	20	300.0
4	21	300.0
4	22	300.0
4	23	350.0
4	24	450.0
5	1	185.0
5	2	185.0
5	3	185.0
5	4	185.0
5	5	185.0
5	6	185.0
5	7	185.0
5	8	185.0
5	9	185.0
5	10	185.0
5	11	185.0
5	12	185.0
5	13	185.0
5	14	98.0
5	15	98.0
5	16	65.0
5	17	98.0
5	18	98.0
5	19	98.0
5	20	98.0
5	21	98.0
5	22	131.0
5	23	131.0
5	24	185.0
6	1	300.0
6	2	300.0
6	3	300.0
6	4	290.0
6	5	350.0
6	6	290.0
6	7	250.0
6	8	250.0
6	9	250.0
6	10	250.0
6	11	310.0
6	12	410.0
6	13	410.0
6	14	410.0
6	15	350.0
6	16	210.0
6	17	160.0
6	18	160.0
6	19	260.0
6	20	290.0
6	21	290.0
6	22	290.0
6	23	350.0
6	24	400.0
7	1	270.0
7	2	270.0
7	3	270.0
7	4	270.0
7	5	270.0
7	6	290.0
7	7	250.0
7	8	250.0
7	9	250.0
7	10	250.0
7	11	270.0
7	12	270.0
7	13	270.0
7	14	270.0
7	15	270.0
7	16	216.0
7	17	200.0
7	18	200.0
7	19	290.0
7	20	290.0
7	21	290.0
7	22	290.0
7	23	270.0
7	24	270.0
8	1	292.0
8	2	292.0
8	3	292.0
8	4	292.0
8	5	292.0
8	6	292.0
8	7	250.0
8	8	250.0
8	9	250.0
8	10	250.0
8	11	287.0
8	12	292.0
8	13	292.0
8	14	292.0
8	15	292.0
8	16	250.0
8	17	200.0
8	18	200.0
8	19	292.0
8	20	292.0
8	21	292.0
8	22	292.0
8	23	292.0
8	24	392.0
9	1	450.0
9	2	500.0
9	3	486.0
9	4	488.0
9	5	450.0
9	6	400.0
9	7	250.0
9	8	250.0
9	9	250.0
9	10	250.0
9	11	300.0
9	12	500.0
9	13	534.0
9	14	534.0
9	15	500.0
9	16	200.0
9	17	200.0
9	18	200.0
9	19	300.0
9	20	300.0
9	21	300.0
9	22	300.0
9	23	350.0
9	24	500.0
10	1	255.0
10	2	255.0
10	3	255.0
10	4	255.0
10	5	255.0
10	6	255.0
10	7	250.0
10	8	250.0
10	9	250.0
10	10	165.0
10	11	165.0
10	12	255.0
10	13	255.0
10	14	255.0
10	15	255.0
10	16	165.0
10	17	200.0
10	18	200.0
10	19	255.0
10	20	255.0
10	21	255.0
10	22	255.0
10	23	235.0
10	24	281.0
11	1	50.0
11	2	50.0
11	3	50.0
11	4	79.0
11	5	79.0
11	6	79.0
11	7	79.0
11	8	79.0
11	9	79.0
11	10	79.0
11	11	79.0
11	12	79.0
11	13	79.0
11	14	79.0
11	15	79.0
11	16	79.0
11	17	79.0
11	18	79.0
11	19	50.0
11	20	50.0
11	21	50.0
11	22	50.0
11	23	50.0
11	24	50.0
12	1	25.0
12	2	31.0
12	3	31.0
12	4	31.0
12	5	31.0
12	6	31.0
12	7	31.0
12	8	31.0
12	9	31.0
12	10	31.0
12	11	31.0
12	12	31.0
12	13	31.0
12	14	31.0
12	15	31.0
12	16	31.0
12	17	31.0
12	18	31.0
12	19	31.0
12	20	25.0
12	21	25.0
12	22	25.0
12	23	25.0
12	24	25.0
13	1	251.0
13	2	250.0
13	3	251.0
13	4	251.0
13	5	250.0
13	6	251.0
13	7	220.0
13	8	80.0
13	9	110.0
13	10	110.0
13	11	110.0
13	12	122.0
13	13	182.0
13	14	197.0
13	15	197.0
13	16	197.0
13	17	197.0
13	18	127.0
13	19	98.0
13	20	196.0
13	21	196.0
13	22	137.0
13	23	122.0
13	24	170.0
14	1	217.0
14	2	217.0
14	3	217.0
14	4	217.0
14	5	217.0
14	6	217.0
14	7	217.0
14	8	163.0
14	9	163.0
14	10	163.0
14	11	163.0
14	12	163.0
14	13	200.0
14	14	200.0
14	15	200.0
14	16	150.0
14	17	150.0
14	18	150.0
14	19	150.0
14	20	163.0
14	21	200.0
14	22	200.0
14	23	217.0
14	24	217.0
