Node	Time	CapacityUpPrice
1	1	3.0
1	2	3.0
1	3	3.0
1	4	3.0
1	5	6.0
1	6	12.5
1	7	16.53
1	8	17.85
1	9	14.0
1	10	11.0
1	11	6.0
1	12	5.0
1	13	4.5
1	14	4.5
1	15	4.5
1	16	6.0
1	17	10.0
1	18	17.85
1	19	21.0
1	20	24.5
1	21	23.0
1	22	19.0
1	23	13.0
1	24	4.5
2	1	3.0
2	2	3.0
2	3	3.0
2	4	3.0
2	5	5.0
2	6	9.0
2	7	17.0
2	8	18.0
2	9	17.0
2	10	11.5
2	11	10.0
2	12	9.5
2	13	9.5
2	14	10.0
2	15	10.5
2	16	13.5
2	17	13.5
2	18	12.5
2	19	11.5
2	20	9.0
2	21	8.5
2	22	7.5
2	23	6.5
2	24	2.0
3	1	2.0
3	2	2.0
3	3	2.0
3	4	2.0
3	5	6.0
3	6	15.0
3	7	23.0
3	8	20.0
3	9	14.5
3	10	12.0
3	11	8.5
3	12	7.0
3	13	5.0
3	14	5.0
3	15	5.0
3	16	6.5
3	17	9.0
3	18	18.0
3	19	22.0
3	20	25.0
3	21	25.0
3	22	19.93
3	23	14.0
3	24	2.0
4	1	3.0
4	2	3.0
4	3	2.0
4	4	2.0
4	5	6.0
4	6	12.0
4	7	63.0
4	8	57.0
4	9	29.0
4	10	16.0
4	11	9.0
4	12	8.0
4	13	9.0
4	14	8.0
4	15	7.0
4	16	8.0
4	17	14.0
4	18	15.0
4	19	91.0
4	20	88.0
4	21	95.0
4	22	43.0
4	23	7.0
4	24	3.0
5	1	6.0
5	2	6.0
5	3	7.0
5	4	6.0
5	5	7.0
5	6	9.0
5	7	10.0
5	8	11.0
5	9	15.0
5	10	19.0
5	11	21.0
5	12	19.0
5	13	17.0
5	14	21.0
5	15	44.77
5	16	70.0
5	17	70.0
5	18	72.0
5	19	61.0
5	20	34.0
5	21	26.0
5	22	14.0
5	23	9.0
5	24	9.0
6	1	3.0
6	2	3.0
6	3	3.0
6	4	3.0
6	5	6.0
6	6	12.2
6	7	48.0
6	8	49.0
6	9	49.0
6	10	38.0
6	11	9.0
6	12	7.0
6	13	6.0
6	14	5.0
6	15	5.0
6	16	6.0
6	17	9.0
6	18	73.0
6	19	62.0
6	20	29.0
6	21	13.0
6	22	12.2
6	23	9.0
6	24	3.0
