Node	Time	Res_CapacityUpVolume
1	1	10.0
1	2	0.0
1	3	0.0
1	4	0.0
1	5	89.0
1	6	99.0
1	7	99.0
1	8	99.0
1	9	99.0
1	10	99.0
1	11	99.0
1	12	99.0
1	13	74.0
1	14	74.0
1	15	74.0
1	16	37.0
1	17	79.0
1	18	97.0
1	19	99.0
1	20	99.0
1	21	99.0
1	22	99.0
1	23	99.0
1	24	0.0
2	1	89.0
2	2	89.0
2	3	89.0
2	4	64.0
2	5	64.0
2	6	242.0
2	7	311.0
2	8	336.0
2	9	336.0
2	10	336.0
2	11	336.0
2	12	336.0
2	13	336.0
2	14	336.0
2	15	336.0
2	16	336.0
2	17	336.0
2	18	336.0
2	19	336.0
2	20	336.0
2	21	336.0
2	22	268.0
2	23	262.0
2	24	35.0
3	1	0.0
3	2	0.0
3	3	0.0
3	4	0.0
3	5	0.0
3	6	10.0
3	7	10.0
3	8	10.0
3	9	0.0
3	10	0.0
3	11	0.0
3	12	0.0
3	13	0.0
3	14	0.0
3	15	0.0
3	16	10.0
3	17	10.0
3	18	30.0
3	19	45.0
3	20	45.0
3	21	45.0
3	22	45.0
3	23	45.0
3	24	150.0
4	1	0.0
4	2	0.0
4	3	0.0
4	4	0.0
4	5	25.0
4	6	79.0
4	7	109.0
4	8	109.0
4	9	109.0
4	10	109.0
4	11	25.0
4	12	25.0
4	13	25.0
4	14	0.0
4	15	0.0
4	16	0.0
4	17	54.0
4	18	109.0
4	19	109.0
4	20	109.0
4	21	79.0
4	22	25.0
4	23	25.0
4	24	25.0
5	1	100.0
5	2	100.0
5	3	100.0
5	4	100.0
5	5	100.0
5	6	100.0
5	7	100.0
5	8	100.0
5	9	130.0
5	10	130.0
5	11	120.0
5	12	100.0
5	13	100.0
5	14	100.0
5	15	100.0
5	16	100.0
5	17	110.0
5	18	110.0
5	19	120.0
5	20	110.0
5	21	80.0
5	22	80.0
5	23	80.0
5	24	50.0
6	1	0.0
6	2	0.0
6	3	0.0
6	4	0.0
6	5	0.0
6	6	0.0
6	7	0.0
6	8	0.0
6	9	0.0
6	10	0.0
6	11	0.0
6	12	0.0
6	13	0.0
6	14	0.0
6	15	0.0
6	16	0.0
6	17	0.0
6	18	25.0
6	19	182.0
6	20	103.0
6	21	103.0
6	22	103.0
6	23	78.0
6	24	0.0
7	1	100.0
7	2	98.0
7	3	98.0
7	4	100.0
7	5	180.0
7	6	198.0
7	7	234.0
7	8	193.0
7	9	180.0
7	10	180.0
7	11	180.0
7	12	180.0
7	13	155.0
7	14	155.0
7	15	155.0
7	16	155.0
7	17	180.0
7	18	180.0
7	19	234.0
7	20	234.0
7	21	234.0
7	22	234.0
7	23	180.0
7	24	140.0
8	1	0.0
8	2	0.0
8	3	0.0
8	4	0.0
8	5	10.0
8	6	80.0
8	7	80.0
8	8	80.0
8	9	0.0
8	10	0.0
8	11	0.0
8	12	0.0
8	13	0.0
8	14	0.0
8	15	0.0
8	16	0.0
8	17	0.0
8	18	61.0
8	19	95.0
8	20	95.0
8	21	95.0
8	22	95.0
8	23	80.0
8	24	15.0
9	1	0.0
9	2	0.0
9	3	0.0
9	4	0.0
9	5	0.0
9	6	25.0
9	7	25.0
9	8	25.0
9	9	0.0
9	10	0.0
9	11	0.0
9	12	0.0
9	13	0.0
9	14	0.0
9	15	0.0
9	16	0.0
9	17	0.0
9	18	75.0
9	19	152.0
9	20	180.0
9	21	153.0
9	22	152.0
9	23	123.0
9	24	115.0
10	1	70.0
10	2	70.0
10	3	70.0
10	4	70.0
10	5	95.0
10	6	95.0
10	7	95.0
10	8	95.0
10	9	95.0
10	10	95.0
10	11	95.0
10	12	95.0
10	13	70.0
10	14	70.0
10	15	70.0
10	16	70.0
10	17	95.0
10	18	95.0
10	19	95.0
10	20	95.0
10	21	95.0
10	22	95.0
10	23	95.0
10	24	148.0
11	1	237.0
11	2	188.0
11	3	188.0
11	4	188.0
11	5	188.0
11	6	242.0
11	7	234.0
11	8	323.0
11	9	323.0
11	10	323.0
11	11	323.0
11	12	323.0
11	13	229.0
11	14	229.0
11	15	229.0
11	16	229.0
11	17	229.0
11	18	229.0
11	19	229.0
11	20	229.0
11	21	269.0
11	22	244.0
11	23	298.0
11	24	258.0
12	1	108.0
12	2	108.0
12	3	108.0
12	4	108.0
12	5	108.0
12	6	128.0
12	7	75.0
12	8	85.0
12	9	85.0
12	10	85.0
12	11	75.0
12	12	75.0
12	13	75.0
12	14	75.0
12	15	75.0
12	16	75.0
12	17	75.0
12	18	85.0
12	19	85.0
12	20	85.0
12	21	75.0
12	22	143.0
12	23	143.0
12	24	108.0
13	1	35.0
13	2	35.0
13	3	35.0
13	4	35.0
13	5	35.0
13	6	248.0
13	7	248.0
13	8	248.0
13	9	248.0
13	10	248.0
13	11	223.0
13	12	22.0
13	13	0.0
13	14	0.0
13	15	248.0
13	16	248.0
13	17	248.0
13	18	248.0
13	19	248.0
13	20	248.0
13	21	205.0
13	22	25.0
13	23	194.0
13	24	35.0
14	1	35.0
14	2	35.0
14	3	35.0
14	4	35.0
14	5	35.0
14	6	248.0
14	7	248.0
14	8	248.0
14	9	248.0
14	10	248.0
14	11	223.0
14	12	22.0
14	13	0.0
14	14	0.0
14	15	248.0
14	16	248.0
14	17	248.0
14	18	248.0
14	19	248.0
14	20	248.0
14	21	205.0
14	22	25.0
14	23	194.0
14	24	35.0
