Node	Time	CapacityUpPrice
1	1	3.0
1	2	2.0
1	3	2.0
1	4	2.0
1	5	4.0
1	6	10.0
1	7	14.5
1	8	15.0
1	9	12.0
1	10	8.0
1	11	5.5
1	12	5.0
1	13	3.5
1	14	3.5
1	15	3.5
1	16	4.0
1	17	6.0
1	18	10.5
1	19	13.0
1	20	13.0
1	21	13.0
1	22	10.0
1	23	3.0
1	24	2.0
2	1	6.0
2	2	6.0
2	3	6.0
2	4	6.0
2	5	10.0
2	6	27.0
2	7	86.0
2	8	110.0
2	9	109.0
2	10	115.0
2	11	84.0
2	12	80.0
2	13	79.0
2	14	88.0
2	15	88.0
2	16	125.0
2	17	134.0
2	18	136.0
2	19	135.0
2	20	123.0
2	21	57.0
2	22	50.0
2	23	21.0
2	24	29.9
3	1	1.8
3	2	1.8
3	3	1.8
3	4	1.2
3	5	1.2
3	6	2.0
3	7	2.0
3	8	2.0
3	9	1.2
3	10	1.2
3	11	1.2
3	12	1.2
3	13	1.2
3	14	1.2
3	15	1.2
3	16	2.0
3	17	2.0
3	18	2.0
3	19	6.0
3	20	13.2
3	21	13.2
3	22	10.8
3	23	6.0
3	24	3.6
4	1	2.0
4	2	2.0
4	3	2.0
4	4	2.0
4	5	5.0
4	6	11.5
4	7	66.5
4	8	66.5
4	9	61.5
4	10	24.26
4	11	9.0
4	12	8.0
4	13	8.0
4	14	8.0
4	15	4.0
4	16	4.5
4	17	6.5
4	18	13.06
4	19	44.0
4	20	24.55
4	21	43.0
4	22	24.55
4	23	9.0
4	24	3.0
5	1	2.0
5	2	2.0
5	3	2.0
5	4	2.0
5	5	2.0
5	6	2.0
5	7	2.0
5	8	3.0
5	9	5.0
5	10	5.0
5	11	5.0
5	12	6.54
5	13	4.0
5	14	4.0
5	15	4.0
5	16	4.0
5	17	7.04
5	18	11.32
5	19	15.0
5	20	14.0
5	21	10.0
5	22	8.0
5	23	5.0
5	24	3.5
6	1	1.6
6	2	1.6
6	3	1.6
6	4	1.6
6	5	1.6
6	6	1.8
6	7	1.8
6	8	1.8
6	9	1.6
6	10	1.6
6	11	1.5
6	12	1.5
6	13	1.5
6	14	1.5
6	15	1.5
6	16	1.6
6	17	1.6
6	18	2.0
6	19	3.0
6	20	4.0
6	21	4.0
6	22	4.0
6	23	2.5
6	24	1.5
