Node	Time	ActivationDownPrice
3	1	10.36
3	2	4.92
3	3	2.92
3	4	2.19
3	5	2.13
3	6	2.95
3	7	-1.0
3	8	-1.0
3	9	-1.0
3	10	-1.0
3	11	-1.0
3	12	-1.0
3	13	-2.0
3	14	-3.0
3	15	-3.0
3	16	-2.0
3	17	11.0
3	18	30.0
3	19	37.85
3	20	37.63
3	21	37.09
3	22	36.63
3	23	33.5
3	24	33.5
4	1	-0.06
4	2	-0.15
4	3	-0.22
4	4	-0.2
4	5	-0.08
4	6	0.01
4	7	2.01
4	8	-1.0
4	9	-4.0
4	10	-4.0
4	11	-3.0
4	12	-3.0
4	13	-1.0
4	14	-3.0
4	15	-3.0
4	16	0.22
4	17	3.03
4	18	3.12
4	19	3.04
4	20	0.0
4	21	0.0
4	22	-3.0
4	23	-3.0
4	24	1.01
5	1	52.04
5	2	47.53
5	3	42.29
5	4	36.69
5	5	33.43
5	6	33.32
5	7	34.92
5	8	40.67
5	9	36.01
5	10	37.87
5	11	47.16
5	12	50.81
5	13	49.26
5	14	49.08
5	15	49.31
5	16	49.14
5	17	52.57
5	18	55.97
5	19	57.64
5	20	57.52
5	21	56.06
5	22	55.0
5	23	54.66
5	24	53.71
6	1	37.24
6	2	37.15
6	3	37.04
6	4	37.09
6	5	37.49
6	6	37.69
6	7	39.77
6	8	39.95
6	9	39.94
6	10	37.03
6	11	34.28
6	12	26.68
6	13	18.16
6	14	30.62
6	15	35.31
6	16	37.63
6	17	39.5
6	18	40.71
6	19	40.08
6	20	34.0
6	21	28.0
6	22	28.0
6	23	26.18
6	24	0.0
7	1	22.09
7	2	21.92
7	3	21.22
7	4	21.24
7	5	21.84
7	6	13.0
7	7	23.84
7	8	24.0
7	9	24.0
7	10	23.99
7	11	23.99
7	12	23.87
7	13	23.84
7	14	23.37
7	15	23.29
7	16	23.13
7	17	23.21
7	18	23.0
7	19	22.73
7	20	18.0
7	21	16.0
7	22	16.0
7	23	16.0
7	24	16.0
8	1	0.0
8	2	0.0
8	3	0.07
8	4	3.0
8	5	1.87
8	6	4.73
8	7	2.22
8	8	-1.0
8	9	-2.01
8	10	-7.6
8	11	-15.0
8	12	-24.77
8	13	-32.69
8	14	-37.13
8	15	-28.68
8	16	-4.99
8	17	-0.6
8	18	26.57
8	19	35.97
8	20	38.14
8	21	32.0
8	22	32.0
8	23	31.0
8	24	37.15
9	1	27.49
9	2	26.94
9	3	16.23
9	4	11.0
9	5	4.83
9	6	4.83
9	7	8.0
9	8	8.0
9	9	6.11
9	10	0.85
9	11	0.0
9	12	0.0
9	13	0.0
9	14	0.97
9	15	19.29
9	16	27.68
9	17	30.03
9	18	32.77
9	19	32.73
9	20	32.71
9	21	32.62
9	22	34.75
9	23	28.0
9	24	28.0
10	1	31.5
10	2	31.5
10	3	30.5
10	4	19.0
10	5	19.0
10	6	31.5
10	7	33.0
10	8	33.0
10	9	32.0
10	10	32.0
10	11	31.5
10	12	31.5
10	13	32.0
10	14	32.0
10	15	31.5
10	16	31.5
10	17	32.0
10	18	35.51
10	19	35.42
10	20	35.27
10	21	35.19
10	22	34.94
10	23	34.72
10	24	32.76
11	1	-1.98
11	2	-1.98
11	3	-1.0
11	4	-1.0
11	5	-1.0
11	6	0.0
11	7	2.0
11	8	28.59
11	9	30.47
11	10	30.49
11	11	23.5
11	12	23.5
11	13	23.5
11	14	23.5
11	15	23.0
11	16	31.45
11	17	32.19
11	18	31.12
11	19	30.63
11	20	28.81
11	21	28.04
11	22	25.66
11	23	25.66
11	24	16.71
12	1	48.0
12	2	49.0
12	3	48.5
12	4	47.0
12	5	47.0
12	6	49.0
12	7	50.5
12	8	54.0
12	9	55.5
12	10	69.76
12	11	61.12
12	12	57.09
12	13	49.0
12	14	46.5
12	15	56.24
12	16	58.27
12	17	62.37
12	18	68.7
12	19	66.24
12	20	59.16
12	21	57.52
12	22	57.48
12	23	57.56
12	24	56.78
13	1	53.15
13	2	52.92
13	3	52.79
13	4	52.59
13	5	52.93
13	6	53.97
13	7	53.97
13	8	56.91
13	9	57.9
13	10	48.0
13	11	48.0
13	12	50.0
13	13	50.0
13	14	53.24
13	15	53.15
13	16	52.85
13	17	53.0
13	18	52.8
13	19	52.57
13	20	51.96
13	21	51.92
13	22	51.97
13	23	49.89
13	24	44.95
14	1	53.15
14	2	52.92
14	3	52.79
14	4	52.59
14	5	52.93
14	6	53.97
14	7	53.97
14	8	56.91
14	9	57.9
14	10	48.0
14	11	48.0
14	12	50.0
14	13	50.0
14	14	53.24
14	15	53.15
14	16	52.85
14	17	53.0
14	18	52.8
14	19	52.57
14	20	51.96
14	21	51.92
14	22	51.97
14	23	49.89
14	24	44.95
