Node	Time	CapacityDownPrice
1	1	13.0
1	2	13.0
1	3	13.0
1	4	13.0
1	5	13.0
1	6	13.0
1	7	7.0
1	8	7.0
1	9	16.0
1	10	23.0
1	11	35.0
1	12	40.0
1	13	40.0
1	14	40.0
1	15	40.0
1	16	32.0
1	17	6.0
1	18	6.0
1	19	6.0
1	20	6.0
1	21	6.0
1	22	9.0
1	23	9.0
1	24	9.0
2	1	5.0
2	2	21.0
2	3	28.0
2	4	28.0
2	5	29.0
2	6	6.5
2	7	11.0
2	8	11.0
2	9	11.0
2	10	11.0
2	11	4.0
2	12	6.5
2	13	20.0
2	14	26.0
2	15	27.0
2	16	21.0
2	17	2.0
2	18	2.5
2	19	2.0
2	20	3.0
2	21	3.0
2	22	16.0
2	23	2.0
2	24	2.0
3	1	13.0
3	2	14.0
3	3	14.0
3	4	13.0
3	5	13.0
3	6	12.0
3	7	14.0
3	8	10.0
3	9	9.0
3	10	15.0
3	11	30.5
3	12	35.5
3	13	44.0
3	14	48.5
3	15	43.0
3	16	14.0
3	17	8.0
3	18	4.0
3	19	2.0
3	20	2.0
3	21	9.0
3	22	9.0
3	23	12.0
3	24	22.0
4	1	10.5
4	2	13.0
4	3	13.0
4	4	12.0
4	5	13.0
4	6	14.0
4	7	12.0
4	8	23.0
4	9	27.72
4	10	37.0
4	11	65.5
4	12	71.0
4	13	87.5
4	14	87.5
4	15	67.0
4	16	27.0
4	17	9.5
4	18	5.5
4	19	2.5
4	20	2.5
4	21	3.5
4	22	3.5
4	23	3.5
4	24	3.5
5	1	34.0
5	2	41.0
5	3	50.0
5	4	55.0
5	5	50.0
5	6	41.0
5	7	34.0
5	8	9.0
5	9	5.0
5	10	4.0
5	11	3.0
5	12	4.0
5	13	5.0
5	14	5.0
5	15	6.0
5	16	5.0
5	17	5.0
5	18	5.0
5	19	2.0
5	20	5.0
5	21	5.0
5	22	7.0
5	23	9.0
5	24	11.0
6	1	13.0
6	2	14.0
6	3	14.0
6	4	15.0
6	5	16.0
6	6	16.0
6	7	3.0
6	8	8.0
6	9	2.0
6	10	2.0
6	11	2.0
6	12	7.0
6	13	7.0
6	14	7.0
6	15	7.0
6	16	2.0
6	17	2.0
6	18	2.0
6	19	2.0
6	20	2.0
6	21	2.0
6	22	2.0
6	23	2.0
6	24	2.0
