Node	Time	ActivationUpPrice
3	1	17.15
3	2	16.18
3	3	18.33
3	4	20.47
3	5	22.9
3	6	25.22
3	7	35.08
3	8	39.27
3	9	38.09
3	10	37.84
3	11	38.09
3	12	25.72
3	13	14.99
3	14	20.26
3	15	34.59
3	16	34.59
3	17	45.0
3	18	51.0
3	19	51.0
3	20	45.0
3	21	34.22
3	22	30.2
3	23	25.39
3	24	26.75
4	1	46.14
4	2	39.6
4	3	32.56
4	4	28.49
4	5	26.82
4	6	10.25
4	7	0.1
4	8	49.0
4	9	48.5
4	10	45.0
4	11	45.0
4	12	40.0
4	13	50.0
4	14	50.0
4	15	50.0
4	16	45.0
4	17	27.0
4	18	56.5
4	19	63.5
4	20	60.0
4	21	59.08
4	22	59.31
4	23	56.03
4	24	51.0
5	1	38.0
5	2	29.27
5	3	18.61
5	4	13.45
5	5	24.4
5	6	35.6
5	7	42.54
5	8	58.39
5	9	93.56
5	10	84.12
5	11	80.59
5	12	78.07
5	13	84.53
5	14	78.67
5	15	82.97
5	16	85.0
5	17	94.06
5	18	101.08
5	19	105.5
5	20	98.72
5	21	90.75
5	22	84.54
5	23	68.85
5	24	48.63
6	1	77.34
6	2	74.8
6	3	72.96
6	4	72.58
6	5	75.17
6	6	78.49
6	7	88.6
6	8	107.84
6	9	125.89
6	10	122.17
6	11	114.5
6	12	108.352
6	13	93.55
6	14	87.62
6	15	86.43
6	16	94.25
6	17	101.0
6	18	104.68
6	19	103.26
6	20	94.53
6	21	86.97
6	22	80.54
6	23	77.43
6	24	71.33
7	1	71.71
7	2	71.83
7	3	71.7
7	4	74.1
7	5	76.21
7	6	125.0
7	7	125.0
7	8	96.38
7	9	78.57
7	10	75.4
7	11	70.68
7	12	68.78
7	13	68.36
7	14	65.37
7	15	68.65
7	16	69.47
7	17	86.5
7	18	102.0
7	19	125.0
7	20	132.19
7	21	133.0
7	22	116.0
7	23	78.56
7	24	79.0
8	1	35.52
8	2	35.22
8	3	35.09
8	4	35.19
8	5	35.2
8	6	42.0
8	7	108.55
8	8	100.9
8	9	76.19
8	10	53.33
8	11	44.48
8	12	40.13
8	13	34.56
8	14	21.87
8	15	18.95
8	16	28.94
8	17	35.52
8	18	37.09
8	19	38.48
8	20	43.01
8	21	40.01
8	22	40.0
8	23	38.62
8	24	37.15
9	1	23.24
9	2	23.19
9	3	22.99
9	4	22.99
9	5	22.99
9	6	23.92
9	7	24.99
9	8	25.52
9	9	25.52
9	10	25.49
9	11	25.2
9	12	25.16
9	13	24.94
9	14	24.52
9	15	24.24
9	16	24.19
9	17	24.23
9	18	24.23
9	19	24.98
9	20	24.98
9	21	23.94
9	22	24.68
9	23	24.42
9	24	24.28
10	1	37.0
10	2	36.66
10	3	36.55
10	4	36.47
10	5	37.0
10	6	38.87
10	7	46.5
10	8	69.36
10	9	60.45
10	10	54.83
10	11	58.65
10	12	52.07
10	13	42.08
10	14	36.02
10	15	37.08
10	16	42.01
10	17	40.7
10	18	42.08
10	19	42.63
10	20	42.65
10	21	42.03
10	22	42.1
10	23	38.89
10	24	32.06
11	1	41.14
11	2	31.19
11	3	6.68
11	4	0.7
11	5	0.0
11	6	0.0
11	7	0.0
11	8	1.08
11	9	11.5
11	10	23.97
11	11	33.95
11	12	37.56
11	13	38.48
11	14	43.34
11	15	43.37
11	16	45.22
11	17	48.58
11	18	51.18
11	19	51.88
11	20	51.49
11	21	51.28
11	22	50.84
11	23	47.26
11	24	39.43
12	1	52.04
12	2	47.53
12	3	42.29
12	4	36.69
12	5	42.0
12	6	47.0
12	7	47.0
12	8	49.0
12	9	47.0
12	10	47.0
12	11	47.16
12	12	50.81
12	13	49.26
12	14	49.08
12	15	49.31
12	16	52.0
12	17	60.0
12	18	60.0
12	19	60.0
12	20	63.0
12	21	63.0
12	22	64.0
12	23	64.0
12	24	63.5
13	1	64.56
13	2	63.46
13	3	63.3
13	4	66.0
13	5	63.85
13	6	69.16
13	7	72.41
13	8	97.5
13	9	100.0
13	10	91.0
13	11	83.11
13	12	78.18
13	13	76.17
13	14	73.67
13	15	70.06
13	16	69.01
13	17	71.5
13	18	76.0
13	19	82.33
13	20	99.13
13	21	71.09
13	22	71.41
13	23	68.27
13	24	63.15
14	1	88.9
14	2	85.84
14	3	84.54
14	4	79.83
14	5	79.57
14	6	83.75
14	7	86.74
14	8	110.07
14	9	136.63
14	10	125.03
14	11	110.01
14	12	103.29
14	13	100.0
14	14	100.0
14	15	102.69
14	16	114.3
14	17	133.09
14	18	145.44
14	19	137.0
14	20	146.0
14	21	135.0
14	22	103.76
14	23	95.0
14	24	96.5
