Node	Time	ActivationDownPrice
3	1	57.97
3	2	57.33
3	3	57.46
3	4	59.15
3	5	60.88
3	6	57.5
3	7	61.81
3	8	60.7
3	9	48.0
3	10	48.0
3	11	33.01
3	12	27.44
3	13	18.0
3	14	18.0
3	15	22.0
3	16	26.5
3	17	36.0
3	18	59.85
3	19	62.42
3	20	63.22
3	21	63.32
3	22	62.92
3	23	62.3
3	24	62.48
4	1	27.5
4	2	27.5
4	3	27.5
4	4	31.5
4	5	31.5
4	6	25.8
4	7	28.08
4	8	14.99
4	9	3.83
4	10	3.49
4	11	4.17
4	12	2.0
4	13	1.5
4	14	0.44
4	15	0.66
4	16	3.29
4	17	4.37
4	18	23.25
4	19	41.82
4	20	45.75
4	21	35.1
4	22	30.81
4	23	12.0
4	24	10.0
5	1	-0.5
5	2	-2.0
5	3	-2.0
5	4	-1.0
5	5	5.19
5	6	5.21
5	7	5.62
5	8	8.61
5	9	10.59
5	10	9.96
5	11	6.0
5	12	1.5
5	13	0.0
5	14	1.0
5	15	2.0
5	16	8.99
5	17	9.95
5	18	10.3
5	19	10.01
5	20	7.97
5	21	1.0
5	22	1.0
5	23	0.44
5	24	-1.0
6	1	18.7
6	2	18.38
6	3	18.07
6	4	17.0
6	5	17.0
6	6	19.67
6	7	34.0
6	8	40.0
6	9	40.0
6	10	40.0
6	11	56.81
6	12	50.77
6	13	28.74
6	14	26.43
6	15	17.0
6	16	17.0
6	17	22.0
6	18	54.0
6	19	21.96
6	20	19.9
6	21	19.71
6	22	18.79
6	23	4.0
6	24	4.0
7	1	19.95
7	2	19.93
7	3	19.95
7	4	20.0
7	5	23.01
7	6	36.59
7	7	37.96
7	8	37.39
7	9	14.99
7	10	-4.0
7	11	-7.91
7	12	-7.91
7	13	-9.02
7	14	-5.49
7	15	-3.99
7	16	-0.1
7	17	4.21
7	18	28.87
7	19	36.53
7	20	36.63
7	21	36.33
7	22	32.42
7	23	26.85
7	24	8.0
8	1	9.17
8	2	8.91
8	3	8.83
8	4	8.79
8	5	8.76
8	6	9.1
8	7	11.75
8	8	14.99
8	9	17.91
8	10	10.03
8	11	4.82
8	12	0.23
8	13	0.23
8	14	1.6
8	15	8.34
8	16	12.23
8	17	34.92
8	18	35.92
8	19	17.0
8	20	17.0
8	21	17.0
8	22	7.0
8	23	7.0
8	24	13.47
9	1	27.0
9	2	19.0
9	3	9.0
9	4	10.19
9	5	19.0
9	6	29.0
9	7	47.21
9	8	64.09
9	9	47.5
9	10	29.5
9	11	13.0
9	12	13.0
9	13	4.98
9	14	0.0
9	15	-6.032
9	16	10.0
9	17	26.0
9	18	43.54
9	19	45.55
9	20	48.09
9	21	45.74
9	22	44.56
9	23	42.85
9	24	34.15
10	1	5.0
10	2	5.0
10	3	5.0
10	4	5.0
10	5	5.0
10	6	5.0
10	7	11.0
10	8	12.5
10	9	23.86
10	10	19.16
10	11	12.0
10	12	5.0
