Node	Time	Res_CapacityUpVolume
1	1	183.0
1	2	183.0
1	3	183.0
1	4	183.0
1	5	183.0
1	6	198.0
1	7	198.0
1	8	198.0
1	9	198.0
1	10	198.0
1	11	198.0
1	12	198.0
1	13	198.0
1	14	183.0
1	15	183.0
1	16	183.0
1	17	183.0
1	18	198.0
1	19	198.0
1	20	198.0
1	21	198.0
1	22	198.0
1	23	183.0
1	24	183.0
2	1	0.0
2	2	0.0
2	3	0.0
2	4	15.0
2	5	0.0
2	6	0.0
2	7	30.0
2	8	93.0
2	9	89.0
2	10	104.0
2	11	80.0
2	12	30.0
2	13	30.0
2	14	30.0
2	15	30.0
2	16	25.0
2	17	30.0
2	18	94.0
2	19	50.0
2	20	50.0
2	21	28.0
2	22	5.0
2	23	5.0
2	24	0.0
3	1	103.0
3	2	103.0
3	3	103.0
3	4	103.0
3	5	103.0
3	6	103.0
3	7	103.0
3	8	118.0
3	9	118.0
3	10	103.0
3	11	103.0
3	12	103.0
3	13	103.0
3	14	103.0
3	15	103.0
3	16	118.0
3	17	118.0
3	18	118.0
3	19	118.0
3	20	118.0
3	21	103.0
3	22	103.0
3	23	103.0
3	24	28.0
4	1	0.0
4	2	0.0
4	3	0.0
4	4	0.0
4	5	0.0
4	6	20.0
4	7	20.0
4	8	20.0
4	9	20.0
4	10	20.0
4	11	15.0
4	12	15.0
4	13	0.0
4	14	0.0
4	15	0.0
4	16	0.0
4	17	15.0
4	18	20.0
4	19	20.0
4	20	20.0
4	21	20.0
4	22	20.0
4	23	15.0
4	24	0.0
5	1	0.0
5	2	0.0
5	3	0.0
5	4	0.0
5	5	0.0
5	6	25.0
5	7	60.0
5	8	60.0
5	9	0.0
5	10	0.0
5	11	0.0
5	12	0.0
5	13	0.0
5	14	0.0
5	15	0.0
5	16	60.0
5	17	0.0
5	18	25.0
5	19	25.0
5	20	72.0
5	21	85.0
5	22	25.0
5	23	25.0
5	24	0.0
6	1	33.0
6	2	33.0
6	3	33.0
6	4	33.0
6	5	58.0
6	6	58.0
6	7	58.0
6	8	58.0
6	9	58.0
6	10	58.0
6	11	58.0
6	12	58.0
6	13	58.0
6	14	33.0
6	15	33.0
6	16	33.0
6	17	33.0
6	18	58.0
6	19	58.0
6	20	58.0
6	21	58.0
6	22	58.0
6	23	45.0
6	24	40.0
7	1	75.0
7	2	75.0
7	3	75.0
7	4	75.0
7	5	75.0
7	6	75.0
7	7	75.0
7	8	75.0
7	9	75.0
7	10	75.0
7	11	75.0
7	12	75.0
7	13	75.0
7	14	75.0
7	15	75.0
7	16	75.0
7	17	75.0
7	18	75.0
7	19	75.0
7	20	75.0
7	21	75.0
7	22	75.0
7	23	75.0
7	24	16.0
8	1	57.0
8	2	57.0
8	3	57.0
8	4	57.0
8	5	57.0
8	6	147.0
8	7	147.0
8	8	132.0
8	9	10.0
8	10	0.0
8	11	0.0
8	12	0.0
8	13	0.0
8	14	10.0
8	15	10.0
8	16	27.0
8	17	47.0
8	18	54.0
8	19	79.0
8	20	179.0
8	21	169.0
8	22	180.0
8	23	181.0
8	24	45.0
9	1	70.0
9	2	70.0
9	3	70.0
9	4	70.0
9	5	85.0
9	6	145.0
9	7	150.0
9	8	150.0
9	9	137.0
9	10	124.0
9	11	90.0
9	12	130.0
9	13	130.0
9	14	130.0
9	15	130.0
9	16	145.0
9	17	150.0
9	18	138.0
9	19	134.0
9	20	150.0
9	21	150.0
9	22	150.0
9	23	150.0
9	24	70.0
10	1	0.0
10	2	0.0
10	3	0.0
10	4	0.0
10	5	25.0
10	6	137.0
10	7	228.0
10	8	181.0
10	9	146.0
10	10	25.0
10	11	25.0
10	12	25.0
10	13	0.0
10	14	0.0
10	15	0.0
10	16	0.0
10	17	25.0
10	18	125.0
10	19	226.0
10	20	191.0
10	21	221.0
10	22	25.0
10	23	25.0
10	24	0.0
11	1	95.0
11	2	95.0
11	3	95.0
11	4	95.0
11	5	120.0
11	6	120.0
11	7	120.0
11	8	120.0
11	9	120.0
11	10	120.0
11	11	120.0
11	12	120.0
11	13	95.0
11	14	95.0
11	15	95.0
11	16	95.0
11	17	120.0
11	18	120.0
11	19	120.0
11	20	120.0
11	21	120.0
11	22	120.0
11	23	120.0
11	24	85.0
12	1	46.0
12	2	46.0
12	3	46.0
12	4	46.0
12	5	85.0
12	6	85.0
12	7	85.0
12	8	85.0
12	9	85.0
12	10	85.0
12	11	85.0
12	12	85.0
12	13	60.0
12	14	60.0
12	15	60.0
12	16	60.0
12	17	85.0
12	18	85.0
12	19	85.0
12	20	85.0
12	21	85.0
12	22	85.0
12	23	85.0
12	24	130.0
13	1	0.0
13	2	0.0
13	3	0.0
13	4	0.0
13	5	0.0
13	6	20.0
13	7	66.0
13	8	50.0
13	9	20.0
13	10	20.0
13	11	20.0
13	12	5.0
13	13	5.0
13	14	5.0
13	15	5.0
13	16	20.0
13	17	20.0
13	18	20.0
13	19	20.0
13	20	20.0
13	21	20.0
13	22	15.0
13	23	15.0
13	24	143.0
14	1	0.0
14	2	0.0
14	3	0.0
14	4	0.0
14	5	15.0
14	6	20.0
14	7	20.0
14	8	20.0
14	9	20.0
14	10	20.0
14	11	20.0
14	12	20.0
14	13	20.0
14	14	0.0
14	15	0.0
14	16	0.0
14	17	5.0
14	18	20.0
14	19	20.0
14	20	20.0
14	21	20.0
14	22	20.0
14	23	20.0
14	24	0.0
15	1	0.0
15	2	0.0
15	3	0.0
15	4	0.0
15	5	0.0
15	6	10.0
15	7	10.0
15	8	10.0
15	9	0.0
15	10	0.0
15	11	0.0
15	12	0.0
15	13	0.0
15	14	0.0
15	15	0.0
15	16	10.0
15	17	10.0
15	18	30.0
15	19	45.0
15	20	45.0
15	21	45.0
15	22	45.0
15	23	45.0
15	24	150.0
16	1	73.0
16	2	73.0
16	3	73.0
16	4	73.0
16	5	73.0
16	6	73.0
16	7	73.0
16	8	73.0
16	9	70.0
16	10	50.0
16	11	73.0
16	12	50.0
16	13	73.0
16	14	73.0
16	15	73.0
16	16	73.0
16	17	73.0
16	18	73.0
16	19	88.0
16	20	88.0
16	21	88.0
16	22	88.0
16	23	88.0
16	24	0.0
17	1	76.0
17	2	75.0
