Node	Time	Spot_Price
3	1	37.0
3	2	36.66
3	3	36.55
3	4	36.47
3	5	37.0
3	6	38.87
3	7	46.5
3	8	69.36
3	9	60.45
3	10	54.83
3	11	58.65
3	12	52.07
3	13	42.08
3	14	36.02
3	15	37.08
3	16	42.01
3	17	40.7
3	18	42.08
3	19	42.63
3	20	42.65
3	21	42.03
3	22	42.1
3	23	38.89
3	24	32.06
4	1	19.67
4	2	19.66
4	3	19.23
4	4	19.47
4	5	17.2
4	6	25.22
4	7	35.52
4	8	35.0
4	9	26.75
4	10	16.8
4	11	8.93
4	12	0.73
4	13	-0.19
4	14	-0.16
4	15	0.92
4	16	10.0
4	17	17.28
4	18	20.81
4	19	24.36
4	20	25.45
4	21	24.55
4	22	22.35
4	23	27.78
4	24	19.59
5	1	4.94
5	2	4.66
5	3	4.45
5	4	4.34
5	5	4.37
5	6	10.01
5	7	10.01
5	8	12.53
5	9	13.95
5	10	15.0
5	11	10.15
5	12	5.04
5	13	4.28
5	14	10.01
5	15	10.01
5	16	15.72
5	17	16.8
5	18	16.97
5	19	17.03
5	20	16.81
5	21	16.29
5	22	15.71
5	23	14.95
5	24	15.57
6	1	0.07
6	2	0.0
6	3	0.0
6	4	0.45
6	5	2.24
6	6	3.52
6	7	6.66
6	8	8.04
6	9	6.71
6	10	9.82
6	11	8.5
6	12	4.97
6	13	5.42
6	14	5.66
6	15	6.04
6	16	7.22
6	17	9.03
6	18	19.92
6	19	21.95
6	20	10.0
6	21	8.04
6	22	6.03
6	23	4.98
6	24	3.78
7	1	17.16
7	2	16.49
7	3	17.16
7	4	16.24
7	5	16.31
7	6	18.33
7	7	19.84
7	8	20.51
7	9	20.48
7	10	20.42
7	11	20.19
7	12	19.1
7	13	18.89
7	14	18.99
7	15	18.84
7	16	19.0
7	17	19.12
7	18	19.46
7	19	19.61
7	20	19.64
7	21	19.17
7	22	18.32
7	23	17.53
7	24	18.57
8	1	0.86
8	2	0.95
8	3	1.17
8	4	2.41
8	5	6.12
8	6	13.2
8	7	13.42
8	8	7.64
8	9	0.0
8	10	1.01
8	11	4.94
8	12	5.67
8	13	5.1
8	14	4.39
8	15	9.99
8	16	24.84
8	17	37.7
8	18	42.29
8	19	45.03
8	20	47.41
8	21	49.9
8	22	49.72
8	23	47.76
8	24	47.06
9	1	25.13
9	2	24.05
9	3	24.09
9	4	24.04
9	5	24.05
9	6	27.01
9	7	31.56
9	8	48.92
9	9	40.98
9	10	40.97
9	11	35.92
9	12	32.91
9	13	31.49
9	14	31.52
9	15	31.16
9	16	31.91
9	17	31.69
9	18	31.96
9	19	31.31
9	20	31.25
9	21	35.01
9	22	34.67
9	23	30.71
9	24	28.99
10	1	29.0
10	2	28.03
10	3	27.91
10	4	27.78
10	5	27.37
10	6	28.02
10	7	28.76
10	8	29.9
10	9	30.28
10	10	30.02
10	11	31.64
10	12	30.69
10	13	23.95
10	14	12.28
10	15	24.95
10	16	29.95
10	17	28.03
10	18	28.03
10	19	27.99
10	20	27.92
10	21	27.79
10	22	29.91
10	23	28.7
10	24	27.61
11	1	45.08
11	2	45.31
11	3	46.09
11	4	47.51
11	5	48.25
11	6	49.94
11	7	51.26
11	8	50.23
11	9	48.25
11	10	39.12
11	11	39.99
11	12	39.55
11	13	37.84
11	14	34.92
11	15	39.21
11	16	39.87
11	17	46.28
11	18	51.51
11	19	50.96
11	20	48.28
11	21	45.02
11	22	40.83
11	23	26.01
11	24	11.3
12	1	31.67
12	2	25.64
12	3	17.45
12	4	9.77
12	5	9.95
12	6	26.47
12	7	30.0
12	8	30.33
12	9	23.95
12	10	3.58
12	11	0.0
12	12	-0.04
12	13	-5.18
12	14	-19.66
12	15	-18.6
12	16	-0.06
12	17	1.51
12	18	11.72
12	19	30.84
12	20	36.48
12	21	37.67
12	22	37.55
12	23	36.99
12	24	30.44
13	1	16.74
13	2	15.86
13	3	15.78
13	4	15.62
13	5	15.87
13	6	18.06
13	7	18.63
13	8	19.96
13	9	19.94
13	10	19.67
13	11	19.94
13	12	15.11
13	13	9.94
13	14	10.01
13	15	15.8
13	16	22.64
13	17	18.98
13	18	18.67
13	19	18.33
13	20	18.35
13	21	18.19
13	22	18.2
13	23	16.4
13	24	14.12
14	1	18.3
14	2	18.17
14	3	18.25
14	4	18.35
14	5	19.0
14	6	20.49
14	7	22.25
14	8	22.61
14	9	22.49
14	10	22.38
14	11	22.24
14	12	20.24
14	13	16.93
14	14	19.86
14	15	20.95
14	16	22.06
14	17	21.98
14	18	21.74
14	19	21.77
14	20	21.77
14	21	21.72
14	22	20.56
14	23	19.68
14	24	13.76
15	1	41.25
15	2	40.97
15	3	37.96
15	4	38.38
15	5	36.98
15	6	17.61
15	7	4.54
15	8	2.6
15	9	-0.99
15	10	-2.57
15	11	-4.07
15	12	-5.09
15	13	-6.58
15	14	-5.16
15	15	-2.09
15	16	-0.04
15	17	2.59
15	18	29.51
15	19	40.09
15	20	43.18
15	21	42.6
15	22	41.95
15	23	35.61
15	24	26.84
16	1	17.79
16	2	6.65
16	3	5.49
16	4	17.9
16	5	36.22
16	6	49.0
16	7	53.29
16	8	59.02
16	9	56.36
16	10	52.05
16	11	46.15
16	12	42.96
16	13	42.37
16	14	43.21
16	15	48.53
16	16	51.67
16	17	55.0
16	18	57.83
16	19	57.1
16	20	56.78
16	21	56.72
16	22	54.24
16	23	52.35
16	24	57.36
17	1	35.75
17	2	24.46
17	3	12.49
17	4	12.49
17	5	20.6
17	6	37.59
17	7	41.06
17	8	41.55
17	9	40.28
17	10	38.91
17	11	39.09
17	12	38.78
17	13	39.02
17	14	39.68
17	15	41.47
17	16	42.44
17	17	45.61
17	18	47.54
17	19	48.93
17	20	58.6
17	21	59.81
17	22	58.6
17	23	54.52
17	24	45.54
18	1	0.34
18	2	0.04
18	3	0.04
18	4	0.11
18	5	0.43
18	6	1.83
18	7	2.98
18	8	6.1
18	9	6.2
18	10	6.03
18	11	5.05
18	12	4.99
18	13	2.49
18	14	2.6
18	15	2.98
18	16	3.76
18	17	3.61
18	18	3.52
18	19	3.29
18	20	3.31
18	21	2.46
18	22	1.0
18	23	0.42
18	24	0.0
19	1	10.04
19	2	8.02
19	3	7.03
19	4	7.04
19	5	10.53
19	6	17.91
19	7	49.42
19	8	53.39
19	9	48.08
19	10	42.6
19	11	19.99
19	12	12.99
19	13	12.02
19	14	12.68
19	15	14.87
19	16	19.57
19	17	42.08
19	18	47.81
19	19	49.93
19	20	49.27
19	21	19.28
19	22	18.52
19	23	15.02
19	24	16.02
20	1	0.86
20	2	0.95
20	3	1.17
20	4	2.41
20	5	6.12
20	6	13.2
20	7	13.42
20	8	7.64
20	9	0.0
20	10	1.01
20	11	4.94
20	12	5.67
20	13	5.1
20	14	4.39
20	15	9.99
20	16	24.84
20	17	37.7
20	18	42.29
20	19	45.03
20	20	47.41
20	21	49.9
20	22	49.72
20	23	47.76
20	24	47.06
21	1	17.16
21	2	16.49
21	3	17.16
21	4	16.24
21	5	16.31
21	6	18.33
21	7	19.84
21	8	20.51
21	9	20.48
21	10	20.42
21	11	20.19
21	12	19.1
21	13	18.89
21	14	18.99
21	15	18.84
21	16	19.0
21	17	19.12
21	18	19.46
21	19	19.61
21	20	19.64
21	21	19.17
21	22	18.32
21	23	17.53
21	24	18.57
22	1	19.62
22	2	19.34
22	3	19.39
22	4	19.63
22	5	19.79
22	6	20.46
22	7	20.97
22	8	21.88
22	9	22.48
22	10	21.99
22	11	21.55
22	12	20.99
22	13	17.8
