Node	Time	ActivationDownPrice
3	1	31.5
3	2	31.5
3	3	31.5
3	4	31.5
3	5	34.0
3	6	34.0
3	7	108.55
3	8	35.0
3	9	34.0
3	10	32.0
3	11	25.0
3	12	25.0
3	13	24.9
3	14	12.0
3	15	10.0
3	16	4.0
3	17	17.0
3	18	20.5
3	19	29.0
3	20	30.5
3	21	40.01
3	22	39.57
3	23	38.62
3	24	36.87
4	1	28.0
4	2	26.6
4	3	23.81
4	4	23.81
4	5	27.93
4	6	26.5
4	7	18.0
4	8	38.09
4	9	33.28
4	10	20.36
4	11	16.0
4	12	16.0
4	13	16.21
4	14	15.07
4	15	27.87
4	16	29.89
4	17	32.41
4	18	32.51
4	19	32.08
4	20	31.67
4	21	32.16
4	22	3.0
4	23	-1.5
4	24	0.0
5	1	29.11
5	2	28.61
5	3	28.51
5	4	28.69
5	5	28.88
5	6	29.76
5	7	31.58
5	8	37.4
5	9	44.17
5	10	44.0
5	11	40.34
5	12	39.64
5	13	33.77
5	14	33.37
5	15	32.51
5	16	33.28
5	17	33.42
5	18	32.82
5	19	36.75
5	20	38.37
5	21	36.12
5	22	34.72
5	23	30.79
5	24	29.07
6	1	4.05
6	2	1.19
6	3	1.01
6	4	1.0
6	5	1.0
6	6	1.0
6	7	1.0
6	8	3.75
6	9	4.45
6	10	4.92
6	11	5.0
6	12	4.94
6	13	4.38
6	14	4.47
6	15	4.58
6	16	4.51
6	17	4.8
6	18	5.97
6	19	10.96
6	20	10.2
6	21	6.71
6	22	0.0
6	23	0.0
6	24	0.0
7	1	22.98
7	2	22.9
7	3	22.33
7	4	22.24
7	5	22.12
7	6	22.5
7	7	23.77
7	8	23.92
7	9	24.18
7	10	24.0
7	11	24.0
7	12	20.0
7	13	11.73
7	14	19.0
7	15	13.5
7	16	13.5
7	17	10.0
7	18	10.0
7	19	22.34
7	20	22.97
7	21	22.91
7	22	23.11
7	23	23.36
7	24	23.48
8	1	-10.0
8	2	-13.0
8	3	-13.0
8	4	-18.0
8	5	-18.0
8	6	-9.0
8	7	-6.0
8	8	0.0
8	9	0.0
8	10	1.01
8	11	1.73
8	12	5.67
8	13	5.1
8	14	4.39
8	15	9.99
8	16	24.84
8	17	37.7
8	18	42.29
8	19	45.03
8	20	41.5
8	21	41.5
8	22	43.0
8	23	41.5
8	24	42.0
9	1	0.0
9	2	0.0
9	3	-3.0
9	4	-4.0
9	5	-4.0
9	6	0.0
9	7	20.11
9	8	46.93
9	9	47.55
9	10	40.6
9	11	48.07
9	12	45.7
9	13	30.0
9	14	30.0
9	15	30.0
9	16	31.56
9	17	50.63
9	18	49.42
9	19	29.99
9	20	24.13
9	21	25.1
9	22	10.0
9	23	10.0
9	24	17.04
10	1	29.59
10	2	29.34
10	3	29.42
10	4	29.34
10	5	20.0
10	6	26.67
10	7	49.49
10	8	54.68
10	9	35.38
10	10	31.87
10	11	31.41
10	12	28.23
10	13	29.16
10	14	20.24
10	15	26.5
10	16	26.5
10	17	31.14
10	18	33.83
10	19	33.83
10	20	30.69
10	21	30.2
10	22	30.31
10	23	2.0
10	24	0.0
11	1	62.35
11	2	59.94
11	3	58.79
11	4	57.77
11	5	59.21
11	6	63.01
11	7	66.89
11	8	82.93
11	9	100.98
11	10	93.7
11	11	83.0
11	12	76.8
11	13	65.29
11	14	63.75
11	15	63.38
11	16	64.52
11	17	75.81
11	18	90.99
11	19	93.02
11	20	86.32
11	21	76.53
11	22	67.94
11	23	63.75
11	24	59.94
12	1	60.63
12	2	59.34
12	3	57.55
12	4	56.54
12	5	56.82
12	6	59.66
12	7	61.49
12	8	70.63
12	9	62.0
12	10	62.5
12	11	63.86
12	12	63.29
12	13	62.63
12	14	58.53
12	15	59.0
12	16	62.0
12	17	76.1
12	18	80.56
12	19	84.89
12	20	81.85
12	21	74.15
12	22	67.48
12	23	66.02
12	24	61.99
13	1	75.67
13	2	64.21
13	3	64.42
13	4	64.26
13	5	64.08
13	6	68.21
13	7	103.59
13	8	122.44
13	9	131.14
13	10	129.89
13	11	122.61
13	12	105.53
13	13	95.13
13	14	85.54
13	15	85.63
13	16	69.56
13	17	72.47
13	18	78.77
13	19	109.25
13	20	107.14
13	21	75.06
13	22	74.97
13	23	65.69
13	24	58.24
14	1	11.04
14	2	9.07
14	3	6.76
14	4	5.0
14	5	1.0
14	6	5.0
14	7	28.91
14	8	36.0
14	9	33.0
14	10	26.5
14	11	32.5
14	12	32.5
14	13	34.0
14	14	35.0
14	15	35.0
14	16	35.0
14	17	32.0
14	18	32.0
14	19	32.0
14	20	30.0
14	21	30.0
14	22	30.5
14	23	23.0
14	24	23.0
