Node	Time	CapacityUpPrice
1	1	2.0
1	2	2.0
1	3	2.0
1	4	2.0
1	5	2.0
1	6	2.2
1	7	2.2
1	8	2.2
1	9	2.0
1	10	2.0
1	11	2.0
1	12	2.0
1	13	2.0
1	14	2.0
1	15	2.0
1	16	2.0
1	17	2.0
1	18	2.2
1	19	9.9
1	20	25.0
1	21	25.0
1	22	12.0
1	23	6.0
1	24	1.8
2	1	2.4
2	2	1.6
2	3	1.6
2	4	1.6
2	5	1.6
2	6	2.4
2	7	10.4
2	8	14.4
2	9	16.0
2	10	8.8
2	11	8.8
2	12	7.2
2	13	6.4
2	14	5.6
2	15	4.8
2	16	4.0
2	17	6.4
2	18	30.4
2	19	32.8
2	20	16.0
2	21	15.2
2	22	15.2
2	23	13.6
2	24	5.0
3	1	2.0
3	2	2.0
3	3	2.0
3	4	2.0
3	5	2.0
3	6	8.0
3	7	45.0
3	8	72.0
3	9	49.0
3	10	28.6
3	11	10.0
3	12	6.5
3	13	5.0
3	14	3.9
3	15	5.0
3	16	6.0
3	17	5.2
3	18	6.0
3	19	44.0
3	20	44.2
3	21	43.0
3	22	37.69
3	23	2.0
3	24	5.0
4	1	2.0
4	2	2.0
4	3	2.0
4	4	2.0
4	5	5.0
4	6	13.5
4	7	25.0
4	8	25.0
4	9	15.0
4	10	8.5
4	11	7.0
4	12	5.5
4	13	5.0
4	14	4.0
4	15	4.0
4	16	5.0
4	17	6.5
4	18	13.0
4	19	18.0
4	20	20.0
4	21	20.0
4	22	18.0
4	23	7.5
4	24	3.0
5	1	1.8
5	2	1.8
5	3	1.8
5	4	1.8
5	5	2.0
5	6	5.0
5	7	5.4
5	8	6.0
5	9	5.4
5	10	5.0
5	11	5.0
5	12	5.0
5	13	5.0
5	14	5.0
5	15	5.4
5	16	6.0
5	17	6.0
5	18	6.0
5	19	6.0
5	20	6.0
5	21	6.0
5	22	4.8
5	23	5.0
5	24	6.0
6	1	9.0
6	2	9.0
6	3	9.0
6	4	9.0
6	5	10.0
6	6	43.0
6	7	99.0
6	8	95.0
6	9	76.0
6	10	58.0
6	11	37.0
6	12	32.0
6	13	27.0
6	14	24.0
6	15	26.0
6	16	35.0
6	17	40.0
6	18	40.0
6	19	35.0
6	20	24.0
6	21	17.4
6	22	15.0
6	23	9.0
6	24	5.0
