Node	Time	CapacityDownPrice
1	1	4.0
1	2	4.0
1	3	4.0
1	4	4.0
1	5	4.0
1	6	3.0
1	7	2.0
1	8	2.0
1	9	2.0
1	10	2.0
1	11	2.0
1	12	4.0
1	13	15.0
1	14	15.0
1	15	4.0
1	16	2.0
1	17	2.0
1	18	2.0
1	19	2.0
1	20	2.0
1	21	2.0
1	22	2.0
1	23	2.0
1	24	3.0
2	1	10.0
2	2	10.0
2	3	10.0
2	4	10.0
2	5	10.0
2	6	10.0
2	7	4.0
2	8	2.0
2	9	2.0
2	10	2.0
2	11	2.0
2	12	5.0
2	13	6.0
2	14	6.92
2	15	5.0
2	16	2.0
2	17	2.0
2	18	2.0
2	19	3.0
2	20	3.0
2	21	3.0
2	22	3.0
2	23	6.0
2	24	2.0
3	1	18.0
3	2	19.0
3	3	20.0
3	4	23.0
3	5	27.0
3	6	24.0
3	7	25.0
3	8	3.0
3	9	9.0
3	10	10.7
3	11	39.0
3	12	41.0
3	13	45.0
3	14	45.0
3	15	40.6
3	16	13.5
3	17	7.99
3	18	2.0
3	19	13.0
3	20	13.0
3	21	14.0
3	22	16.0
3	23	17.0
3	24	9.0
4	1	7.0
4	2	7.0
4	3	7.0
4	4	7.0
4	5	6.0
4	6	6.0
4	7	6.0
4	8	6.0
4	9	6.0
4	10	4.0
4	11	6.0
4	12	7.0
4	13	14.4
4	14	20.7
4	15	11.7
4	16	5.0
4	17	3.0
4	18	2.0
4	19	2.0
4	20	2.0
4	21	5.0
4	22	5.0
4	23	5.0
4	24	5.0
5	1	4.5
5	2	5.0
5	3	11.77
5	4	7.86
5	5	4.5
5	6	3.5
5	7	2.5
5	8	2.0
5	9	2.0
5	10	2.0
5	11	2.0
5	12	6.0
5	13	13.0
5	14	13.0
5	15	6.0
5	16	2.0
5	17	2.0
5	18	2.0
5	19	3.0
5	20	4.0
5	21	4.0
5	22	2.5
5	23	3.5
5	24	10.0
6	1	2.0
6	2	3.0
6	3	3.0
6	4	2.0
6	5	2.0
6	6	2.0
6	7	2.0
6	8	3.0
6	9	2.0
6	10	2.0
6	11	2.0
6	12	2.0
6	13	2.0
6	14	2.0
6	15	2.0
6	16	2.0
6	17	2.0
6	18	2.0
6	19	2.0
6	20	2.0
6	21	2.0
6	22	2.0
6	23	2.0
6	24	2.0
7	1	9.0
7	2	9.0
7	3	9.0
7	4	9.0
7	5	9.0
7	6	9.0
7	7	9.0
7	8	9.0
7	9	4.0
7	10	4.0
7	11	3.0
7	12	3.5
7	13	3.5
7	14	3.5
7	15	3.5
7	16	3.5
7	17	3.5
7	18	2.0
7	19	3.5
7	20	4.0
7	21	4.0
7	22	2.5
7	23	9.0
7	24	9.0
8	1	3.3
8	2	6.0
8	3	6.0
8	4	6.0
8	5	3.3
8	6	2.2
8	7	2.0
8	8	2.0
8	9	2.0
8	10	2.2
8	11	2.0
8	12	2.0
8	13	2.0
8	14	2.0
8	15	2.0
8	16	2.0
8	17	2.0
8	18	2.2
8	19	2.0
8	20	2.2
8	21	2.0
8	22	2.0
8	23	2.2
8	24	2.4
