Node	Time	ActivationFactorID_UP_Reg
3	1	1
3	2	1
3	3	0
3	4	0
3	5	0
3	6	0
3	7	0
3	8	1
3	9	1
3	10	1
3	11	0
3	12	0
3	13	0
3	14	1
3	15	0
3	16	1
3	17	0
3	18	1
3	19	1
3	20	0
3	21	0
3	22	1
3	23	0
3	24	1
4	1	1
4	2	0
4	3	1
4	4	0
4	5	0
4	6	0
4	7	0
4	8	0
4	9	1
4	10	0
4	11	1
4	12	0
4	13	1
4	14	0
4	15	1
4	16	0
4	17	1
4	18	0
4	19	0
4	20	0
4	21	1
4	22	0
4	23	0
4	24	0
5	1	0
5	2	0
5	3	0
5	4	0
5	5	0
5	6	0
5	7	1
5	8	0
5	9	0
5	10	0
5	11	1
5	12	0
5	13	0
5	14	0
5	15	0
5	16	1
5	17	0
5	18	0
5	19	0
5	20	0
5	21	1
5	22	0
5	23	1
5	24	0
6	1	1
6	2	0
6	3	1
6	4	0
6	5	0
6	6	0
6	7	0
6	8	0
6	9	0
6	10	0
6	11	0
6	12	0
6	13	0
6	14	0
6	15	1
6	16	0
6	17	1
6	18	0
6	19	1
6	20	1
6	21	1
6	22	1
6	23	0
6	24	1
7	1	0
7	2	1
7	3	0
7	4	0
7	5	0
7	6	0
7	7	0
7	8	0
7	9	1
7	10	0
7	11	1
7	12	1
7	13	1
7	14	0
7	15	0
7	16	0
7	17	0
7	18	0
7	19	0
7	20	0
7	21	0
7	22	0
7	23	0
7	24	0
8	1	1
8	2	1
8	3	0
8	4	1
8	5	1
8	6	0
8	7	1
8	8	0
8	9	0
8	10	1
8	11	0
8	12	0
8	13	0
8	14	1
8	15	0
8	16	0
8	17	0
8	18	0
8	19	0
8	20	0
8	21	0
8	22	0
8	23	1
8	24	0
9	1	0
9	2	0
9	3	0
9	4	0
9	5	0
9	6	0
9	7	0
9	8	1
9	9	0
9	10	0
9	11	0
9	12	0
9	13	0
9	14	0
9	15	0
9	16	1
9	17	0
9	18	0
9	19	1
9	20	0
9	21	0
9	22	0
9	23	0
9	24	0
10	1	0
10	2	0
10	3	0
10	4	0
10	5	0
10	6	0
10	7	0
10	8	0
10	9	0
10	10	0
10	11	1
10	12	0
10	13	1
10	14	1
10	15	1
10	16	0
10	17	0
10	18	0
10	19	0
10	20	1
10	21	0
10	22	1
10	23	0
10	24	0
11	1	0
11	2	1
11	3	1
11	4	0
11	5	0
11	6	0
11	7	0
11	8	1
11	9	0
11	10	0
11	11	0
11	12	0
11	13	0
11	14	1
11	15	0
11	16	1
11	17	0
11	18	0
11	19	0
11	20	1
11	21	0
11	22	0
11	23	1
11	24	0
12	1	0
12	2	0
12	3	0
12	4	0
12	5	1
12	6	0
12	7	0
12	8	0
12	9	1
12	10	0
12	11	0
12	12	0
12	13	0
12	14	1
12	15	0
12	16	1
12	17	0
12	18	1
12	19	0
12	20	0
12	21	1
12	22	0
12	23	1
12	24	1
13	1	0
13	2	0
13	3	0
13	4	0
13	5	0
13	6	0
13	7	0
13	8	0
13	9	1
13	10	0
13	11	0
13	12	0
13	13	0
13	14	1
13	15	0
13	16	0
13	17	0
13	18	0
13	19	0
13	20	0
13	21	0
13	22	1
13	23	0
13	24	0
14	1	0
14	2	0
14	3	1
14	4	1
14	5	0
14	6	0
14	7	0
14	8	0
14	9	0
14	10	0
14	11	1
14	12	0
14	13	0
14	14	0
14	15	1
14	16	1
14	17	0
14	18	0
14	19	0
14	20	1
14	21	1
14	22	0
14	23	0
14	24	1
15	1	0
15	2	0
15	3	0
15	4	0
15	5	0
15	6	1
15	7	1
15	8	0
15	9	0
15	10	1
15	11	1
15	12	0
15	13	0
15	14	0
15	15	0
15	16	0
15	17	0
15	18	0
15	19	0
15	20	1
15	21	1
15	22	0
15	23	0
15	24	0
16	1	1
16	2	1
16	3	0
16	4	1
16	5	0
16	6	0
16	7	1
16	8	0
16	9	0
16	10	1
16	11	0
16	12	0
16	13	0
16	14	0
16	15	1
16	16	0
16	17	0
16	18	0
16	19	0
16	20	0
16	21	0
16	22	0
16	23	0
16	24	1
17	1	1
17	2	0
17	3	1
17	4	1
17	5	1
17	6	0
17	7	0
17	8	0
17	9	1
17	10	0
17	11	0
17	12	0
17	13	1
17	14	1
17	15	0
17	16	0
17	17	0
17	18	0
17	19	0
17	20	1
17	21	0
17	22	1
17	23	1
17	24	0
18	1	0
18	2	0
18	3	1
18	4	0
18	5	1
18	6	0
18	7	1
18	8	1
18	9	0
18	10	0
18	11	1
18	12	0
18	13	0
18	14	1
18	15	0
18	16	1
18	17	0
18	18	0
18	19	0
18	20	0
18	21	1
18	22	0
18	23	1
18	24	1
19	1	0
19	2	0
19	3	0
19	4	1
19	5	0
19	6	0
19	7	0
19	8	0
19	9	0
19	10	0
19	11	0
19	12	0
19	13	1
19	14	0
19	15	0
19	16	1
19	17	0
19	18	0
19	19	0
19	20	0
19	21	0
19	22	0
19	23	0
19	24	1
20	1	1
20	2	0
20	3	0
20	4	1
20	5	0
20	6	1
20	7	0
20	8	0
20	9	0
20	10	0
20	11	0
20	12	1
20	13	0
20	14	0
20	15	1
20	16	0
20	17	0
20	18	0
20	19	0
20	20	0
20	21	1
20	22	1
20	23	1
20	24	0
21	1	1
21	2	0
21	3	0
21	4	0
21	5	1
21	6	1
21	7	0
21	8	0
21	9	0
21	10	0
21	11	0
21	12	1
21	13	0
21	14	1
21	15	0
21	16	0
21	17	0
21	18	0
21	19	0
21	20	0
21	21	0
21	22	0
21	23	0
21	24	0
22	1	0
22	2	1
22	3	0
22	4	1
22	5	0
22	6	0
22	7	1
22	8	0
22	9	1
22	10	0
22	11	0
22	12	0
22	13	0
22	14	0
22	15	0
22	16	0
22	17	0
22	18	1
22	19	1
22	20	0
22	21	0
22	22	1
22	23	0
22	24	0
23	1	1
23	2	0
23	3	1
23	4	0
23	5	0
23	6	1
23	7	1
23	8	0
23	9	1
23	10	0
23	11	0
23	12	0
23	13	0
23	14	0
23	15	0
23	16	1
23	17	0
23	18	0
23	19	0
23	20	0
23	21	0
23	22	0
23	23	0
23	24	1
24	1	0
24	2	1
24	3	0
24	4	0
24	5	0
24	6	0
24	7	1
24	8	0
24	9	0
24	10	1
24	11	1
24	12	1
24	13	0
24	14	0
24	15	1
24	16	0
24	17	0
24	18	0
24	19	0
24	20	0
24	21	1
24	22	1
24	23	0
24	24	0
25	1	1
25	2	0
25	3	1
25	4	0
25	5	0
25	6	0
25	7	1
25	8	1
25	9	0
25	10	1
25	11	0
25	12	0
25	13	0
25	14	1
25	15	0
25	16	1
25	17	0
25	18	0
25	19	0
25	20	1
25	21	1
25	22	0
25	23	0
25	24	1
26	1	0
26	2	0
26	3	0
26	4	1
26	5	0
26	6	1
26	7	0
26	8	0
26	9	0
26	10	0
26	11	0
26	12	1
26	13	0
26	14	0
26	15	0
26	16	0
26	17	0
26	18	0
26	19	0
26	20	1
26	21	0
26	22	1
26	23	0
26	24	1
