Node	Time	CapacityUpPrice
1	1	2.0
1	2	2.0
1	3	2.5
1	4	2.5
1	5	6.0
1	6	12.0
1	7	41.0
1	8	43.0
1	9	22.0
1	10	11.0
1	11	13.0
1	12	6.0
1	13	4.0
1	14	4.0
1	15	4.0
1	16	6.0
1	17	7.0
1	18	24.51
1	19	27.0
1	20	27.0
1	21	26.0
1	22	20.0
1	23	13.0
1	24	5.0
2	1	2.0
2	2	2.0
2	3	2.0
2	4	2.0
2	5	3.5
2	6	7.0
2	7	10.0
2	8	11.0
2	9	9.0
2	10	7.0
2	11	5.0
2	12	5.0
2	13	4.0
2	14	4.0
2	15	4.0
2	16	5.0
2	17	6.0
2	18	9.0
2	19	10.0
2	20	10.0
2	21	9.11
2	22	9.0
2	23	5.0
2	24	3.5
3	1	2.0
3	2	2.0
3	3	2.0
3	4	2.0
3	5	2.0
3	6	2.0
3	7	2.0
3	8	2.0
3	9	2.0
3	10	2.0
3	11	2.0
3	12	2.0
3	13	2.0
3	14	2.0
3	15	2.0
3	16	2.0
3	17	2.0
3	18	2.0
3	19	2.8
3	20	4.2
3	21	4.2
3	22	3.0
3	23	2.0
3	24	3.0
4	1	1.8
4	2	1.8
4	3	1.8
4	4	1.8
4	5	1.8
4	6	1.8
4	7	1.8
4	8	1.8
4	9	1.8
4	10	2.0
4	11	2.0
4	12	2.0
4	13	2.0
4	14	1.8
4	15	1.8
4	16	1.8
4	17	1.8
4	18	2.0
4	19	2.0
4	20	2.0
4	21	2.0
4	22	2.0
4	23	2.0
4	24	2.0
5	1	3.0
5	2	3.0
5	3	3.0
5	4	3.0
5	5	3.5
5	6	13.0
5	7	30.17
5	8	26.5
5	9	13.0
5	10	11.5
5	11	7.0
5	12	6.0
5	13	5.0
5	14	4.0
5	15	4.0
5	16	5.0
5	17	8.5
5	18	5.5
5	19	26.5
5	20	26.5
5	21	25.0
5	22	24.0
5	23	6.0
5	24	3.5
6	1	6.0
6	2	6.0
6	3	6.0
6	4	6.0
6	5	30.0
6	6	63.0
6	7	129.0
6	8	138.0
6	9	120.0
6	10	126.0
6	11	120.0
6	12	114.0
6	13	114.0
6	14	114.0
6	15	126.0
6	16	116.0
6	17	120.0
6	18	147.0
6	19	144.0
6	20	120.0
6	21	99.0
6	22	81.0
6	23	36.0
6	24	32.0
7	1	3.0
7	2	2.0
7	3	2.0
7	4	2.0
7	5	2.0
7	6	2.5
7	7	8.0
7	8	10.0
7	9	9.5
7	10	8.5
7	11	7.5
7	12	6.5
7	13	6.5
7	14	8.5
7	15	8.5
7	16	8.5
7	17	9.0
7	18	9.0
7	19	8.0
7	20	10.0
7	21	8.5
7	22	10.0
7	23	6.0
7	24	3.0
8	1	8.8
8	2	7.7
8	3	8.0
8	4	6.0
8	5	13.2
8	6	69.3
8	7	100.1
8	8	110.88
8	9	108.96
8	10	70.0
8	11	51.7
8	12	77.0
8	13	38.0
8	14	53.9
8	15	38.0
8	16	62.7
8	17	70.0
8	18	55.0
8	19	68.2
8	20	50.6
8	21	44.0
8	22	27.5
8	23	16.5
8	24	5.0
