Node	Time	ActivationUpPrice
3	1	30.21
3	2	15.39
3	3	7.01
3	4	8.7
3	5	4.98
3	6	4.91
3	7	4.11
3	8	0.97
3	9	0.0
3	10	1.56
3	11	10.4
3	12	10.42
3	13	3.0
3	14	-5.0
3	15	-4.36
3	16	4.0
3	17	26.28
3	18	39.0
3	19	39.0
3	20	42.73
3	21	44.99
3	22	37.62
3	23	33.99
3	24	33.52
4	1	15.0
4	2	15.0
4	3	15.0
4	4	15.0
4	5	15.0
4	6	15.0
4	7	15.0
4	8	10.87
4	9	10.88
4	10	10.63
4	11	10.0
4	12	10.0
4	13	10.07
4	14	12.53
4	15	11.0
4	16	16.0
4	17	16.0
4	18	13.5
4	19	10.69
4	20	9.02
4	21	7.44
4	22	7.44
4	23	7.16
4	24	6.94
5	1	17.55
5	2	8.4
5	3	5.53
5	4	9.02
5	5	22.41
5	6	36.09
5	7	56.51
5	8	65.0
5	9	49.0
5	10	36.11
5	11	24.39
5	12	19.92
5	13	13.72
5	14	14.99
5	15	22.61
5	16	26.97
5	17	32.72
5	18	35.99
5	19	36.63
5	20	34.14
5	21	25.78
5	22	20.65
5	23	10.16
5	24	3.31
6	1	92.0
6	2	92.0
6	3	92.0
6	4	92.0
6	5	92.0
6	6	98.0
6	7	120.0
6	8	135.0
6	9	250.0
6	10	250.0
6	11	250.0
6	12	493.48
6	13	126.0
6	14	97.69
6	15	107.45
6	16	120.0
6	17	134.0
6	18	139.401
6	19	139.401
6	20	139.401
6	21	125.0
6	22	99.96
6	23	91.69
6	24	90.91
7	1	22.91
7	2	21.19
7	3	15.2
7	4	16.66
7	5	17.82
7	6	16.73
7	7	19.72
7	8	25.55
7	9	21.42
7	10	26.0
7	11	28.97
7	12	29.76
7	13	29.63
7	14	28.41
7	15	26.25
7	16	27.44
7	17	29.09
7	18	28.95
7	19	29.77
7	20	26.01
7	21	26.89
7	22	23.71
7	23	23.45
7	24	22.6
8	1	67.0
8	2	58.39
8	3	59.0
8	4	59.0
8	5	59.0
8	6	59.0
8	7	62.7
8	8	74.0
8	9	74.0
