Node	Time	CapacityUpPrice
1	1	2.0
1	2	2.0
1	3	2.0
1	4	2.0
1	5	5.5
1	6	33.0
1	7	88.5
1	8	72.5
1	9	48.5
1	10	33.0
1	11	13.0
1	12	12.0
1	13	9.5
1	14	9.0
1	15	6.0
1	16	9.0
1	17	18.0
1	18	25.0
1	19	25.0
1	20	25.0
1	21	25.0
1	22	25.0
1	23	10.0
1	24	3.5
2	1	2.0
2	2	2.0
2	3	2.0
2	4	2.0
2	5	2.4
2	6	8.0
2	7	15.0
2	8	13.0
2	9	10.0
2	10	9.5
2	11	5.5
2	12	6.5
2	13	4.0
2	14	4.0
2	15	3.0
2	16	3.0
2	17	6.0
2	18	9.5
2	19	11.5
2	20	9.5
2	21	9.5
2	22	8.5
2	23	6.0
2	24	2.4
3	1	3.0
3	2	3.0
3	3	3.0
3	4	3.0
3	5	6.0
3	6	14.0
3	7	44.0
3	8	43.0
3	9	17.0
3	10	11.0
3	11	8.0
3	12	6.0
3	13	4.5
3	14	4.0
3	15	4.0
3	16	7.0
3	17	16.0
3	18	17.0
3	19	44.0
3	20	43.0
3	21	42.0
3	22	25.0
3	23	9.0
3	24	6.0
4	1	2.0
4	2	2.0
4	3	2.0
4	4	2.0
4	5	2.0
4	6	14.0
4	7	6.0
4	8	6.0
4	9	6.0
4	10	33.0
4	11	14.0
4	12	12.0
4	13	6.0
4	14	6.0
4	15	5.0
4	16	8.0
4	17	16.0
4	18	20.0
4	19	6.0
4	20	24.0
4	21	24.0
4	22	6.0
4	23	8.0
4	24	3.0
5	1	4.0
5	2	2.4
5	3	2.4
5	4	2.4
5	5	2.4
5	6	4.0
5	7	30.0
5	8	39.0
5	9	43.0
5	10	44.0
5	11	39.0
5	12	20.0
5	13	7.0
5	14	6.0
5	15	5.0
5	16	12.0
5	17	16.0
5	18	30.0
5	19	39.0
5	20	44.0
5	21	39.0
5	22	43.0
5	23	39.0
5	24	8.0
6	1	18.0
6	2	4.0
6	3	3.0
6	4	4.0
6	5	5.0
6	6	16.0
6	7	96.0
6	8	91.0
6	9	151.0
6	10	73.0
6	11	73.0
6	12	66.0
6	13	63.93
6	14	45.0
6	15	44.0
6	16	43.0
6	17	51.0
6	18	101.64
6	19	68.0
6	20	51.0
6	21	51.0
6	22	129.0
6	23	102.0
6	24	78.0
