Node	Time	Res_CapacityDownVolume
1	1	200.0
1	2	200.0
1	3	200.0
1	4	200.0
1	5	200.0
1	6	200.0
1	7	200.0
1	8	200.0
1	9	200.0
1	10	200.0
1	11	200.0
1	12	200.0
1	13	200.0
1	14	200.0
1	15	200.0
1	16	200.0
1	17	200.0
1	18	160.0
1	19	200.0
1	20	200.0
1	21	200.0
1	22	200.0
1	23	200.0
1	24	200.0
2	1	282.0
2	2	282.0
2	3	282.0
2	4	282.0
2	5	282.0
2	6	282.0
2	7	250.0
2	8	250.0
2	9	250.0
2	10	250.0
2	11	300.0
2	12	362.0
2	13	362.0
2	14	362.0
2	15	362.0
2	16	200.0
2	17	200.0
2	18	200.0
2	19	282.0
2	20	282.0
2	21	282.0
2	22	282.0
2	23	282.0
2	24	377.0
3	1	366.0
3	2	366.0
3	3	366.0
3	4	366.0
3	5	366.0
3	6	306.0
3	7	250.0
3	8	250.0
3	9	250.0
3	10	250.0
3	11	300.0
3	12	386.0
3	13	386.0
3	14	386.0
3	15	386.0
3	16	250.0
3	17	200.0
3	18	200.0
3	19	300.0
3	20	300.0
3	21	300.0
3	22	300.0
3	23	350.0
3	24	366.0
4	1	430.0
4	2	433.0
4	3	433.0
4	4	433.0
4	5	450.0
4	6	388.0
4	7	250.0
4	8	187.0
4	9	177.0
4	10	173.0
4	11	177.0
4	12	381.0
4	13	397.0
4	14	397.0
4	15	397.0
4	16	177.0
4	17	190.0
4	18	200.0
4	19	287.0
4	20	300.0
4	21	284.0
4	22	282.0
4	23	350.0
4	24	279.0
5	1	378.0
5	2	378.0
5	3	378.0
5	4	378.0
5	5	378.0
5	6	378.0
5	7	350.0
5	8	250.0
5	9	250.0
5	10	250.0
5	11	250.0
5	12	240.0
5	13	343.0
5	14	408.0
5	15	418.0
5	16	378.0
5	17	200.0
5	18	200.0
5	19	200.0
5	20	300.0
5	21	300.0
5	22	300.0
5	23	290.0
5	24	331.0
6	1	247.0
6	2	247.0
6	3	247.0
6	4	247.0
6	5	247.0
6	6	247.0
6	7	247.0
6	8	136.0
6	9	136.0
6	10	136.0
6	11	136.0
6	12	136.0
6	13	247.0
6	14	247.0
6	15	247.0
6	16	247.0
6	17	197.0
6	18	136.0
6	19	136.0
6	20	136.0
6	21	136.0
6	22	193.0
6	23	247.0
6	24	177.0
7	1	398.0
7	2	398.0
7	3	398.0
7	4	398.0
7	5	398.0
7	6	320.0
7	7	155.0
7	8	155.0
7	9	155.0
7	10	170.0
7	11	202.0
7	12	248.0
7	13	248.0
7	14	248.0
7	15	398.0
7	16	200.0
7	17	120.0
7	18	55.0
7	19	155.0
7	20	155.0
7	21	248.0
7	22	155.0
7	23	270.0
7	24	450.0
8	1	213.0
8	2	213.0
8	3	213.0
8	4	213.0
8	5	213.0
8	6	155.0
8	7	205.0
8	8	205.0
8	9	205.0
8	10	205.0
8	11	205.0
8	12	205.0
8	13	205.0
8	14	205.0
8	15	155.0
8	16	155.0
8	17	155.0
8	18	155.0
8	19	155.0
8	20	155.0
8	21	155.0
8	22	213.0
8	23	213.0
8	24	225.0
9	1	346.0
9	2	346.0
9	3	346.0
9	4	346.0
9	5	346.0
9	6	346.0
9	7	250.0
9	8	250.0
9	9	250.0
9	10	250.0
9	11	285.0
9	12	335.0
9	13	385.0
9	14	385.0
9	15	346.0
9	16	185.0
9	17	185.0
9	18	185.0
9	19	285.0
9	20	285.0
9	21	275.0
9	22	288.0
9	23	337.0
9	24	352.0
10	1	0.0
10	2	0.0
10	3	0.0
10	4	0.0
10	5	35.0
10	6	0.0
10	7	0.0
10	8	35.0
10	9	0.0
10	10	0.0
10	11	0.0
10	12	0.0
10	13	0.0
10	14	0.0
10	15	0.0
10	16	24.0
10	17	35.0
10	18	35.0
10	19	35.0
10	20	35.0
10	21	0.0
10	22	0.0
10	23	0.0
10	24	35.0
11	1	25.0
11	2	31.0
11	3	31.0
11	4	31.0
11	5	31.0
11	6	31.0
11	7	31.0
11	8	31.0
11	9	31.0
11	10	31.0
11	11	31.0
11	12	31.0
11	13	31.0
11	14	31.0
11	15	31.0
11	16	31.0
11	17	31.0
11	18	31.0
11	19	31.0
11	20	25.0
11	21	25.0
11	22	25.0
11	23	25.0
11	24	25.0
12	1	344.0
12	2	344.0
12	3	344.0
12	4	344.0
12	5	344.0
12	6	344.0
12	7	344.0
12	8	230.0
12	9	250.0
12	10	250.0
12	11	250.0
12	12	300.0
12	13	424.0
12	14	424.0
12	15	424.0
12	16	424.0
12	17	200.0
12	18	200.0
12	19	195.0
12	20	260.0
12	21	284.0
12	22	300.0
12	23	300.0
12	24	344.0
13	1	369.0
13	2	369.0
13	3	369.0
13	4	369.0
13	5	369.0
13	6	369.0
13	7	159.0
13	8	105.0
13	9	135.0
13	10	95.0
13	11	95.0
13	12	95.0
13	13	95.0
13	14	75.0
13	15	45.0
13	16	45.0
13	17	45.0
13	18	35.0
13	19	95.0
13	20	95.0
13	21	95.0
13	22	145.0
13	23	192.0
13	24	320.0
14	1	0.0
14	2	0.0
14	3	0.0
14	4	0.0
14	5	0.0
14	6	0.0
14	7	0.0
14	8	0.0
14	9	31.0
14	10	0.0
14	11	0.0
14	12	0.0
14	13	0.0
14	14	0.0
14	15	0.0
14	16	0.0
14	17	12.0
14	18	31.0
14	19	0.0
14	20	0.0
14	21	0.0
14	22	0.0
14	23	0.0
14	24	0.0
