Node	Time	Res_CapacityUpVolume
1	1	33.0
1	2	33.0
1	3	33.0
1	4	33.0
1	5	58.0
1	6	58.0
1	7	58.0
1	8	58.0
1	9	58.0
1	10	58.0
1	11	58.0
1	12	58.0
1	13	58.0
1	14	33.0
1	15	33.0
1	16	33.0
1	17	33.0
1	18	58.0
1	19	58.0
1	20	58.0
1	21	58.0
1	22	58.0
1	23	45.0
1	24	40.0
2	1	55.0
2	2	0.0
2	3	0.0
2	4	0.0
2	5	0.0
2	6	55.0
2	7	100.0
2	8	100.0
2	9	100.0
2	10	100.0
2	11	100.0
2	12	100.0
2	13	100.0
2	14	60.0
2	15	40.0
2	16	55.0
2	17	75.0
2	18	100.0
2	19	100.0
2	20	100.0
2	21	100.0
2	22	100.0
2	23	100.0
2	24	90.0
3	1	15.0
3	2	15.0
3	3	15.0
3	4	15.0
3	5	15.0
3	6	15.0
3	7	129.0
3	8	129.0
3	9	129.0
3	10	75.0
3	11	129.0
3	12	114.0
3	13	114.0
3	14	114.0
3	15	60.0
3	16	75.0
3	17	129.0
3	18	129.0
3	19	129.0
3	20	129.0
3	21	129.0
3	22	75.0
3	23	75.0
3	24	25.0
4	1	25.0
4	2	25.0
4	3	25.0
4	4	25.0
4	5	25.0
4	6	75.0
4	7	75.0
4	8	75.0
4	9	75.0
4	10	65.0
4	11	65.0
4	12	65.0
4	13	50.0
4	14	38.0
4	15	10.0
4	16	10.0
4	17	65.0
4	18	75.0
4	19	75.0
4	20	75.0
4	21	75.0
4	22	75.0
4	23	65.0
4	24	73.0
5	1	35.0
5	2	35.0
5	3	35.0
5	4	35.0
5	5	35.0
5	6	51.0
5	7	51.0
5	8	51.0
5	9	55.0
5	10	55.0
5	11	10.0
5	12	23.0
5	13	10.0
5	14	10.0
5	15	89.0
5	16	89.0
5	17	89.0
5	18	89.0
5	19	89.0
5	20	64.0
5	21	35.0
5	22	35.0
5	23	35.0
5	24	35.0
6	1	35.0
6	2	35.0
6	3	35.0
6	4	35.0
6	5	35.0
6	6	10.0
6	7	10.0
6	8	10.0
6	9	64.0
6	10	89.0
6	11	89.0
6	12	89.0
6	13	89.0
6	14	89.0
6	15	89.0
6	16	89.0
6	17	132.0
6	18	132.0
6	19	132.0
6	20	89.0
6	21	89.0
6	22	89.0
6	23	89.0
6	24	99.0
7	1	96.0
7	2	96.0
7	3	96.0
7	4	96.0
7	5	130.0
7	6	224.0
7	7	223.0
7	8	170.0
7	9	170.0
7	10	170.0
7	11	130.0
7	12	130.0
7	13	105.0
7	14	105.0
7	15	105.0
7	16	105.0
7	17	130.0
7	18	130.0
7	19	224.0
7	20	224.0
7	21	224.0
7	22	224.0
7	23	224.0
7	24	180.0
8	1	162.0
8	2	162.0
8	3	162.0
8	4	162.0
8	5	162.0
8	6	187.0
8	7	187.0
8	8	182.0
8	9	142.0
8	10	132.0
8	11	167.0
8	12	187.0
8	13	162.0
8	14	162.0
8	15	162.0
8	16	108.0
8	17	133.0
8	18	133.0
8	19	133.0
8	20	133.0
8	21	133.0
8	22	187.0
8	23	159.0
8	24	170.0
9	1	0.0
9	2	0.0
9	3	0.0
9	4	0.0
9	5	25.0
9	6	83.0
9	7	137.0
9	8	161.0
9	9	161.0
9	10	161.0
9	11	103.0
9	12	79.0
9	13	25.0
9	14	0.0
9	15	0.0
9	16	0.0
9	17	54.0
9	18	137.0
9	19	137.0
9	20	137.0
9	21	137.0
9	22	137.0
9	23	83.0
9	24	0.0
10	1	105.0
10	2	105.0
10	3	90.0
10	4	90.0
10	5	48.0
10	6	25.0
10	7	110.0
10	8	110.0
10	9	110.0
10	10	110.0
10	11	110.0
10	12	110.0
10	13	110.0
10	14	110.0
10	15	110.0
10	16	110.0
10	17	110.0
10	18	110.0
10	19	110.0
10	20	110.0
10	21	75.0
10	22	25.0
10	23	25.0
10	24	95.0
11	1	100.0
11	2	100.0
11	3	100.0
11	4	100.0
11	5	100.0
11	6	100.0
11	7	100.0
11	8	110.0
11	9	110.0
11	10	120.0
11	11	110.0
11	12	110.0
11	13	120.0
11	14	120.0
11	15	120.0
11	16	120.0
11	17	120.0
11	18	110.0
11	19	110.0
11	20	90.0
11	21	30.0
11	22	0.0
11	23	0.0
11	24	0.0
12	1	112.0
12	2	102.0
12	3	112.0
12	4	102.0
12	5	112.0
12	6	112.0
12	7	179.0
12	8	233.0
12	9	233.0
12	10	233.0
12	11	233.0
12	12	233.0
12	13	122.0
12	14	122.0
12	15	87.0
12	16	87.0
12	17	151.0
12	18	198.0
12	19	233.0
12	20	233.0
12	21	233.0
12	22	179.0
12	23	179.0
12	24	112.0
13	1	20.0
13	2	20.0
13	3	20.0
13	4	20.0
13	5	30.0
13	6	90.0
13	7	225.0
13	8	225.0
13	9	215.0
13	10	133.0
13	11	95.0
13	12	60.0
13	13	60.0
13	14	60.0
13	15	60.0
13	16	70.0
13	17	106.0
13	18	160.0
13	19	216.0
13	20	196.0
13	21	169.0
13	22	169.0
13	23	144.0
13	24	25.0
14	1	76.0
14	2	76.0
14	3	51.0
14	4	51.0
14	5	51.0
14	6	51.0
14	7	51.0
14	8	119.0
14	9	119.0
14	10	144.0
14	11	144.0
14	12	144.0
14	13	144.0
14	14	144.0
14	15	144.0
14	16	144.0
14	17	144.0
14	18	144.0
14	19	144.0
14	20	144.0
14	21	144.0
14	22	144.0
14	23	144.0
14	24	119.0
