Node	Time	Res_CapacityUpVolume
1	1	25.0
1	2	25.0
1	3	25.0
1	4	25.0
1	5	25.0
1	6	25.0
1	7	25.0
1	8	25.0
1	9	25.0
1	10	25.0
1	11	25.0
1	12	0.0
1	13	0.0
1	14	0.0
1	15	0.0
1	16	25.0
1	17	25.0
1	18	25.0
1	19	25.0
1	20	25.0
1	21	25.0
1	22	25.0
1	23	25.0
1	24	75.0
2	1	50.0
2	2	50.0
2	3	50.0
2	4	50.0
2	5	50.0
2	6	50.0
2	7	65.0
2	8	85.0
2	9	105.0
2	10	105.0
2	11	96.0
2	12	85.0
2	13	65.0
2	14	65.0
2	15	65.0
2	16	65.0
2	17	65.0
2	18	75.0
2	19	75.0
2	20	75.0
2	21	65.0
2	22	65.0
2	23	55.0
2	24	55.0
3	1	180.0
3	2	180.0
3	3	180.0
3	4	180.0
3	5	180.0
3	6	185.0
3	7	185.0
3	8	125.0
3	9	120.0
3	10	80.0
3	11	47.0
3	12	53.0
3	13	53.0
3	14	120.0
3	15	100.0
3	16	125.0
3	17	125.0
3	18	185.0
3	19	185.0
3	20	185.0
3	21	185.0
3	22	185.0
3	23	125.0
3	24	0.0
4	1	70.0
4	2	70.0
4	3	70.0
4	4	70.0
4	5	70.0
4	6	70.0
4	7	90.0
4	8	90.0
4	9	90.0
4	10	90.0
4	11	90.0
4	12	85.0
4	13	85.0
4	14	85.0
4	15	90.0
4	16	90.0
4	17	90.0
4	18	90.0
4	19	90.0
4	20	90.0
4	21	70.0
4	22	70.0
4	23	70.0
4	24	105.0
5	1	93.0
5	2	93.0
5	3	93.0
5	4	93.0
5	5	118.0
5	6	118.0
5	7	118.0
5	8	118.0
5	9	118.0
5	10	118.0
5	11	118.0
5	12	118.0
5	13	93.0
5	14	93.0
5	15	93.0
5	16	93.0
5	17	118.0
5	18	118.0
5	19	118.0
5	20	118.0
5	21	118.0
5	22	118.0
5	23	118.0
5	24	187.0
6	1	115.0
6	2	129.0
6	3	129.0
6	4	129.0
6	5	160.0
6	6	155.0
6	7	113.0
6	8	42.0
6	9	35.0
6	10	77.0
6	11	25.0
6	12	40.0
6	13	15.0
6	14	135.0
6	15	135.0
6	16	15.0
6	17	70.0
6	18	130.0
6	19	196.0
6	20	194.0
6	21	215.0
6	22	215.0
6	23	170.0
6	24	15.0
7	1	58.0
7	2	58.0
7	3	58.0
7	4	58.0
7	5	83.0
7	6	83.0
7	7	121.0
7	8	121.0
7	9	74.0
7	10	39.0
7	11	25.0
7	12	45.0
7	13	20.0
7	14	20.0
7	15	0.0
7	16	0.0
7	17	39.0
7	18	121.0
7	19	121.0
7	20	67.0
7	21	67.0
7	22	105.0
7	23	83.0
7	24	45.0
8	1	50.0
8	2	50.0
8	3	50.0
8	4	50.0
8	5	50.0
8	6	40.0
8	7	40.0
8	8	50.0
8	9	50.0
8	10	50.0
8	11	50.0
8	12	50.0
8	13	50.0
8	14	50.0
8	15	60.0
8	16	60.0
8	17	50.0
8	18	40.0
8	19	40.0
8	20	40.0
8	21	50.0
8	22	50.0
8	23	50.0
8	24	50.0
9	1	60.0
9	2	100.0
9	3	100.0
9	4	100.0
9	5	116.0
9	6	116.0
9	7	115.0
9	8	116.0
9	9	116.0
9	10	116.0
9	11	115.0
9	12	116.0
9	13	100.0
9	14	100.0
9	15	95.0
9	16	60.0
9	17	116.0
9	18	116.0
9	19	115.0
9	20	116.0
9	21	116.0
9	22	116.0
9	23	115.0
9	24	116.0
10	1	0.0
10	2	0.0
10	3	0.0
10	4	0.0
10	5	0.0
10	6	104.0
10	7	154.0
10	8	154.0
10	9	0.0
10	10	0.0
10	11	23.0
10	12	0.0
10	13	10.0
10	14	58.0
10	15	31.0
10	16	54.0
10	17	71.0
10	18	132.0
10	19	181.0
10	20	181.0
10	21	181.0
10	22	181.0
10	23	181.0
10	24	57.0
11	1	143.0
11	2	143.0
11	3	143.0
11	4	143.0
11	5	148.0
11	6	148.0
11	7	148.0
11	8	148.0
11	9	148.0
11	10	148.0
11	11	148.0
11	12	133.0
11	13	133.0
11	14	128.0
11	15	133.0
11	16	148.0
11	17	148.0
11	18	148.0
11	19	148.0
11	20	148.0
11	21	148.0
11	22	148.0
11	23	143.0
11	24	143.0
12	1	34.0
12	2	34.0
12	3	34.0
12	4	0.0
12	5	0.0
12	6	0.0
12	7	50.0
12	8	50.0
12	9	50.0
